#FILE	NUM_FOUND	avrA	csgA	csgB	csgC	csgD	csgE	csgF	csgG	entA	entB	fepC	fepG	fimC	fimD	fimF	fimH	fimI	gogB	grvA	invA	invB	invC	invE	invF	invG	invH	invI	invJ	iucA	iucB	iucC	iucD	iutA	lpfA	lpfB	lpfC	lpfD	lpfE	mgtB	mgtC	mig-14	misL	ompA	orgA	orgB	orgC	pipB	pipB2	prgH	prgI	prgJ	prgK	ratB	sicA	sicP	sifA	sifB	sinH	sipA/sspA	sipB/sspB	sipC/sspC	sipD	slrP	sodCI	sopA	sopB/sigD	sopD	sopD2	sopE2	spaO	spaP	spaQ	spaR	spaS	spiC/ssaB	sptP	spvB	spvC	spvR	ssaC	ssaD	ssaE	ssaG	ssaH	ssaI	ssaJ	ssaK	ssaL	ssaM	ssaN	ssaO	ssaP	ssaQ	ssaR	ssaS	ssaT	ssaU	ssaV	sscA	sscB	sseA	sseB	sseC	sseD	sseE	sseF	sseG	sseI/srfH	sseJ	sseK1	sseK2	sseL	sspH2	steA	steB	steC
SRR6933285_assembly.fasta	103	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	83.74	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	80.86
SRR6933286_assembly.fasta	104	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	99.58	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	83.04
SRR6933289_assembly.fasta	105	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	93.92	88.44	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	97.13	.	100.00	.	100.00	100.00	93.09
SRR6933294_assembly.fasta	104	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	99.33	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	92.45	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	95.78
SRR6986092_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR6986177_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR6986180_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR6986181_assembly.fasta	103	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	.	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR6986336_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR6986337_assembly.fasta	105	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR6986342_assembly.fasta	109	99.89	96.05	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00
SRR6986344_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR6986348_assembly.fasta	96	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR6986362_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR6986365_assembly.fasta	107	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR6996343_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR7002064_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR7002066_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	80.60	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR7010294_assembly.fasta	105	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	93.57	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	100.00	100.00	100.00
SRR7010301_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR7010304_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR7010338_assembly.fasta	102	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	96.86	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	100.00	.	100.00
SRR7010474_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR7010475_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR7011956_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR7011962_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR7011986_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	99.31	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR7012122_assembly.fasta	107	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	100.00	100.00
SRR7041622_assembly.fasta	108	99.89	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.46	99.18	96.45	91.54	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	99.96	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.84	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	100.00	100.00
