"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR2911775","NDSU13","SRR4345507","SRR14766434","SRR5904974","SRR6683743","SRR6278424","SRR14766455","SRR2077395","SRR14767695","SRR1511527","SRR14766433","SRR3037434","SRR13641955","SRR14766368"
"group_540","","hypothetical protein",574,574,1,1,3890,71,2,"",254,455,453,"NCJKFECA_01242","GBFFMACB_01842","JGOBPIKM_02735","JAJDIPKB_00801","EDAOGEGO_00939","OCPBJCHP_00644","ELDOCFMP_02159","BHJELCCI_01500","CKEGPAKG_02464","IJEALMHG_00462","BENFFAFO_01495","","ENBCENPF_03954","KKHOBGKP_02988","DLDIJGFH_01907"
"aptB","","Apulose-4-phosphate transketolase subunit B",574,574,1,1,3895,23,2,"",230,953,950,"NCJKFECA_01246","GBFFMACB_01838","JGOBPIKM_02739","JAJDIPKB_00797","EDAOGEGO_00943","OCPBJCHP_00640","ELDOCFMP_02155","BHJELCCI_01504","CKEGPAKG_02460","IJEALMHG_00458","BENFFAFO_01491","","ENBCENPF_03950","KKHOBGKP_02984","DLDIJGFH_01903"
"kdgM_1","","Oligogalacturonate-specific porin KdgM",574,574,1,1,4553,35,3,"",311,692,683,"NCJKFECA_03834","GBFFMACB_04784","JGOBPIKM_01471","JAJDIPKB_01576","EDAOGEGO_02516","OCPBJCHP_01210","ELDOCFMP_03365","BHJELCCI_02550","CKEGPAKG_03513","IJEALMHG_03215","BENFFAFO_01936","JOCLDNKJ_04073","ENBCENPF_00827","KKHOBGKP_01741","DLDIJGFH_00603"
"ccmA","","Cytochrome c biogenesis ATP-binding export protein CcmA",574,574,1,1,1429,72,2,"",218,626,616,"NCJKFECA_04654","GBFFMACB_04683","JGOBPIKM_04688","JAJDIPKB_02685","EDAOGEGO_04720","OCPBJCHP_04684","ELDOCFMP_04714","BHJELCCI_04664","CKEGPAKG_04485","IJEALMHG_04630","BENFFAFO_04622","JOCLDNKJ_04646","ENBCENPF_04649","KKHOBGKP_04694","DLDIJGFH_04676"
"dmsB_1","","Anaerobic dimethyl sulfoxide reductase chain B",574,574,1,1,5134,68,2,"",617,617,617,"NCJKFECA_00035","GBFFMACB_00888","JGOBPIKM_00375","JAJDIPKB_02661","EDAOGEGO_03969","OCPBJCHP_03740","ELDOCFMP_01482","BHJELCCI_00035","CKEGPAKG_02368","IJEALMHG_02830","BENFFAFO_03895","JOCLDNKJ_00779","ENBCENPF_01455","KKHOBGKP_00375","DLDIJGFH_00893"
"RBKS_2","","Ribokinase",574,574,1,1,5259,1,494,"",731,1226,1224,"NCJKFECA_03721","GBFFMACB_02813","JGOBPIKM_00258","","EDAOGEGO_02177","OCPBJCHP_00807","ELDOCFMP_02827","BHJELCCI_00856","CKEGPAKG_00593","IJEALMHG_00882","BENFFAFO_02797","JOCLDNKJ_01407","ENBCENPF_02442","KKHOBGKP_00258","DLDIJGFH_02592"
"tabA_1","","Toxin-antitoxin biofilm protein TabA",574,574,1,1,2824,1,454,"",314,494,493,"NCJKFECA_01880","GBFFMACB_03576","JGOBPIKM_01144","JAJDIPKB_02946","EDAOGEGO_02888","OCPBJCHP_02238","ELDOCFMP_00268","BHJELCCI_03652","CKEGPAKG_03099","IJEALMHG_03735","BENFFAFO_00582","JOCLDNKJ_03791","ENBCENPF_00269","KKHOBGKP_01146","DLDIJGFH_02943"
"gloB","","Hydroxyacylglutathione hydrolase",574,574,1,1,136,69,3,"",680,755,754,"NCJKFECA_01529","GBFFMACB_04436","JGOBPIKM_03627","JAJDIPKB_04349","EDAOGEGO_01911","OCPBJCHP_01863","ELDOCFMP_02247","BHJELCCI_04577","CKEGPAKG_03855","IJEALMHG_04107","BENFFAFO_01583","JOCLDNKJ_04531","ENBCENPF_02177","KKHOBGKP_03627","DLDIJGFH_03535"
"hflC","","Modulator of FtsH protease HflC",574,574,1,1,6006,126,1,"",413,1004,1002,"NCJKFECA_00509","GBFFMACB_01283","JGOBPIKM_01956","JAJDIPKB_01962","EDAOGEGO_00286","OCPBJCHP_03497","ELDOCFMP_00954","BHJELCCI_02982","CKEGPAKG_01768","IJEALMHG_02034","BENFFAFO_00159","JOCLDNKJ_02754","ENBCENPF_02639","KKHOBGKP_02057","DLDIJGFH_00159"
"apbC","","Iron-sulfur cluster carrier protein",574,574,1,1,5877,93,1,"",626,1109,1108,"NCJKFECA_02228","GBFFMACB_03003","JGOBPIKM_03097","JAJDIPKB_04601","EDAOGEGO_02642","OCPBJCHP_01507","ELDOCFMP_03144","BHJELCCI_02645","CKEGPAKG_02745","IJEALMHG_02301","BENFFAFO_03160","JOCLDNKJ_01574","","KKHOBGKP_03305","DLDIJGFH_03080"
"group_1007","","hypothetical protein",573,573,1,1,4563,9,1,"",362,872,870,"NCJKFECA_03824","GBFFMACB_04126","JGOBPIKM_01461","JAJDIPKB_04031","EDAOGEGO_02526","OCPBJCHP_01200","ELDOCFMP_03375","BHJELCCI_02560","CKEGPAKG_04285","IJEALMHG_04457","BENFFAFO_01926","JOCLDNKJ_04063","ENBCENPF_00817","KKHOBGKP_01751","DLDIJGFH_00593"
"group_1053","","hypothetical protein",573,573,1,1,5638,1,281,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",923,1796,1793,"NCJKFECA_02406","GBFFMACB_04688","JGOBPIKM_04531","JAJDIPKB_04634","EDAOGEGO_02820","OCPBJCHP_04636","ELDOCFMP_02967","BHJELCCI_04654","","IJEALMHG_04674","BENFFAFO_04605","JOCLDNKJ_04629","ENBCENPF_03405","KKHOBGKP_03128","DLDIJGFH_03258"
"group_1056","","hypothetical protein",573,573,1,1,5529,2,41,"",914,1310,1308,"NCJKFECA_03127","GBFFMACB_02031","JGOBPIKM_00002","JAJDIPKB_01782","EDAOGEGO_01920","OCPBJCHP_04659","ELDOCFMP_02571","BHJELCCI_01112","CKEGPAKG_04489","","BENFFAFO_03655","JOCLDNKJ_02669","ENBCENPF_02186","KKHOBGKP_00002","DLDIJGFH_02336"
"hemW","","Heme chaperone HemW",573,573,1,1,2801,1,479,"",266,1136,1134,"NCJKFECA_01902","GBFFMACB_00486","JGOBPIKM_01166","JAJDIPKB_02968","EDAOGEGO_02910","OCPBJCHP_02260","ELDOCFMP_00246","BHJELCCI_03630","CKEGPAKG_03121","IJEALMHG_02411","BENFFAFO_00604","JOCLDNKJ_04245","ENBCENPF_00247","KKHOBGKP_01168","DLDIJGFH_02921"
"atsB","","Anaerobic sulfatase-maturating enzyme",573,573,1,1,2783,1,443,"",746,1184,1183,"NCJKFECA_01921","GBFFMACB_00505","JGOBPIKM_01185","JAJDIPKB_02987","EDAOGEGO_02929","OCPBJCHP_02279","ELDOCFMP_00227","BHJELCCI_03611","CKEGPAKG_03140","IJEALMHG_02392","BENFFAFO_00623","JOCLDNKJ_04264","ENBCENPF_00228","KKHOBGKP_01187","DLDIJGFH_02902"
"group_1508","","hypothetical protein",573,573,1,1,3971,139,1,"",113,113,113,"NCJKFECA_01313","GBFFMACB_01171","JGOBPIKM_02806","JAJDIPKB_00513","EDAOGEGO_01010","OCPBJCHP_00573","ELDOCFMP_02089","BHJELCCI_01571","CKEGPAKG_01431","IJEALMHG_00391","BENFFAFO_01424","JOCLDNKJ_00345","ENBCENPF_02824","KKHOBGKP_02917","DLDIJGFH_01836"
"hns_2","","DNA-binding protein H-NS",573,573,1,1,5656,1,263,"",320,404,403,"NCJKFECA_02389","GBFFMACB_04459","JGOBPIKM_04622","JAJDIPKB_04372","EDAOGEGO_02803","OCPBJCHP_01346","ELDOCFMP_02983","BHJELCCI_03798","","IJEALMHG_04693","BENFFAFO_03770","JOCLDNKJ_03207","ENBCENPF_03388","KKHOBGKP_03144","DLDIJGFH_03241"
"group_1918","","hypothetical protein",573,573,1,1,4982,13,4,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",125,125,125,"NCJKFECA_00162","GBFFMACB_00761","JGOBPIKM_00502","JAJDIPKB_02132","EDAOGEGO_03401","OCPBJCHP_02408","ELDOCFMP_01355","BHJELCCI_00162","CKEGPAKG_02252","IJEALMHG_00771","BENFFAFO_04262","JOCLDNKJ_00653","ENBCENPF_01328","KKHOBGKP_00502","DLDIJGFH_01020"
"group_2088","","hypothetical protein",573,573,1,1,3059,31,2,"",446,446,446,"NCJKFECA_02911","GBFFMACB_03272","JGOBPIKM_00791","","EDAOGEGO_01263","OCPBJCHP_01809","ELDOCFMP_00623","BHJELCCI_01118","CKEGPAKG_00295","IJEALMHG_01701","BENFFAFO_02410","JOCLDNKJ_01037","ENBCENPF_00623","KKHOBGKP_00792","DLDIJGFH_02033"
"yjmC","","putative oxidoreductase YjmC",573,573,1,1,2822,1,455,"",902,902,902,"NCJKFECA_01881","GBFFMACB_03577","JGOBPIKM_01145","JAJDIPKB_02947","EDAOGEGO_02889","OCPBJCHP_02239","ELDOCFMP_00267","BHJELCCI_03651","CKEGPAKG_03100","IJEALMHG_03736","BENFFAFO_00583","JOCLDNKJ_03792","ENBCENPF_00268","KKHOBGKP_01147","DLDIJGFH_02942"
"galP","","Galactose-proton symporter",573,573,1,1,2814,1,466,"",1394,1394,1394,"NCJKFECA_01889","GBFFMACB_00473","JGOBPIKM_01153","JAJDIPKB_02955","EDAOGEGO_02897","OCPBJCHP_02247","ELDOCFMP_00259","BHJELCCI_03643","CKEGPAKG_03108","IJEALMHG_02424","BENFFAFO_00591","JOCLDNKJ_04232","ENBCENPF_00260","KKHOBGKP_01155","DLDIJGFH_02934"
"sprT","","Protein SprT",573,573,1,1,2813,1,467,"",455,455,455,"NCJKFECA_01890","GBFFMACB_00474","JGOBPIKM_01154","JAJDIPKB_02956","EDAOGEGO_02898","OCPBJCHP_02248","ELDOCFMP_00258","BHJELCCI_03642","CKEGPAKG_03109","IJEALMHG_02423","BENFFAFO_00592","JOCLDNKJ_04233","ENBCENPF_00259","KKHOBGKP_01156","DLDIJGFH_02933"
"endA","","Endonuclease-1",573,573,1,1,2812,1,468,"",707,707,707,"NCJKFECA_01891","GBFFMACB_00475","JGOBPIKM_01155","JAJDIPKB_02957","EDAOGEGO_02899","OCPBJCHP_02249","ELDOCFMP_00257","BHJELCCI_03641","CKEGPAKG_03110","IJEALMHG_02422","BENFFAFO_00593","JOCLDNKJ_04234","ENBCENPF_00258","KKHOBGKP_01157","DLDIJGFH_02932"
"rsmE","","Ribosomal RNA small subunit methyltransferase E",573,573,1,1,2811,1,469,"",731,731,731,"NCJKFECA_01892","GBFFMACB_00476","JGOBPIKM_01156","JAJDIPKB_02958","EDAOGEGO_02900","OCPBJCHP_02250","ELDOCFMP_00256","BHJELCCI_03640","CKEGPAKG_03111","IJEALMHG_02421","BENFFAFO_00594","JOCLDNKJ_04235","ENBCENPF_00257","KKHOBGKP_01158","DLDIJGFH_02931"
"gshB","","Glutathione synthetase",573,573,1,1,2810,1,470,"",947,947,947,"NCJKFECA_01893","GBFFMACB_00477","JGOBPIKM_01157","JAJDIPKB_02959","EDAOGEGO_02901","OCPBJCHP_02251","ELDOCFMP_00255","BHJELCCI_03639","CKEGPAKG_03112","IJEALMHG_02420","BENFFAFO_00595","JOCLDNKJ_04236","ENBCENPF_00256","KKHOBGKP_01159","DLDIJGFH_02930"
"group_2240","","hypothetical protein",573,573,1,1,2809,1,471,"",563,563,563,"NCJKFECA_01894","GBFFMACB_00478","JGOBPIKM_01158","JAJDIPKB_02960","EDAOGEGO_02902","OCPBJCHP_02252","ELDOCFMP_00254","BHJELCCI_03638","CKEGPAKG_03113","IJEALMHG_02419","BENFFAFO_00596","JOCLDNKJ_04237","ENBCENPF_00255","KKHOBGKP_01160","DLDIJGFH_02929"
"yqgF","","Putative pre-16S rRNA nuclease",573,573,1,1,2808,1,472,"",416,416,416,"NCJKFECA_01895","GBFFMACB_00479","JGOBPIKM_01159","JAJDIPKB_02961","EDAOGEGO_02903","OCPBJCHP_02253","ELDOCFMP_00253","BHJELCCI_03637","CKEGPAKG_03114","IJEALMHG_02418","BENFFAFO_00597","JOCLDNKJ_04238","ENBCENPF_00254","KKHOBGKP_01161","DLDIJGFH_02928"
"group_2242","","hypothetical protein",573,573,1,1,2807,1,473,"",686,686,686,"NCJKFECA_01896","GBFFMACB_00480","JGOBPIKM_01160","JAJDIPKB_02962","EDAOGEGO_02904","OCPBJCHP_02254","ELDOCFMP_00252","BHJELCCI_03636","CKEGPAKG_03115","IJEALMHG_02417","BENFFAFO_00598","JOCLDNKJ_04239","ENBCENPF_00253","KKHOBGKP_01162","DLDIJGFH_02927"
"yggS","","Pyridoxal phosphate homeostasis protein",573,573,1,1,2805,1,475,"",704,704,704,"NCJKFECA_01898","GBFFMACB_00482","JGOBPIKM_01162","JAJDIPKB_02964","EDAOGEGO_02906","OCPBJCHP_02256","ELDOCFMP_00250","BHJELCCI_03634","CKEGPAKG_03117","IJEALMHG_02415","BENFFAFO_00600","JOCLDNKJ_04241","ENBCENPF_00251","KKHOBGKP_01164","DLDIJGFH_02925"
"group_2246","","hypothetical protein",573,573,1,1,2803,1,477,"",290,290,290,"NCJKFECA_01900","GBFFMACB_00484","JGOBPIKM_01164","JAJDIPKB_02966","EDAOGEGO_02908","OCPBJCHP_02258","ELDOCFMP_00248","BHJELCCI_03632","CKEGPAKG_03119","IJEALMHG_02413","BENFFAFO_00602","JOCLDNKJ_04243","ENBCENPF_00249","KKHOBGKP_01166","DLDIJGFH_02923"
"rdgB","","dITP/XTP pyrophosphatase",573,573,1,1,2802,1,478,"",593,593,593,"NCJKFECA_01901","GBFFMACB_00485","JGOBPIKM_01165","JAJDIPKB_02967","EDAOGEGO_02909","OCPBJCHP_02259","ELDOCFMP_00247","BHJELCCI_03631","CKEGPAKG_03120","IJEALMHG_02412","BENFFAFO_00603","JOCLDNKJ_04244","ENBCENPF_00248","KKHOBGKP_01167","DLDIJGFH_02922"
"group_2248","","hypothetical protein",573,573,1,1,2800,1,480,"",1007,1007,1007,"NCJKFECA_01903","GBFFMACB_00487","JGOBPIKM_01167","JAJDIPKB_02969","EDAOGEGO_02911","OCPBJCHP_02261","ELDOCFMP_00245","BHJELCCI_03629","CKEGPAKG_03122","IJEALMHG_02410","BENFFAFO_00605","JOCLDNKJ_04246","ENBCENPF_00246","KKHOBGKP_01169","DLDIJGFH_02920"
"ansB_1","","L-asparaginase 2",573,573,1,1,2799,1,481,"",1046,1046,1046,"NCJKFECA_01904","GBFFMACB_00488","JGOBPIKM_01168","JAJDIPKB_02970","EDAOGEGO_02912","OCPBJCHP_02262","ELDOCFMP_00244","BHJELCCI_03628","CKEGPAKG_03123","IJEALMHG_02409","BENFFAFO_00606","JOCLDNKJ_04247","ENBCENPF_00245","KKHOBGKP_01170","DLDIJGFH_02919"
"group_2250","","hypothetical protein",573,573,1,1,2798,1,482,"",719,719,719,"NCJKFECA_01905","GBFFMACB_00489","JGOBPIKM_01169","JAJDIPKB_02971","EDAOGEGO_02913","OCPBJCHP_02263","ELDOCFMP_00243","BHJELCCI_03627","CKEGPAKG_03124","IJEALMHG_02408","BENFFAFO_00607","JOCLDNKJ_04248","ENBCENPF_00244","KKHOBGKP_01171","DLDIJGFH_02918"
"group_2251","","putative protein",573,573,1,1,2797,1,483,"",326,326,326,"NCJKFECA_01906","GBFFMACB_00490","JGOBPIKM_01170","JAJDIPKB_02972","EDAOGEGO_02914","OCPBJCHP_02264","ELDOCFMP_00242","BHJELCCI_03626","CKEGPAKG_03125","IJEALMHG_02407","BENFFAFO_00608","JOCLDNKJ_04249","ENBCENPF_00243","KKHOBGKP_01172","DLDIJGFH_02917"
"trmB","","tRNA (guanine-N(7)-)-methyltransferase",573,573,1,1,2796,1,484,"",707,719,718,"NCJKFECA_01907","GBFFMACB_00491","JGOBPIKM_01171","JAJDIPKB_02973","EDAOGEGO_02915","OCPBJCHP_02265","ELDOCFMP_00241","BHJELCCI_03625","CKEGPAKG_03126","IJEALMHG_02406","BENFFAFO_00609","JOCLDNKJ_04250","ENBCENPF_00242","KKHOBGKP_01173","DLDIJGFH_02916"
"mutY","","Adenine DNA glycosylase",573,573,1,1,2795,1,485,"",1052,1052,1052,"NCJKFECA_01908","GBFFMACB_00492","JGOBPIKM_01172","JAJDIPKB_02974","EDAOGEGO_02916","OCPBJCHP_02266","ELDOCFMP_00240","BHJELCCI_03624","CKEGPAKG_03127","IJEALMHG_02405","BENFFAFO_00610","JOCLDNKJ_04251","ENBCENPF_00241","KKHOBGKP_01174","DLDIJGFH_02915"
"yggX","","putative Fe(2+)-trafficking protein",573,573,1,1,2794,1,486,"",275,275,275,"NCJKFECA_01909","GBFFMACB_00493","JGOBPIKM_01173","JAJDIPKB_02975","EDAOGEGO_02917","OCPBJCHP_02267","ELDOCFMP_00239","BHJELCCI_03623","CKEGPAKG_03128","IJEALMHG_02404","BENFFAFO_00611","JOCLDNKJ_04252","ENBCENPF_00240","KKHOBGKP_01175","DLDIJGFH_02914"
"mltC","","Membrane-bound lytic murein transglycosylase C",573,573,1,1,2793,1,487,"",1085,1085,1085,"NCJKFECA_01910","GBFFMACB_00494","JGOBPIKM_01174","JAJDIPKB_02976","EDAOGEGO_02918","OCPBJCHP_02268","ELDOCFMP_00238","BHJELCCI_03622","CKEGPAKG_03129","IJEALMHG_02403","BENFFAFO_00612","JOCLDNKJ_04253","ENBCENPF_00239","KKHOBGKP_01176","DLDIJGFH_02913"
"nupG","","Nucleoside permease NupG",573,573,1,1,2792,1,488,"",1256,1256,1256,"NCJKFECA_01911","GBFFMACB_00495","JGOBPIKM_01175","JAJDIPKB_02977","EDAOGEGO_02919","OCPBJCHP_02269","ELDOCFMP_00237","BHJELCCI_03621","CKEGPAKG_03130","IJEALMHG_02402","BENFFAFO_00613","JOCLDNKJ_04254","ENBCENPF_00238","KKHOBGKP_01177","DLDIJGFH_02912"
"ulaA_1","","Ascorbate-specific PTS system EIIC component",573,573,1,1,4322,36,1,"",1343,1343,1343,"NCJKFECA_02574","","JGOBPIKM_01678","JAJDIPKB_01104","EDAOGEGO_02308","OCPBJCHP_02648","ELDOCFMP_03795","BHJELCCI_03553","CKEGPAKG_02124","IJEALMHG_02475","BENFFAFO_02143","JOCLDNKJ_03492","ENBCENPF_01034","KKHOBGKP_01534","DLDIJGFH_00810"
"ompL","","Porin OmpL",573,573,1,1,2230,85,2,"",692,692,692,"NCJKFECA_03552","GBFFMACB_04235","JGOBPIKM_03950","JAJDIPKB_00871","EDAOGEGO_03668","OCPBJCHP_03185","ELDOCFMP_04133","BHJELCCI_02751","CKEGPAKG_02665","IJEALMHG_03611","BENFFAFO_03410","JOCLDNKJ_02228","ENBCENPF_03741","KKHOBGKP_04142","DLDIJGFH_03703"
"group_3200","","hypothetical protein",573,573,1,1,5615,32,2,"",1142,1142,1142,"NCJKFECA_02429","GBFFMACB_02074","JGOBPIKM_04507","JAJDIPKB_03920","EDAOGEGO_02844","OCPBJCHP_04601","ELDOCFMP_02944","BHJELCCI_04513","CKEGPAKG_04392","IJEALMHG_04364","BENFFAFO_04554","JOCLDNKJ_04482","ENBCENPF_03428","KKHOBGKP_03105","DLDIJGFH_03281"
"group_3211","","hypothetical protein",573,573,1,1,5601,2,7,"",434,434,434,"NCJKFECA_02442","GBFFMACB_02061","JGOBPIKM_04494","JAJDIPKB_03907","EDAOGEGO_02857","OCPBJCHP_04588","ELDOCFMP_02931","BHJELCCI_04500","CKEGPAKG_04379","IJEALMHG_04351","BENFFAFO_04541","JOCLDNKJ_04495","ENBCENPF_03441","KKHOBGKP_03092","DLDIJGFH_03294"
"group_3220","","hypothetical protein",573,573,1,1,5528,2,40,"",149,149,149,"NCJKFECA_03128","GBFFMACB_02030","JGOBPIKM_00003","JAJDIPKB_01783","EDAOGEGO_01921","OCPBJCHP_04658","ELDOCFMP_02572","BHJELCCI_01111","CKEGPAKG_04490","","BENFFAFO_03656","JOCLDNKJ_02668","ENBCENPF_02187","KKHOBGKP_00003","DLDIJGFH_02337"
"group_3411","","hypothetical protein",573,573,1,1,17,153,1,"",209,209,209,"NCJKFECA_00784","","JGOBPIKM_02231","JAJDIPKB_03608","EDAOGEGO_00011","OCPBJCHP_02705","ELDOCFMP_00679","BHJELCCI_03378","CKEGPAKG_03969","IJEALMHG_01610","BENFFAFO_00436","JOCLDNKJ_04354","ENBCENPF_03460","KKHOBGKP_02333","DLDIJGFH_00434"
"narU","","Nitrate/nitrite transporter NarU",573,573,1,1,5039,1,508,"",467,1388,1386,"NCJKFECA_00109","GBFFMACB_00814","JGOBPIKM_00449","JAJDIPKB_02079","EDAOGEGO_04043","OCPBJCHP_02355","ELDOCFMP_01408","BHJELCCI_00109","CKEGPAKG_02305","IJEALMHG_04197","BENFFAFO_04209","JOCLDNKJ_00706","ENBCENPF_01381","KKHOBGKP_00449","DLDIJGFH_00967"
"speC","","Constitutive ornithine decarboxylase",573,573,1,1,2791,1,489,"",1175,2135,2133,"NCJKFECA_01912","GBFFMACB_00496","JGOBPIKM_01176","JAJDIPKB_02978","EDAOGEGO_02920","OCPBJCHP_02270","ELDOCFMP_00236","BHJELCCI_03620","CKEGPAKG_03131","IJEALMHG_02401","BENFFAFO_00614","JOCLDNKJ_04255","ENBCENPF_00237","KKHOBGKP_01178","DLDIJGFH_02911"
"ytfF","","Inner membrane protein YtfF",573,573,1,1,6050,62,2,"",749,965,962,"NCJKFECA_00546","GBFFMACB_01246","JGOBPIKM_01993","JAJDIPKB_02398","EDAOGEGO_00249","OCPBJCHP_03534","ELDOCFMP_00917","BHJELCCI_02945","CKEGPAKG_01805","IJEALMHG_02071","BENFFAFO_00196","JOCLDNKJ_02717","ENBCENPF_02602","KKHOBGKP_02094","DLDIJGFH_00196"
"group_1052","","hypothetical protein",572,572,1,1,5659,1,260,"",197,296,295,"NCJKFECA_02386","GBFFMACB_04456","JGOBPIKM_04625","JAJDIPKB_04375","EDAOGEGO_02800","OCPBJCHP_01349","ELDOCFMP_02986","BHJELCCI_03801","CKEGPAKG_04418","IJEALMHG_03572","BENFFAFO_03773","JOCLDNKJ_03204","ENBCENPF_03385","KKHOBGKP_03147","DLDIJGFH_03238"
"ompD_1","","Outer membrane porin protein OmpD",572,628,1.1,1,5050,NA,NA,"",323,1088,608,"NCJKFECA_00105","GBFFMACB_00818","JGOBPIKM_00445","JAJDIPKB_02075	JAJDIPKB_02074","EDAOGEGO_04039","OCPBJCHP_02351	OCPBJCHP_02350","ELDOCFMP_01412","BHJELCCI_00105","CKEGPAKG_02309","IJEALMHG_04201	IJEALMHG_04202","BENFFAFO_04205","JOCLDNKJ_00710","ENBCENPF_01385","KKHOBGKP_00445","DLDIJGFH_00963"
"group_1704","","hypothetical protein",572,572,1,1,5954,1,580,"",377,377,377,"NCJKFECA_04692","GBFFMACB_04771","JGOBPIKM_03015","JAJDIPKB_01568","EDAOGEGO_02560","OCPBJCHP_01588","ELDOCFMP_03225","BHJELCCI_02726","CKEGPAKG_04311","IJEALMHG_02219","BENFFAFO_03078","JOCLDNKJ_01492","ENBCENPF_04201","KKHOBGKP_03386","DLDIJGFH_02998"
"group_1733","","hypothetical protein",572,572,1,1,5956,1,1005,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",284,311,284,"NCJKFECA_04690","GBFFMACB_04773","JGOBPIKM_03017","JAJDIPKB_01566","EDAOGEGO_02562","OCPBJCHP_01586","ELDOCFMP_03223","BHJELCCI_02724","CKEGPAKG_04309","IJEALMHG_02221","BENFFAFO_03080","JOCLDNKJ_01494","ENBCENPF_04199","KKHOBGKP_03384","DLDIJGFH_03000"
"group_1736","","hypothetical protein",572,572,1,1,3686,1,565,"",125,428,426,"NCJKFECA_04700","GBFFMACB_03716","JGOBPIKM_04748","JAJDIPKB_04265","EDAOGEGO_04732","OCPBJCHP_04304","ELDOCFMP_04739","BHJELCCI_04135","CKEGPAKG_04095","IJEALMHG_03950","BENFFAFO_04388","JOCLDNKJ_04178","ENBCENPF_04683","KKHOBGKP_04546","DLDIJGFH_04703"
"treY","","Maltooligosyl trehalose synthase",572,572,1,1,5070,17,7,"",728,2867,2525,"NCJKFECA_00090","GBFFMACB_00833","JGOBPIKM_00430","JAJDIPKB_03488","EDAOGEGO_04024","OCPBJCHP_03795","ELDOCFMP_01427","BHJELCCI_00090","CKEGPAKG_02324","IJEALMHG_02885","BENFFAFO_03950","JOCLDNKJ_00724","ENBCENPF_01400","KKHOBGKP_00430","DLDIJGFH_00948"
"group_1932","","hypothetical protein",572,572,1,1,5013,29,1,"",620,620,620,"NCJKFECA_00135","GBFFMACB_00788","JGOBPIKM_00475","JAJDIPKB_02105","EDAOGEGO_03428","OCPBJCHP_02381","ELDOCFMP_01382","BHJELCCI_00135","CKEGPAKG_02279","IJEALMHG_00798","BENFFAFO_04235","JOCLDNKJ_00680","ENBCENPF_01355","KKHOBGKP_00475","DLDIJGFH_00993"
"group_1948","","hypothetical protein",572,572,1,1,5046,1,520,"",440,440,440,"NCJKFECA_00106","GBFFMACB_00817","JGOBPIKM_00446","JAJDIPKB_02076","EDAOGEGO_04040","OCPBJCHP_02352","ELDOCFMP_01411","BHJELCCI_00106","CKEGPAKG_02308","IJEALMHG_04200","BENFFAFO_04206","JOCLDNKJ_00709","ENBCENPF_01384","KKHOBGKP_00446","DLDIJGFH_00964"
"pyrC","","Dihydroorotase",572,572,1,1,5496,28,1,"",1046,1046,1046,"NCJKFECA_03158","GBFFMACB_02000","JGOBPIKM_00033","JAJDIPKB_01813","EDAOGEGO_01952","OCPBJCHP_01032","ELDOCFMP_02602","BHJELCCI_01081","CKEGPAKG_00369","IJEALMHG_02544","BENFFAFO_03686","JOCLDNKJ_02638","ENBCENPF_02217","KKHOBGKP_00033","DLDIJGFH_02367"
"dinI_1","","DNA damage-inducible protein I",572,572,1,1,5497,28,2,"",245,245,245,"NCJKFECA_03157","GBFFMACB_02001","JGOBPIKM_00032","JAJDIPKB_01812","EDAOGEGO_01951","OCPBJCHP_01033","ELDOCFMP_02601","BHJELCCI_01082","CKEGPAKG_00368","IJEALMHG_02543","BENFFAFO_03685","JOCLDNKJ_02639","ENBCENPF_02216","KKHOBGKP_00032","DLDIJGFH_02366"
"yggR","","putative protein YggR",572,572,1,1,2806,1,474,"",980,980,980,"NCJKFECA_01897","GBFFMACB_00481","JGOBPIKM_01161","JAJDIPKB_02963","EDAOGEGO_02905","OCPBJCHP_02255","ELDOCFMP_00251","BHJELCCI_03635","CKEGPAKG_03116","IJEALMHG_02416","BENFFAFO_00599","JOCLDNKJ_04240","ENBCENPF_00252","KKHOBGKP_01163","DLDIJGFH_02926"
"group_2245","","hypothetical protein",572,572,1,1,2804,1,476,"",566,566,566,"NCJKFECA_01899","GBFFMACB_00483","JGOBPIKM_01163","JAJDIPKB_02965","EDAOGEGO_02907","OCPBJCHP_02257","ELDOCFMP_00249","BHJELCCI_03633","CKEGPAKG_03118","IJEALMHG_02414","BENFFAFO_00601","JOCLDNKJ_04242","ENBCENPF_00250","KKHOBGKP_01165","DLDIJGFH_02924"
"group_3188","","hypothetical protein",572,572,1,1,5629,6,7,"",227,227,227,"NCJKFECA_02415","GBFFMACB_02088","JGOBPIKM_04521","JAJDIPKB_03934","EDAOGEGO_02830","OCPBJCHP_04615","ELDOCFMP_02958","BHJELCCI_04527","CKEGPAKG_04406","IJEALMHG_04378","BENFFAFO_04568","JOCLDNKJ_04468","ENBCENPF_03414","KKHOBGKP_03119","DLDIJGFH_03267"
