"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR15050788","SRR2096540","SRR5883594","SRR5905069","SRR14766450","SRR8280236","SRR27714918","SRR13641955","SRR10037243","SRR16506855","SRR7707918","NDSU8","SRR5904975","SRR23043675","SRR7041697"
"larO","","Nickel import ATP-binding protein LarO",576,576,1,1,2829,NA,NA,"",656,656,656,"GECBOMLG_01203","NNIFEHJJ_00394","AMMIPIGE_04217","CNBCECDA_02736","MKNLEGFG_01052","ONBKJHEC_02494","JDGPEFCB_00273","KKHOBGKP_01141","OAJCOHFM_01018","MMJAGEHG_00274","BGKOLDCB_03799","CDDPGOFG_02166","EOBMODNK_00396","HFPEINND_00274","NCFACCIB_03381"
"tktA","","Transketolase 1",576,576,1,1,2828,NA,NA,"",1991,1991,1991,"GECBOMLG_01202","NNIFEHJJ_00395","AMMIPIGE_04216","CNBCECDA_02737","MKNLEGFG_01051","ONBKJHEC_02493","JDGPEFCB_00272","KKHOBGKP_01142","OAJCOHFM_01017","MMJAGEHG_00273","BGKOLDCB_03800","CDDPGOFG_02167","EOBMODNK_00397","HFPEINND_00273","NCFACCIB_03382"
"loiP","","Metalloprotease LoiP",576,576,1,1,2827,NA,NA,"",758,758,758,"GECBOMLG_01201","NNIFEHJJ_00396","AMMIPIGE_04215","CNBCECDA_02738","MKNLEGFG_01050","ONBKJHEC_02492","JDGPEFCB_00271","KKHOBGKP_01143","OAJCOHFM_01016","MMJAGEHG_00272","BGKOLDCB_03801","CDDPGOFG_02168","EOBMODNK_00398","HFPEINND_00272","NCFACCIB_03383"
"speB","","Agmatinase",576,576,1,1,2826,NA,NA,"",920,920,920,"GECBOMLG_01200","NNIFEHJJ_00397","AMMIPIGE_04214","CNBCECDA_02739","MKNLEGFG_01049","ONBKJHEC_02491","JDGPEFCB_00270","KKHOBGKP_01144","OAJCOHFM_01015","MMJAGEHG_00271","BGKOLDCB_03802","CDDPGOFG_02169","EOBMODNK_00399","HFPEINND_00271","NCFACCIB_03384"
"group_2320","","hypothetical protein",576,576,1,1,167,NA,NA,"",128,128,128,"GECBOMLG_01766","NNIFEHJJ_03065","AMMIPIGE_02365","CNBCECDA_02018","MKNLEGFG_04393","ONBKJHEC_01711","JDGPEFCB_02765","KKHOBGKP_03597","OAJCOHFM_04130","MMJAGEHG_03023","BGKOLDCB_04595","CDDPGOFG_03881","EOBMODNK_02609","HFPEINND_03020","NCFACCIB_04662"
"group_2321","","hypothetical protein",576,576,1,1,168,NA,NA,"",92,92,92,"GECBOMLG_01767","NNIFEHJJ_03064","AMMIPIGE_02364","CNBCECDA_02019","MKNLEGFG_04392","ONBKJHEC_01710","JDGPEFCB_02766","KKHOBGKP_03596","OAJCOHFM_04129","MMJAGEHG_03022","BGKOLDCB_04596","CDDPGOFG_03880","EOBMODNK_02608","HFPEINND_03019","NCFACCIB_04661"
"cpo","","Non-heme chloroperoxidase",576,576,1,1,2825,NA,NA,"",425,890,874,"GECBOMLG_01199","NNIFEHJJ_00398","AMMIPIGE_04213","CNBCECDA_02740","MKNLEGFG_01048","ONBKJHEC_02490","JDGPEFCB_00269","KKHOBGKP_01145","OAJCOHFM_01014","MMJAGEHG_00270","BGKOLDCB_03803","CDDPGOFG_02170","EOBMODNK_00400","HFPEINND_00270","NCFACCIB_03385"
"purK","","N5-carboxyaminoimidazole ribonucleotide synthase",576,576,1,1,559,NA,NA,"",644,1067,1066,"GECBOMLG_02016","NNIFEHJJ_02816","AMMIPIGE_02115","CNBCECDA_02268","MKNLEGFG_01117","ONBKJHEC_01462","JDGPEFCB_03014","KKHOBGKP_04451","OAJCOHFM_03216","MMJAGEHG_02773","BGKOLDCB_01559","CDDPGOFG_00851","EOBMODNK_02359","HFPEINND_02771","NCFACCIB_03542"
"tomB","","Hha toxicity modulator TomB",576,576,1,1,629,NA,NA,"",374,374,374,"GECBOMLG_01956","NNIFEHJJ_02876","AMMIPIGE_02175","CNBCECDA_02208","MKNLEGFG_01177","ONBKJHEC_01522","JDGPEFCB_02954","KKHOBGKP_03408","OAJCOHFM_03276","MMJAGEHG_02833","BGKOLDCB_01209","CDDPGOFG_00791","EOBMODNK_02419","HFPEINND_02831","NCFACCIB_00953"
"group_2473","","hypothetical protein",576,576,1,1,565,NA,NA,"",1259,1259,1259,"GECBOMLG_02013","NNIFEHJJ_02819","AMMIPIGE_02118","CNBCECDA_02265","MKNLEGFG_01120","ONBKJHEC_01465","JDGPEFCB_03011","KKHOBGKP_04454","OAJCOHFM_03219","MMJAGEHG_02776","BGKOLDCB_01556","CDDPGOFG_00848","EOBMODNK_02362","HFPEINND_02774","NCFACCIB_03539"
"group_2498","","hypothetical protein",576,576,1,1,524,NA,NA,"",113,113,113,"GECBOMLG_02052","NNIFEHJJ_02780","AMMIPIGE_02079","CNBCECDA_02304","MKNLEGFG_01081","ONBKJHEC_01426","JDGPEFCB_03050","KKHOBGKP_04415","OAJCOHFM_03180","MMJAGEHG_02737","BGKOLDCB_01595","CDDPGOFG_01358","EOBMODNK_02323","HFPEINND_02735","NCFACCIB_03578"
"group_2499","","hypothetical protein",576,576,1,1,523,NA,NA,"",140,140,140,"GECBOMLG_02053","NNIFEHJJ_02779","AMMIPIGE_02078","CNBCECDA_02305","MKNLEGFG_01080","ONBKJHEC_01425","JDGPEFCB_03051","KKHOBGKP_04414","OAJCOHFM_03179","MMJAGEHG_02736","BGKOLDCB_01596","CDDPGOFG_01357","EOBMODNK_02322","HFPEINND_02734","NCFACCIB_03579"
"group_2500","","hypothetical protein",576,576,1,1,522,NA,NA,"",125,125,125,"GECBOMLG_02054","NNIFEHJJ_02778","AMMIPIGE_02077","CNBCECDA_02306","MKNLEGFG_01079","ONBKJHEC_01424","JDGPEFCB_03052","KKHOBGKP_04413","OAJCOHFM_03178","MMJAGEHG_02735","BGKOLDCB_01597","CDDPGOFG_01356","EOBMODNK_02321","HFPEINND_02733","NCFACCIB_03580"
"group_2564","","putative zinc-binding alcohol dehydrogenase",576,576,1,1,387,NA,NA,"",1238,1238,1238,"GECBOMLG_03763","NNIFEHJJ_04007","AMMIPIGE_03727","CNBCECDA_04028","MKNLEGFG_02930","ONBKJHEC_03133","JDGPEFCB_04031","KKHOBGKP_03971","OAJCOHFM_03466","MMJAGEHG_03921","BGKOLDCB_01314","CDDPGOFG_01254","EOBMODNK_04136","HFPEINND_03944","NCFACCIB_02242"
"rnk","","Regulator of nucleoside diphosphate kinase",576,576,1,1,386,NA,NA,"",410,410,410,"GECBOMLG_03762","NNIFEHJJ_04008","AMMIPIGE_03726","CNBCECDA_04027","MKNLEGFG_02929","ONBKJHEC_03134","JDGPEFCB_04030","KKHOBGKP_03970","OAJCOHFM_03467","MMJAGEHG_03922","BGKOLDCB_01315","CDDPGOFG_01253","EOBMODNK_04135","HFPEINND_03945","NCFACCIB_02241"
"pyrE","","Orotate phosphoribosyltransferase",576,576,1,1,1912,NA,NA,"",641,641,641,"GECBOMLG_03457","NNIFEHJJ_01670","AMMIPIGE_00520","CNBCECDA_00338","MKNLEGFG_03268","ONBKJHEC_03911","JDGPEFCB_02293","KKHOBGKP_02634","OAJCOHFM_02188","MMJAGEHG_02080","BGKOLDCB_04451","","EOBMODNK_01232","HFPEINND_02293","NCFACCIB_03083"
"group_2883","","hypothetical protein",576,576,1,1,4352,NA,NA,"",197,197,197,"GECBOMLG_00341","NNIFEHJJ_01007","AMMIPIGE_00930","CNBCECDA_00755","MKNLEGFG_02511","ONBKJHEC_00891","JDGPEFCB_00812","KKHOBGKP_01559","OAJCOHFM_01558","MMJAGEHG_00813","BGKOLDCB_01231","CDDPGOFG_02744","EOBMODNK_00814","HFPEINND_00813","NCFACCIB_01116"
"hcpA_1","","Major exported protein",576,576,1,1,4564,NA,NA,"",479,479,479,"GECBOMLG_00148","NNIFEHJJ_00814","AMMIPIGE_01123","CNBCECDA_00562","MKNLEGFG_02196","ONBKJHEC_01084","JDGPEFCB_01005","KKHOBGKP_01752","OAJCOHFM_01751","MMJAGEHG_01006","BGKOLDCB_03884","CDDPGOFG_01919","EOBMODNK_01008","HFPEINND_01006","NCFACCIB_04582"
"clpA","","ATP-dependent Clp protease ATP-binding subunit ClpA",576,576,1,1,4350,NA,NA,"",1169,2276,2273,"GECBOMLG_00342","NNIFEHJJ_01008","AMMIPIGE_00929","CNBCECDA_00756","MKNLEGFG_02510","ONBKJHEC_00890","JDGPEFCB_00811","KKHOBGKP_01558","OAJCOHFM_01557","MMJAGEHG_00812","BGKOLDCB_01232","CDDPGOFG_02745","EOBMODNK_00813","HFPEINND_00812","NCFACCIB_01115"
"mtfA","","Protein MtfA",576,576,1,1,5631,NA,NA,"",797,797,797,"GECBOMLG_04410","NNIFEHJJ_03711","AMMIPIGE_03011","CNBCECDA_03388","MKNLEGFG_04387","ONBKJHEC_04498","JDGPEFCB_03664","KKHOBGKP_03122","OAJCOHFM_02661","MMJAGEHG_03400","BGKOLDCB_04135","CDDPGOFG_03324","EOBMODNK_03046","HFPEINND_03666","NCFACCIB_04467"
"group_3192","","hypothetical protein",576,576,1,1,5624,NA,NA,"",539,539,539,"GECBOMLG_04418","NNIFEHJJ_03719","AMMIPIGE_03019","CNBCECDA_03380","MKNLEGFG_04537","ONBKJHEC_04506","JDGPEFCB_03672","KKHOBGKP_03114","OAJCOHFM_02653","MMJAGEHG_04732","BGKOLDCB_04143","CDDPGOFG_03316","EOBMODNK_03038","HFPEINND_03674","NCFACCIB_04475"
"group_3193","","hypothetical protein",576,576,1,1,5623,NA,NA,"",827,827,827,"GECBOMLG_04419","NNIFEHJJ_03720","AMMIPIGE_03020","CNBCECDA_03379","MKNLEGFG_04538","ONBKJHEC_04507","JDGPEFCB_03673","KKHOBGKP_03113","OAJCOHFM_02652","MMJAGEHG_04731","BGKOLDCB_04144","CDDPGOFG_03315","EOBMODNK_03037","HFPEINND_03675","NCFACCIB_04476"
"group_3195","","hypothetical protein",576,576,1,1,5620,NA,NA,"",284,284,284,"GECBOMLG_04422","NNIFEHJJ_03723","AMMIPIGE_03023","CNBCECDA_03376","MKNLEGFG_04541","ONBKJHEC_04510","JDGPEFCB_03676","KKHOBGKP_03110","OAJCOHFM_02649","MMJAGEHG_04728","BGKOLDCB_04147","CDDPGOFG_03312","EOBMODNK_03034","HFPEINND_03678","NCFACCIB_04479"
"group_3197","","putative HTH-type transcriptional regulator",576,576,1,1,5618,NA,NA,"",695,695,695,"GECBOMLG_04424","NNIFEHJJ_03725","AMMIPIGE_03025","CNBCECDA_03374","MKNLEGFG_04543","ONBKJHEC_04512","JDGPEFCB_03678","KKHOBGKP_03108","OAJCOHFM_02647","MMJAGEHG_04726","BGKOLDCB_04149","CDDPGOFG_03310","EOBMODNK_03032","HFPEINND_03680","NCFACCIB_04481"
"group_3198","","hypothetical protein",576,576,1,1,5617,NA,NA,"",224,224,224,"GECBOMLG_04425","NNIFEHJJ_03726","AMMIPIGE_03026","CNBCECDA_03373","MKNLEGFG_04544","ONBKJHEC_04513","JDGPEFCB_03679","KKHOBGKP_03107","OAJCOHFM_02646","MMJAGEHG_04725","BGKOLDCB_04150","CDDPGOFG_03309","EOBMODNK_03031","HFPEINND_03681","NCFACCIB_04482"
"group_3199","","hypothetical protein",576,576,1,1,5616,NA,NA,"",554,554,554,"GECBOMLG_04426","NNIFEHJJ_03727","AMMIPIGE_03027","CNBCECDA_03372","MKNLEGFG_04545","ONBKJHEC_04514","JDGPEFCB_03680","KKHOBGKP_03106","OAJCOHFM_02645","MMJAGEHG_04724","BGKOLDCB_04151","CDDPGOFG_03308","EOBMODNK_03030","HFPEINND_03682","NCFACCIB_04483"
"group_3202","","hypothetical protein",576,576,1,1,5612,NA,NA,"",473,473,473,"GECBOMLG_04430","NNIFEHJJ_03731","AMMIPIGE_03031","CNBCECDA_03368","MKNLEGFG_04549","ONBKJHEC_04518","JDGPEFCB_03684","KKHOBGKP_03102","OAJCOHFM_02641","MMJAGEHG_04720","BGKOLDCB_04155","CDDPGOFG_03304","EOBMODNK_03026","HFPEINND_03686","NCFACCIB_04487"
"dam_3","","DNA adenine methylase",576,576,1,1,5611,NA,NA,"",881,881,881,"GECBOMLG_04431","NNIFEHJJ_03732","AMMIPIGE_03032","CNBCECDA_03367","MKNLEGFG_04550","ONBKJHEC_04519","JDGPEFCB_03685","KKHOBGKP_03101","OAJCOHFM_02640","MMJAGEHG_04719","BGKOLDCB_04156","CDDPGOFG_03303","EOBMODNK_03025","HFPEINND_03687","NCFACCIB_04488"
"rusA_1","","Crossover junction endodeoxyribonuclease RusA",576,576,1,1,5610,NA,NA,"",389,389,389,"GECBOMLG_04432","NNIFEHJJ_03733","AMMIPIGE_03033","CNBCECDA_03366","MKNLEGFG_04551","ONBKJHEC_04520","JDGPEFCB_03686","KKHOBGKP_03100","OAJCOHFM_02639","MMJAGEHG_04718","BGKOLDCB_04157","CDDPGOFG_03302","EOBMODNK_03024","HFPEINND_03688","NCFACCIB_04489"
"group_3205","","hypothetical protein",576,576,1,1,5609,NA,NA,"",860,860,860,"GECBOMLG_04433","NNIFEHJJ_03734","AMMIPIGE_03034","CNBCECDA_03365","MKNLEGFG_04552","ONBKJHEC_04521","JDGPEFCB_03687","KKHOBGKP_03099","OAJCOHFM_02638","MMJAGEHG_04717","BGKOLDCB_04158","CDDPGOFG_03301","EOBMODNK_03023","HFPEINND_03689","NCFACCIB_04490"
"group_3206","","hypothetical protein",576,576,1,1,5608,NA,NA,"",989,989,989,"GECBOMLG_04434","NNIFEHJJ_03735","AMMIPIGE_03035","CNBCECDA_03364","MKNLEGFG_04553","ONBKJHEC_04522","JDGPEFCB_03688","KKHOBGKP_03098","OAJCOHFM_02637","MMJAGEHG_04716","BGKOLDCB_04159","CDDPGOFG_03300","EOBMODNK_03022","HFPEINND_03690","NCFACCIB_04491"
"group_3207","","hypothetical protein",576,576,1,1,5607,NA,NA,"",752,752,752,"GECBOMLG_04435","NNIFEHJJ_03736","AMMIPIGE_03036","CNBCECDA_03363","MKNLEGFG_04554","ONBKJHEC_04523","JDGPEFCB_03689","KKHOBGKP_03097","OAJCOHFM_02636","MMJAGEHG_04715","BGKOLDCB_04160","CDDPGOFG_03299","EOBMODNK_03021","HFPEINND_03691","NCFACCIB_04492"
"group_3208","","hypothetical protein",576,576,1,1,5606,NA,NA,"",242,242,242,"GECBOMLG_04436","NNIFEHJJ_03737","AMMIPIGE_03037","CNBCECDA_03362","MKNLEGFG_04555","ONBKJHEC_04524","JDGPEFCB_03690","KKHOBGKP_03096","OAJCOHFM_02635","MMJAGEHG_04714","BGKOLDCB_04161","CDDPGOFG_03298","EOBMODNK_03020","HFPEINND_03692","NCFACCIB_04493"
"group_3209","","hypothetical protein",576,576,1,1,5604,NA,NA,"",476,476,476,"GECBOMLG_04438","NNIFEHJJ_03739","AMMIPIGE_03039","CNBCECDA_03360","MKNLEGFG_04557","ONBKJHEC_04526","JDGPEFCB_03692","KKHOBGKP_03094","OAJCOHFM_02633","MMJAGEHG_04712","BGKOLDCB_04163","CDDPGOFG_03296","EOBMODNK_03018","HFPEINND_03694","NCFACCIB_04495"
"mdoD","","Glucans biosynthesis protein D",576,576,1,1,4991,NA,NA,"",599,1619,1616,"GECBOMLG_01478","NNIFEHJJ_02161","AMMIPIGE_01523","CNBCECDA_00983","MKNLEGFG_00254","ONBKJHEC_00155","JDGPEFCB_01753","KKHOBGKP_00495","OAJCOHFM_00253","MMJAGEHG_01849","BGKOLDCB_02803","CDDPGOFG_00428","EOBMODNK_01707","HFPEINND_01752","NCFACCIB_01698"
"narZ","","Respiratory nitrate reductase 2 alpha chain",576,576,1,1,5038,NA,NA,"",881,3740,3727,"GECBOMLG_01433","NNIFEHJJ_02116","AMMIPIGE_01568","CNBCECDA_00938","MKNLEGFG_00299","ONBKJHEC_00110","JDGPEFCB_01708","KKHOBGKP_00450","OAJCOHFM_00298","MMJAGEHG_01894","BGKOLDCB_03478","CDDPGOFG_00473","EOBMODNK_01662","HFPEINND_01707","NCFACCIB_01653"
"group_425","","hypothetical protein",576,576,1,1,5613,NA,NA,"",569,974,969,"GECBOMLG_04429","NNIFEHJJ_03730","AMMIPIGE_03030","CNBCECDA_03369","MKNLEGFG_04548","ONBKJHEC_04517","JDGPEFCB_03683","KKHOBGKP_03103","OAJCOHFM_02642","MMJAGEHG_04721","BGKOLDCB_04154","CDDPGOFG_03305","EOBMODNK_03027","HFPEINND_03685","NCFACCIB_04486"
"ftsK","","hypothetical protein",576,576,1,1,4363,NA,NA,"",1517,4097,4063,"GECBOMLG_00330","NNIFEHJJ_00996","AMMIPIGE_00941","CNBCECDA_00744","MKNLEGFG_02522","ONBKJHEC_00902","JDGPEFCB_00823","KKHOBGKP_01570","OAJCOHFM_01569","MMJAGEHG_00824","BGKOLDCB_01220","CDDPGOFG_02733","EOBMODNK_00825","HFPEINND_00824","NCFACCIB_01127"
"group_552","","hypothetical protein",576,576,1,1,4444,NA,NA,"",881,1271,1267,"GECBOMLG_00259","NNIFEHJJ_00925","AMMIPIGE_01012","CNBCECDA_00673","MKNLEGFG_02307","ONBKJHEC_00973","JDGPEFCB_00894","KKHOBGKP_01641","OAJCOHFM_01640","MMJAGEHG_00895","BGKOLDCB_00490","","EOBMODNK_00897","HFPEINND_00895","NCFACCIB_03953"
"gatB_1","","PTS system galactitol-specific EIIB component",576,576,1,1,5001,NA,NA,"",281,281,281,"GECBOMLG_01469","NNIFEHJJ_02152","AMMIPIGE_01532","CNBCECDA_00974","MKNLEGFG_00263","ONBKJHEC_00146","JDGPEFCB_01744","KKHOBGKP_00486","OAJCOHFM_00262","MMJAGEHG_01858","BGKOLDCB_02794","CDDPGOFG_00437","EOBMODNK_01698","HFPEINND_01743","NCFACCIB_01689"
"fecA","","Fe(3+) dicitrate transport protein FecA",576,576,1,1,5028,NA,NA,"",1796,2165,2164,"GECBOMLG_01443","NNIFEHJJ_02126","AMMIPIGE_01558","CNBCECDA_00948","MKNLEGFG_00289","ONBKJHEC_00120","JDGPEFCB_01718","KKHOBGKP_00460","OAJCOHFM_00288","MMJAGEHG_01884","BGKOLDCB_03488","CDDPGOFG_00463","EOBMODNK_01672","HFPEINND_01717","NCFACCIB_01663"
"hoxK","","Uptake hydrogenase small subunit",576,576,1,1,5088,NA,NA,"",314,1103,1100,"","NNIFEHJJ_02085","AMMIPIGE_01598","CNBCECDA_00907","MKNLEGFG_00329","ONBKJHEC_00079","JDGPEFCB_01678","KKHOBGKP_00419","OAJCOHFM_00329","MMJAGEHG_01925","BGKOLDCB_00923","CDDPGOFG_00504","EOBMODNK_01631","HFPEINND_01676","NCFACCIB_01623"
"hyaB_1","","Hydrogenase-1 large chain",576,576,1,1,5089,NA,NA,"",383,485,484,"","NNIFEHJJ_02084","AMMIPIGE_01599","CNBCECDA_00906","MKNLEGFG_00330","ONBKJHEC_00078","JDGPEFCB_01677","KKHOBGKP_00418","OAJCOHFM_00330","MMJAGEHG_01926","BGKOLDCB_00924","CDDPGOFG_00505","EOBMODNK_01630","HFPEINND_01675","NCFACCIB_01622"
"gntT_1","","High-affinity gluconate transporter",576,576,1,1,3242,NA,NA,"",962,1496,1495,"GECBOMLG_03124","NNIFEHJJ_00221","AMMIPIGE_01827","CNBCECDA_02460","MKNLEGFG_00629","ONBKJHEC_01970","JDGPEFCB_00446","KKHOBGKP_00968","OAJCOHFM_01192","MMJAGEHG_00447","BGKOLDCB_01801","","EOBMODNK_00222","HFPEINND_00447","NCFACCIB_02582"
"vapC_1","","tRNA(fMet)-specific endonuclease VapC",576,576,1,1,2873,NA,NA,"",278,398,397,"GECBOMLG_01247","NNIFEHJJ_00350","AMMIPIGE_01698","CNBCECDA_02692","MKNLEGFG_00758","ONBKJHEC_02538","JDGPEFCB_00317","KKHOBGKP_01097","OAJCOHFM_01062","MMJAGEHG_00318","BGKOLDCB_04189","CDDPGOFG_02122","EOBMODNK_00352","HFPEINND_00318","NCFACCIB_02764"
"dsbC","","Thiol:disulfide interchange protein DsbC",576,576,1,1,2864,NA,NA,"",329,713,712,"GECBOMLG_01237","NNIFEHJJ_00360","AMMIPIGE_01688","CNBCECDA_02702","MKNLEGFG_00768","ONBKJHEC_02528","JDGPEFCB_00307","KKHOBGKP_01107","OAJCOHFM_01052","MMJAGEHG_00308","BGKOLDCB_04199","CDDPGOFG_02132","EOBMODNK_00362","HFPEINND_00308","NCFACCIB_02774"
"group_763","","hypothetical protein",576,576,1,1,2854,NA,NA,"",761,893,884,"GECBOMLG_01227","NNIFEHJJ_00370","AMMIPIGE_01678","CNBCECDA_02712","MKNLEGFG_00778","ONBKJHEC_02518","JDGPEFCB_00297","KKHOBGKP_01117","OAJCOHFM_01042","MMJAGEHG_00298","BGKOLDCB_04209","CDDPGOFG_02142","EOBMODNK_00372","HFPEINND_00298","NCFACCIB_02784"
"group_854","","hypothetical protein",576,576,1,1,6103,NA,NA,"",314,503,498,"GECBOMLG_00682","NNIFEHJJ_01397","AMMIPIGE_00247","CNBCECDA_01430","MKNLEGFG_02538","ONBKJHEC_03055","JDGPEFCB_01349","KKHOBGKP_02147","OAJCOHFM_04591","MMJAGEHG_01400","BGKOLDCB_04218","CDDPGOFG_02295","EOBMODNK_03559","HFPEINND_01401","NCFACCIB_04520"
"bcsQ","","Cellulose biosynthesis protein BcsQ",576,576,1,1,1786,NA,NA,"",380,752,750,"GECBOMLG_03189","NNIFEHJJ_01786","AMMIPIGE_00636","CNBCECDA_00221","MKNLEGFG_01383","ONBKJHEC_01199","JDGPEFCB_02176","KKHOBGKP_02517","OAJCOHFM_02072","MMJAGEHG_02197","BGKOLDCB_00074","CDDPGOFG_02548","EOBMODNK_01348","HFPEINND_02176","NCFACCIB_00100"
"yliI_1","","hypothetical protein",576,576,1,1,4297,NA,NA,"",317,497,496,"GECBOMLG_00389","NNIFEHJJ_01055","AMMIPIGE_00882","CNBCECDA_00803","MKNLEGFG_02463","ONBKJHEC_00843","JDGPEFCB_00764","KKHOBGKP_01511","OAJCOHFM_01510","MMJAGEHG_00765","BGKOLDCB_01279","CDDPGOFG_04354","EOBMODNK_00766","HFPEINND_00765","NCFACCIB_01068"
"group_99","","hypothetical protein",576,576,1,1,4727,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",425,425,425,"GECBOMLG_01723","NNIFEHJJ_02407","AMMIPIGE_01277","CNBCECDA_01228","MKNLEGFG_00007","ONBKJHEC_04662","JDGPEFCB_01998","KKHOBGKP_00740","OAJCOHFM_00007","MMJAGEHG_01603","BGKOLDCB_02339","CDDPGOFG_01774","EOBMODNK_01952","HFPEINND_01996","NCFACCIB_01464"
"yehC","","putative fimbrial chaperone YehC",576,576,1,1,5872,NA,NA,"",395,680,679,"GECBOMLG_02842","NNIFEHJJ_03530","AMMIPIGE_02830","","MKNLEGFG_01923","ONBKJHEC_02712","JDGPEFCB_03483","KKHOBGKP_03302","OAJCOHFM_02841","MMJAGEHG_03580","BGKOLDCB_00367","CDDPGOFG_01517","EOBMODNK_03226","HFPEINND_03485","NCFACCIB_01802"
"hrpB","","ATP-dependent RNA helicase HrpB",575,575,1,1,2403,135,2,"",1808,2474,2472,"GECBOMLG_03667","NNIFEHJJ_03888","AMMIPIGE_03488","CNBCECDA_03662","MKNLEGFG_04520","ONBKJHEC_03792","JDGPEFCB_03759","KKHOBGKP_03769","OAJCOHFM_03868","MMJAGEHG_03729","BGKOLDCB_00892","CDDPGOFG_01842","EOBMODNK_03841","HFPEINND_03831","NCFACCIB_02000"
"ccmF","","Cytochrome c-type biogenesis protein CcmF",575,575,1,1,1435,18,3,"",212,1931,1921,"GECBOMLG_04655","NNIFEHJJ_04709","AMMIPIGE_04708","CNBCECDA_04711","MKNLEGFG_04663","ONBKJHEC_04689","JDGPEFCB_04676","KKHOBGKP_04689","OAJCOHFM_04644","MMJAGEHG_04769","BGKOLDCB_04547","CDDPGOFG_04700","EOBMODNK_04700","HFPEINND_04668","NCFACCIB_03004"
"sseJ","","Secreted effector protein SseJ",575,575,1,1,4979,13,1,"",932,1226,1225,"GECBOMLG_01487","NNIFEHJJ_02170","AMMIPIGE_01514","CNBCECDA_00992","MKNLEGFG_00244","ONBKJHEC_00164","JDGPEFCB_01762","KKHOBGKP_00504","OAJCOHFM_00244","MMJAGEHG_01840","BGKOLDCB_02812","CDDPGOFG_00419","EOBMODNK_01716","HFPEINND_01761","NCFACCIB_01707"
"group_1379","","hypothetical protein",575,575,1,1,528,4,2,"",518,548,547,"GECBOMLG_02048","NNIFEHJJ_02784","AMMIPIGE_02083","CNBCECDA_02300","MKNLEGFG_01085","ONBKJHEC_01430","JDGPEFCB_03046","KKHOBGKP_04419","OAJCOHFM_03184","MMJAGEHG_02741","BGKOLDCB_01591","CDDPGOFG_01362","EOBMODNK_02327","HFPEINND_02739","NCFACCIB_03574"
"rpoS","","RNA polymerase sigma factor RpoS",575,575,1,1,3254,1,230,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",98,1067,976,"GECBOMLG_03135","NNIFEHJJ_00232","AMMIPIGE_01816","CNBCECDA_02449","MKNLEGFG_00640","ONBKJHEC_01981","JDGPEFCB_00435","KKHOBGKP_00979","OAJCOHFM_01181","MMJAGEHG_00436","BGKOLDCB_01790","CDDPGOFG_03024","EOBMODNK_00233","HFPEINND_00436","NCFACCIB_02571"
"group_1533","","hypothetical protein",575,575,1,1,4435,2,51,"",281,611,609,"GECBOMLG_00266","NNIFEHJJ_00932","AMMIPIGE_01005","CNBCECDA_00680","MKNLEGFG_02315","ONBKJHEC_00966","JDGPEFCB_00887","KKHOBGKP_01634","OAJCOHFM_01633","MMJAGEHG_00888","BGKOLDCB_00483","","EOBMODNK_00889","HFPEINND_00888","NCFACCIB_03945"
"cyaA","","Adenylate cyclase",575,575,1,1,3321,25,1,"",1637,2546,2544,"GECBOMLG_03956","NNIFEHJJ_04268","AMMIPIGE_03962","CNBCECDA_04126","MKNLEGFG_03955","ONBKJHEC_04176","JDGPEFCB_04272","KKHOBGKP_04206","OAJCOHFM_04213","MMJAGEHG_04249","BGKOLDCB_02742","CDDPGOFG_03821","EOBMODNK_04232","HFPEINND_04269","NCFACCIB_03858"
"cyaY","","Iron-sulfur cluster assembly protein CyaY",575,575,1,1,3320,25,2,"",305,320,319,"GECBOMLG_03957","NNIFEHJJ_04269","AMMIPIGE_03961","CNBCECDA_04127","MKNLEGFG_03954","ONBKJHEC_04175","JDGPEFCB_04273","KKHOBGKP_04207","OAJCOHFM_04212","MMJAGEHG_04248","BGKOLDCB_02741","CDDPGOFG_03820","EOBMODNK_04231","HFPEINND_04270","NCFACCIB_03859"
"group_1663","","hypothetical protein",575,575,1,1,5626,6,4,"",473,473,473,"GECBOMLG_04416","NNIFEHJJ_03717","AMMIPIGE_03017","CNBCECDA_03382","MKNLEGFG_04535","ONBKJHEC_04504","JDGPEFCB_03670","KKHOBGKP_03116","OAJCOHFM_02655","MMJAGEHG_04734","BGKOLDCB_04141","CDDPGOFG_03318","EOBMODNK_03040","HFPEINND_03672","NCFACCIB_04473"
"group_1794","","hypothetical protein",575,575,1,1,4431,2,47,"",602,611,602,"GECBOMLG_00268","NNIFEHJJ_00934","AMMIPIGE_01003","CNBCECDA_00682","MKNLEGFG_02317","ONBKJHEC_00964","JDGPEFCB_00885","KKHOBGKP_01632","OAJCOHFM_01631","MMJAGEHG_00886","BGKOLDCB_00481","CDDPGOFG_04689","EOBMODNK_00887","HFPEINND_00886","NCFACCIB_03943"
