"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766330","SRR17518186","SRR14766411","SRR1334125","NDSU3","SRR3097528","SRR3097456","SRR5905071","SRR2102508","SRR28412151","SRR19397116","SRR15712217","SRR14766455","SRR6475644","SRR5928609"
"group_101","","hypothetical protein",30,30,1,36,2,208,1,"Investigate",104,764,126,"","","","","","","","","","","","","","",""
"group_1739","tfaE_2","Prophage tail fiber assembly protein TfaE",30,30,1,36,1,208,2,"Investigate",581,581,581,"","","","","","","","","","","","","","",""
"group_3428","","hypothetical protein",30,30,1,1,3710,209,3,"",206,206,206,"","","","","EOMJMOHL_02882","ALLEBCBP_04488","","","","","","","","",""
"group_475","","hypothetical protein",30,30,1,1,3605,33,3,"",764,1982,1733,"","","","","","","","","","","","","","",""
"group_107","","hypothetical protein",29,29,1,1,3625,1,557,"",104,2417,548,"","","","","","","","","","","","","","",""
"group_131","caf1A_2","F1 capsule-anchoring protein",29,29,1,62,1,511,1,"Investigate",2150,2444,2418,"","","","","","","","","","","","","","",""
"group_1732","","hypothetical protein",29,29,1,1,3426,1,1020,"",305,362,360,"","","","","EOMJMOHL_04849","","","","","","","","","",""
"group_180","smvA","Methyl viologen resistance protein SmvA",29,29,1,1,3593,1,518,"",986,2126,1474,"","","","","","","","","PEGBKDIG_03528","","","","","",""
"merA","","Mercuric reductase",29,29,1,1,3427,1,1019,"",185,1685,520,"","","","","EOMJMOHL_04850","","","","","","","","","",""
"group_3396","","hypothetical protein",29,29,1,1,3424,1,1021,"",236,236,236,"","","","","EOMJMOHL_04848","","","","","","","","","",""
"group_420","rhsD","Protein RhsD",29,29,1,1,3692,1,541,"",3197,4277,3313,"","","","","","","","","","","","","","",""
"group_428","","hypothetical protein",29,29,1,1,3521,2,25,"",209,1064,1018,"","","","","","","","","","","","","","",""
"group_460","ybiT","putative ABC transporter ATP-binding protein YbiT",29,29,1,1,4266,1,1024,"",686,1592,1532,"","","","","","ALLEBCBP_04037","","","","","","","","",""
"group_5","","hypothetical protein",29,29,1,1,5578,2,24,"",179,1553,959,"","","","","","","","","","","","BMHAMMBM_04691","","",""
"group_995","mglC","Galactoside transport system permease protein MglC",29,29,1,1,3495,114,1,"",224,1010,955,"","","","","","","","","","","","","","","MAMFPLAJ_03062"
"group_194","","putative signaling protein",28,28,1,1,3423,1,1022,"",707,707,707,"","","","","EOMJMOHL_04847","","","","","","","","","",""
"group_315","preT","NAD-dependent dihydropyrimidine dehydrogenase subunit PreT",28,28,1,1,3497,1,228,"",386,1241,1157,"","","","","","","","","","","","","","","MAMFPLAJ_03060"
"group_3541","","hypothetical protein",28,28,1,1,3957,14,4,"",107,107,107,"","","","","","","","","","","","","","","MAMFPLAJ_01680"
"group_3866","","hypothetical protein",28,28,1,1,1513,424,1,"",251,251,251,"","","","","","","","","","","","","","",""
"group_84","ampC","Beta-lactamase",28,28,1,1,1914,1,128,"",194,1145,909,"","","","","","","PIILDIKB_02743","","","","","","","",""
"group_93","","hypothetical protein",28,28,1,1,2999,86,2,"",419,2396,2259,"","","IABIGAJC_00604","","","","","","","","","","","",""
"group_1227","","hypothetical protein",27,27,1,37,1,287,1,"Investigate",1130,1223,1219,"","","","AOJNFOHD_04695","EOMJMOHL_04856","","","","","","","","","",""
"group_3429","","hypothetical protein",27,27,1,1,1997,265,3,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",863,863,863,"","","","","","","","","","","","","","",""
"group_716","yeaR_2","putative protein YeaR",27,27,1,1,3569,132,1,"",164,362,354,"","","","","","","","","","","","","","",""
"group_1086","","hypothetical protein",26,26,1,1,1095,1,73,"",266,521,508,"","","","","EOMJMOHL_04673","","","","","","","","","",""
"group_1088","","hypothetical protein",26,26,1,1,1128,1,104,"",335,536,528,"","","","","EOMJMOHL_04702","","","JHIKAEHP_04740","","","","","","",""
"group_197","barA","Signal transduction histidine-protein kinase BarA",26,26,1,1,2302,1,500,"",374,2756,2470,"","","","","","","","","","","","","","",""
"group_28","","hypothetical protein",26,34,1.31,1,512,1,178,"",113,281,235,"","","","","","","","","","","","BMHAMMBM_04707","","",""
"group_723","nagZ","Beta-hexosaminidase",26,26,1,1,3563,130,1,"",308,1025,997,"","","","","","","","","","","","","","",""
"group_3325","","hypothetical protein",25,25,1,1,3450,1,342,"",281,281,281,"","","","","EOMJMOHL_04629","","","","","","","","","",""
"group_3449","","hypothetical protein",25,25,1,1,3709,209,2,"",92,92,92,"","","","","EOMJMOHL_02881","ALLEBCBP_04489","","","","","","","","",""
"group_465","rbsR","Ribose operon repressor",25,25,1,1,1360,98,1,"",248,989,919,"","","","","","","","","","","","","","",""
"group_199","bioF","8-amino-7-oxononanoate synthase",24,24,1,1,4188,53,1,"",356,1157,466,"","","","","","","","","","","","","","",""
"group_252","","hypothetical protein",24,24,1,1,5754,16,9,"",410,1283,564,"","","","","","","","","","","","","","",""
"group_2526","yfdG_2","Prophage bactoprenol-linked glucose translocase ",24,24,1,1,453,1,149,"",362,362,362,"","","","","EOMJMOHL_00370","","","","","","","","","",""
"group_634","","hypothetical protein",24,24,1,1,3441,1,334,"",368,644,476,"POPOBFCK_04696","","","","","","","","","","","BMHAMMBM_04702","","",""
"group_80","ampC","Beta-lactamase",24,24,1,1,3491,1,1014,"",584,1145,1082,"","","","","","","","","","","","","","JMHMHBON_04688",""
"group_395","","hypothetical protein",23,23,1,1,1894,5,1,"",695,1013,902,"","","","","","","","","","","","","","",""
"group_479","maeA","NAD-dependent malic enzyme",23,23,1,1,3589,1,513,"",182,1697,1318,"","","","","","","","","","","","","","",""
"group_545","mnmC","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC",23,23,1,1,3940,78,3,"",275,2000,1270,"","","","","","","","","PEGBKDIG_01855","","","","","",""
"group_804","oqxB7","multidrug efflux RND transporter permease subunit OqxB7",23,23,1,1,774,96,2,"",578,3167,3054,"","","","","","","","","","","","","","",""
"group_806","","hypothetical protein",23,23,1,1,768,1,689,"",218,2972,2852,"","","","","","","","","","","","","","",""
"group_15","rpoS","RNA polymerase sigma factor RpoS",22,22,1,1,2991,1,231,"",206,992,661,"","","","","","","","","","","","","","",""
"group_23","","hypothetical protein",22,22,1,1,3356,1,364,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",398,1229,690,"","","","","","","","","","","","","","","MAMFPLAJ_04694"
"group_2341","","hypothetical protein",22,22,1,1,193,213,1,"",113,113,113,"","","","","","","","","","","","","","",""
"group_3306","","hypothetical protein",22,22,1,1,1094,1,72,"",473,473,473,"","","","","EOMJMOHL_04672","","","","","","","","","",""
"group_3482","","hypothetical protein",22,22,1,1,3486,1,1012,"",221,221,221,"","","","","","","","","","","","","","",""
"gdx_2","","Guanidinium exporter",22,22,1,1,3487,1,1013,"",317,317,317,"","","","","","","","","","","","","","",""
"group_3513","","hypothetical protein",22,22,1,1,447,1,142,"",125,125,125,"","","","","","","","","","","","","","",""
"group_646","speA","Biosynthetic arginine decarboxylase",22,22,1,1,2314,1,463,"",302,1976,1844,"","","","","","","","","","","","","","",""
"lpp","","Major outer membrane lipoprotein Lpp",21,21,1,1,3574,220,1,"",305,305,305,"","","","","EOMJMOHL_00609","","","","","","","","","",""
"group_303","ompF","Outer membrane porin F",21,21,1,1,4405,57,2,"",203,1091,991,"","","","","","","","","","","","","","",""
"group_3305","","hypothetical protein",21,21,1,1,1093,1,71,"",314,314,314,"","","","","EOMJMOHL_04671","","","","","","","","","",""
"group_3326","","hypothetical protein",21,21,1,1,3451,1,343,"",674,674,674,"","","","","EOMJMOHL_04628","","","","","","","","","",""
"group_3327","","hypothetical protein",21,21,1,1,3452,1,344,"",506,506,506,"","","","","EOMJMOHL_04627","","","","","","","","","",""
"group_3517","","hypothetical protein",21,21,1,1,5750,426,1,"",317,317,317,"","","","","","","","","PEGBKDIG_03138","","","","","",""
"group_3535","","hypothetical protein",21,21,1,1,3508,1,258,"",113,113,113,"","","","","","","","","","","","","","",""
"group_687","galS_1","HTH-type transcriptional regulator GalS",21,21,1,1,5073,73,1,"",662,980,949,"","","","","","","","","","","","","","",""
"group_328","","hypothetical protein",20,20,1,1,1161,1,1043,"",416,1181,1142,"","","","","","","","","","","","","","",""
"group_3318","","hypothetical protein",20,20,1,1,1130,1,105,"",287,287,287,"","","","","EOMJMOHL_04703","","","JHIKAEHP_04741","","","","","","",""
"group_3328","","hypothetical protein",20,20,1,1,3453,1,348,"",311,311,311,"","","","","EOMJMOHL_04626","","","","","","","","","",""
"group_333","","hypothetical protein",20,20,1,1,1284,1,32,"",338,725,673,"POPOBFCK_04702","","","","EOMJMOHL_04706","","","JHIKAEHP_04728","","","","","","",""
"group_106","","hypothetical protein",19,19,1,1,3705,1,574,"",1220,2417,1757,"","","","","","ALLEBCBP_04445","","","","","","","","",""
"rop","","Regulatory protein rop",19,19,1,34,16,280,15,"",191,191,191,"","","","","","","","","","","","","","",""
"group_3432","","hypothetical protein",19,19,1,1,1999,265,1,"",137,137,137,"","","","","","","","","","","","","","",""
"bcr_2","","Bicyclomycin resistance protein",19,19,1,1,3409,1,321,"",503,1214,1122,"","","","","EOMJMOHL_04644","","","","","","","","","",""
"group_825","","hypothetical protein",19,19,1,1,455,1,151,"",137,1457,1375,"","","","","EOMJMOHL_00368","","","","","","","","","",""
"group_1106","","hypothetical protein",18,18,1,1,3513,6,1,"",188,188,188,"","","","","","","","","","CAFPMJGF_04619","","","","",""
"smc_2","","Chromosome partition protein Smc",18,18,1,1,1121,1,98,"",638,1040,1017,"","","","","EOMJMOHL_04696","","","","","","","","","",""
"group_27","","hypothetical protein",18,18,1,1,238,1,216,"",275,806,454,"","","","","","","","JHIKAEHP_04697","","","","","","",""
"group_3319","","hypothetical protein",18,18,1,1,1131,1,107,"",281,281,281,"","","","","EOMJMOHL_04704","","","","","","","","","",""
"group_3320","","hypothetical protein",18,18,1,1,1276,1,108,"",602,602,602,"","","","","EOMJMOHL_04705","","","","","","","","","",""
"group_3436","","hypothetical protein",18,18,1,1,251,217,1,"",245,245,245,"","","","","","","","","","","","","","",""
"group_3467","","hypothetical protein",18,18,1,56,1,441,1,"Investigate",188,188,188,"","","","","","","","","","","","","","",""
"group_390","dgaR_1","Transcriptional regulatory protein DagR",18,18,1,1,6189,1,391,"",533,2765,1570,"","","","","","","","","","","","","","",""
"group_464","","hypothetical protein",18,18,1,1,5087,1,133,"",401,1088,1011,"","","","","","","","","","","","","","",""
"group_515","","hypothetical protein",18,18,1,1,456,1,152,"",494,2003,1696,"","","","","EOMJMOHL_00367","","","","","","","","","",""
"group_175","virB4","Type IV secretion system protein virB4",17,17,1,1,1156,1,1036,"",782,2753,2303,"","","","","","","","","","","","","","",""
"group_216","","hypothetical protein",17,17,1,1,3479,1,379,"",221,917,724,"","","","","","","","","","","","","","",""
"group_3329","","hypothetical protein",17,17,1,1,3454,1,349,"",500,500,500,"","","","","EOMJMOHL_04625","","","","","","","","","",""
"group_3330","","hypothetical protein",17,17,1,1,3455,1,350,"",1427,1427,1427,"","","","","EOMJMOHL_04624","","","","","","","","","",""
"group_3331","","hypothetical protein",17,17,1,1,3456,1,351,"",656,656,656,"","","","","EOMJMOHL_04623","","","","","","","","","",""
"group_3332","","hypothetical protein",17,17,1,1,3457,1,352,"",617,617,617,"","","","","EOMJMOHL_04622","","","","","","","","","",""
"group_448","","hypothetical protein",17,17,1,1,3480,1,380,"",167,1316,1097,"","","","","EOMJMOHL_04604","","","","","","","","","",""
"group_608","","hypothetical protein",17,17,1,1,1092,1,68,"",236,854,785,"","","","","EOMJMOHL_04670","","","","","","","","","",""
"topB_3","","DNA topoisomerase 3",17,17,1,1,3461,1,356,"",854,2192,2087,"","","","","EOMJMOHL_04618","","","","","","","","","",""
"group_798","","hypothetical protein",17,17,1,1,817,67,2,"",395,740,719,"","","","","","","","","","","","","","",""
"group_907","lpfD_2","hypothetical protein",17,17,1,1,1504,149,1,"",131,1079,242,"","CBIADFLF_01531","","","","","","","","","KKIADDGI_02579","","","",""
"group_1108","","hypothetical protein",16,16,1,1,3406,1,319,"",1187,1493,1362,"","","","","EOMJMOHL_04646","","","","","","","","","",""
"group_1706","","hypothetical protein",16,16,1,1,1107,1,86,"",293,293,293,"","","","","EOMJMOHL_04684","","","","","","","","","",""
"group_1709","","hypothetical protein",16,16,1,1,1120,1,97,"",278,290,278,"","","","","EOMJMOHL_04695","","","","","","","","","",""
"group_1715","","hypothetical protein",16,16,1,1,3459,1,354,"",287,299,298,"","","","","EOMJMOHL_04620","","","","","","","","","",""
"group_293","dmsA_2","Dimethyl sulfoxide reductase DmsA",16,16,1,1,2116,54,1,"",887,2429,1272,"","","","","","","","","","","","","","",""
"group_3310","","hypothetical protein",16,16,1,1,1106,1,85,"",983,983,983,"","","","","EOMJMOHL_04683","","","","","","","","","",""
"group_3321","","hypothetical protein",16,16,1,1,1277,1,34,"",422,422,422,"","","","","","","","","","","","","","",""
"group_3333","","hypothetical protein",16,16,1,1,3458,1,353,"",206,206,206,"","","","","EOMJMOHL_04621","","","","","","","","","",""
"group_3334","","hypothetical protein",16,16,1,1,3460,1,355,"",488,488,488,"","","","","EOMJMOHL_04619","","","","","","","","","",""
"group_3463","","hypothetical protein",16,16,1,1,3407,1,320,"",821,821,821,"","","","","EOMJMOHL_04645","","","","","","","","","",""
"group_617","","hypothetical protein",16,16,1,1,3482,1,384,"",302,578,545,"","","","","EOMJMOHL_04603","","","","","","","","","",""
"group_769","","hypothetical protein",16,16,1,1,2319,1,406,"",332,1643,1561,"","","","","EOMJMOHL_02573","ALLEBCBP_01036","","","","","","","","",""
"group_1226","","hypothetical protein",15,15,1,1,5314,51,3,"",1223,1223,1223,"","","","","","","","","","","","","","",""
"group_1768","","IS4 family transposase ISVsa5",15,15,1,1,123,47,28,"",887,1208,1186,"","","","","","","","","","","","","","",""
"group_251","","hypothetical protein",15,15,1,1,3504,16,3,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",410,1187,639,"","","","","","","","","","","","","","",""
"group_3387","","hypothetical protein",15,15,1,1,1075,1,52,"",194,194,194,"","","","","EOMJMOHL_04654","","","","","","","","","",""
"group_3388","","hypothetical protein",15,15,1,1,1074,1,51,"",371,371,371,"","","","","EOMJMOHL_04653","","","","","","","","","",""
"group_3389","","hypothetical protein",15,15,1,1,1073,1,50,"",470,470,470,"","","","","EOMJMOHL_04652","","","","","","","","","",""
"group_3390","","hypothetical protein",15,15,1,1,1072,1,49,"",335,335,335,"","","","","EOMJMOHL_04651","","","","","","","","","",""
"group_3391","","hypothetical protein",15,15,1,1,1071,1,48,"",488,488,488,"","","","","EOMJMOHL_04650","","","","","","","","","",""
"group_3392","","hypothetical protein",15,15,1,1,1070,1,47,"",497,497,497,"","","","","EOMJMOHL_04649","","","","","","","","","",""
"hdfR_4","","HTH-type transcriptional regulator HdfR",15,15,1,1,3410,1,322,"",305,305,305,"","","","","EOMJMOHL_04643","","","","","","","","","",""
"merR","","ISL3 family transposase ISStma11",15,15,1,1,1938,1,29,"",284,452,410,"","","","","EOMJMOHL_04829","","","","","","","","","",""
"group_1098","","hypothetical protein",14,14,1,1,1082,1,59,"",188,731,226,"","","","","EOMJMOHL_04661","","","","","","","","","",""
"group_1707","","hypothetical protein",14,14,1,1,1111,1,90,"",155,533,506,"","","","","EOMJMOHL_04688","","","","","","","","","",""
"group_1727","","hypothetical protein",14,14,1,1,1085,1,62,"",263,518,499,"","","","","EOMJMOHL_04664","","","","","","","","","",""
"group_1728","","hypothetical protein",14,14,1,1,1076,1,53,"",143,548,519,"","","","","EOMJMOHL_04655","","","","","","","","","",""
"group_1749","","hypothetical protein",14,14,1,1,2644,50,2,"",140,140,140,"","","","","","","","JHIKAEHP_03527","","","","","","",""
"group_1761","","hypothetical protein",14,14,1,1,4126,259,1,"",512,542,531,"","","","","","","","","","","","","","",""
"group_3300","","hypothetical protein",14,14,1,1,1086,1,63,"",446,446,446,"","","","","EOMJMOHL_04665","","","","","","","","","",""
"group_3301","","hypothetical protein",14,14,1,1,1087,1,64,"",359,359,359,"","","","","EOMJMOHL_04666","","","","","","","","","",""
"group_3302","","hypothetical protein",14,14,1,1,1088,1,65,"",428,428,428,"","","","","EOMJMOHL_04667","","","","","","","","","",""
"group_3303","","hypothetical protein",14,14,1,1,1089,1,66,"",860,860,860,"","","","","EOMJMOHL_04668","","","","","","","","","",""
"group_3311","","hypothetical protein",14,14,1,1,1108,1,87,"",419,419,419,"","","","","EOMJMOHL_04685","","","","","","","","","",""
"group_3312","","hypothetical protein",14,14,1,1,1109,1,88,"",551,551,551,"","","","","EOMJMOHL_04686","","","","","","","","","",""
"group_3313","","hypothetical protein",14,14,1,1,1110,1,89,"",608,608,608,"","","","","EOMJMOHL_04687","","","","","","","","","",""
"group_3381","","hypothetical protein",14,14,1,1,1084,1,61,"",227,227,227,"","","","","EOMJMOHL_04663","","","","","","","","","",""
"group_3382","","hypothetical protein",14,14,1,1,1083,1,60,"",857,857,857,"","","","","EOMJMOHL_04662","","","","","","","","","",""
"hupB_2","","DNA-binding protein HU-beta",14,14,1,1,1080,1,57,"",272,272,272,"","","","","EOMJMOHL_04659","","","","","","","","","",""
"group_3384","","hypothetical protein",14,14,1,1,1079,1,56,"",293,293,293,"","","","","EOMJMOHL_04658","","","","","","","","","",""
"group_3490","","hypothetical protein",14,14,1,1,234,506,1,"",143,143,143,"","","","","","","","","","","","","","","MAMFPLAJ_04607"
"group_3520","","hypothetical protein",14,14,1,1,1986,1,20,"",155,155,155,"","","","","","","","","","","","","","",""
"group_374","","hypothetical protein",14,14,1,1,160,8,8,"",311,626,603,"","","","","","","","","","","","","","",""
"group_376","crl","Sigma factor-binding protein Crl",14,14,1,1,807,58,2,"",131,401,269,"","","","","","ALLEBCBP_03965","","","","","","","","",""
"group_3878","","hypothetical protein",14,14,1,1,1065,1,76,"",131,131,131,"","","","","","","","","","","","","","",""
"group_505","arcC2","Carbamate kinase 2",14,14,1,1,563,65,4,"",215,893,795,"","","","","","","","","","","","","","",""
"group_535","xylA","Xylose isomerase",14,14,1,1,1500,63,1,"",185,1322,672,"","","","","","","","","","","","","","",""
"group_790","","hypothetical protein",14,14,1,1,126,8,1,"",311,773,740,"","","","","","","","","","","","","","",""
"group_858","ytfF","Inner membrane protein YtfF",14,14,1,1,1990,62,1,"",149,965,615,"","","","","","","","","","","","","","",""
"group_1099","","hypothetical protein",13,13,1,1,1081,1,58,"",527,527,527,"","","","","EOMJMOHL_04660","","","","","","","","","",""
"group_151","recE","hypothetical protein",13,13,1,1,3681,1,559,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",680,2690,989,"","","","","EOMJMOHL_04859","","","","","","","","","",""
"group_214","","hypothetical protein",13,13,1,1,3351,1,377,"",221,917,751,"","","","","EOMJMOHL_04605","","","","","","","","","",""
"group_270","","Tn3 family transposase",13,13,1,1,222,1,685,"",494,1922,894,"","","","","","","","","","","","","","",""
"group_279","yfdH_2","Prophage bactoprenol glucosyl transferase ",13,13,1,1,454,1,150,"",404,932,852,"","","","","EOMJMOHL_00369","","","","","","","","","",""
"group_318","nanM","N-acetylneuraminate epimerase",13,13,1,1,3694,35,1,"",473,1142,647,"","","","","","","","","","","","","","",""
"group_3304","","hypothetical protein",13,13,1,1,1090,1,67,"",959,959,959,"","","","","EOMJMOHL_04669","","","","","","","","","",""
"group_331","topB_2","DNA topoisomerase 3",13,13,1,1,1206,1,1090,"",479,2153,1570,"","","","","","","PIILDIKB_04629","","","","","","","",""
"group_3314","","hypothetical protein",13,13,1,1,1112,1,91,"",272,272,272,"","","","","EOMJMOHL_04689","","","","","","","","","",""
"group_3385","","hypothetical protein",13,13,1,1,1078,1,55,"",302,302,302,"","","","","EOMJMOHL_04657","","","","","","","","","",""
"higB2","","Putative toxin HigB2",13,13,1,1,1077,1,54,"",350,350,350,"","","","","EOMJMOHL_04656","","","","","","","","","",""
"group_444","dinG_2","3'-5' exonuclease DinG",13,13,1,1,1061,1,37,"",104,869,751,"","","","","EOMJMOHL_04700","","","","","","","","","",""
"group_630","","hypothetical protein",13,13,1,1,159,8,7,"",1595,3893,3346,"","","","","","","","","","","","","","",""
"group_686","glgX_2","Glycogen operon protein GlgX ",13,13,1,1,3587,17,3,"",146,2075,1926,"","","","","","","","","","","","","","",""
"group_901","malS","Periplasmic alpha-amylase",13,13,1,1,1497,64,1,"",533,2027,1912,"","","","","","","","","","","","","","",""
"group_105","","hypothetical protein",12,12,1,1,3704,1,583,"",104,1709,1441,"","","","","","","","","","","","","","",""
"group_147","","hypothetical protein",12,12,1,1,3353,1,238,"",248,629,496,"","","","","","","","","","","","","","",""
"group_1708","","hypothetical protein",12,12,1,1,1114,1,93,"",2174,3614,3494,"","","","","EOMJMOHL_04691","","","","","","","","","",""
"group_1740","tfaE_1","Prophage tail fiber assembly protein TfaE",12,12,1,1,3703,1,584,"",581,581,581,"","","","","","","","","","","","","","",""
"group_1755","","hypothetical protein",12,12,1,34,12,280,7,"",128,233,224,"","","","","","","","","","","","","","",""
"pdhR_2","","Pyruvate dehydrogenase complex repressor",12,12,1,1,5086,1,134,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",146,671,627,"","","","","","","","","","","","","","",""
"group_291","dcuA_2","Anaerobic C4-dicarboxylate transporter DcuA",12,12,1,1,1993,1,400,"",239,1301,1196,"","","","","","","","","","","","","","",""
"group_3410","","hypothetical protein",12,12,1,1,2000,390,1,"",323,323,323,"","","","","","","","","","","","","","",""
"ltxB_2","","hypothetical protein",12,12,1,1,2068,66,1,"",338,2066,1296,"","","","","","","","","","","","","","",""
"group_4167","","hypothetical protein",12,12,1,1,1285,1,15,"",176,176,176,"","","","","","","","","","","","","","",""
"group_44","","hypothetical protein",12,12,1,1,1113,1,92,"",362,362,362,"","","","","EOMJMOHL_04690","","","","","","","","","",""
"rhsC","","hypothetical protein",11,11,1,1,1278,1,33,"",539,4253,3823,"","","","","","","","","","","","","","",""
"group_143","","hypothetical protein",11,15,1.37,1,3467,1,241,"",356,629,545,"","","","","","","","","","","","","","",""
"mbeC","","Mobilization protein MbeC",11,11,1,34,4,280,11,"",347,356,347,"","","","","","","","","","","","","","",""
"group_209","","hypothetical protein",11,11,1,1,5560,2,110,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",308,1562,1178,"","","","","","","","","","","","","","",""
"group_3315","","hypothetical protein",11,11,1,1,1115,1,94,"",1433,1433,1433,"","","","","EOMJMOHL_04692","","","","","","","","","",""
"group_3316","","hypothetical protein",11,11,1,1,1118,1,95,"",1028,1028,1028,"","","","","EOMJMOHL_04693","","","","","","","","","",""
"addA","","ATP-dependent helicase/nuclease subunit A",11,11,1,1,1119,1,96,"",548,1511,1423,"","","","","EOMJMOHL_04694","","","","","","","","","",""
"group_627","","hypothetical protein",11,11,1,34,10,280,4,"",251,518,450,"","","","","","","","","","","","","","",""
"group_68","","hypothetical protein",11,19,1.73,1,3483,1,385,"",383,1262,735,"","","","","EOMJMOHL_04602	EOMJMOHL_04601","","","","","","","","","",""
"group_1063","","hypothetical protein",10,10,1,1,1201,1,1082,"",314,764,584,"","","","","","","","","","","","","","",""
"nupC_1","","Nucleoside permease NupC",10,10,1,1,3981,212,1,"",266,1202,705,"","","","","","","","","","","","","","",""
"aplIM","","Modification methylase AplI",10,10,1,34,15,280,10,"",221,1148,1055,"","","","","","","","","","","","","","",""
"group_1763","","hypothetical protein",10,10,1,1,3592,1,517,"",272,437,338,"","","","","","","","","PEGBKDIG_03527","","","","","",""
"group_1801","","hypothetical protein",10,10,1,1,109,47,16,"",221,221,221,"","","","","","","","","","","","","","",""
"group_1809","","hypothetical protein",10,10,1,1,122,47,29,"",689,1046,1010,"","","","","","","","","","","","","","",""
"group_1815","","hypothetical protein",10,10,1,1,212,1,675,"",449,449,449,"","","","","","","","","","","","","","",""
"group_1816","","hypothetical protein",10,10,1,1,211,1,674,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",182,296,284,"","","","","","","","","","","","","","",""
"group_253","","hypothetical protein",10,10,1,1,3510,1,257,"",1226,1610,1571,"","","","","","","","","","","","","","",""
"group_255","","hypothetical protein",10,10,1,1,3511,1,256,"",464,1610,1275,"","","","","","","","","","","","","","",""
"group_3185","","hypothetical protein",10,10,1,1,5633,1,282,"",251,251,251,"","","","","EOMJMOHL_02611","","","","","","","","","",""
"group_3474","","hypothetical protein",10,10,1,1,1136,1,1070,"",101,101,101,"","","","","EOMJMOHL_04371","","","","","","","","BHJELCCI_04467","",""
"group_3519","","hypothetical protein",10,10,1,34,14,280,9,"",644,644,644,"","","","","","","","","","","","","","",""
"group_3543","","IS1 family transposase IS1D",10,10,1,1,3841,1,660,"",275,275,275,"","","","","","","","","","","","","","",""
"group_3692","","hypothetical protein",10,10,1,12,4,230,3,"",800,800,800,"","","","","","","","","","","","","","",""
"group_3693","","hypothetical protein",10,10,1,12,3,230,6,"",485,485,485,"","","","","","","","","","","","","","",""
"group_3712","","hypothetical protein",10,10,1,9,9,227,25,"",224,224,224,"","","","","","","","","","","","","","",""
"group_3716","","hypothetical protein",10,10,1,1,208,1,671,"",668,668,668,"","","","","","","","","","","","","","",""
"group_3735","","hypothetical protein",10,10,1,1,106,47,13,"",614,614,614,"","","","","","","","","","","","","","",""
"group_3737","","hypothetical protein",10,10,1,1,213,1,676,"",407,407,407,"","","","","","","","","","","","","","",""
"sbmA_1","","Peptide antibiotic transporter SbmA",10,10,1,1,748,1,387,"",110,1220,615,"","","","","","","","","","","","","","",""
"group_87","betI","hypothetical protein",10,10,1,1,243,10,2,"",368,518,443,"","","","","","","","","","","","","","",""
"group_937","yfcE","Phosphodiesterase YfcE",10,10,1,1,3729,1,496,"",161,551,512,"","","","","","","","","","","","","","",""
"klcA","","Antirestriction protein KlcA",9,9,1,1,957,1,911,"",425,425,425,"","","","","","","","","","","","","","",""
"traC","","hypothetical protein",9,9,1,1,223,1,688,"",230,1496,431,"","","","","","","","","","","","","","",""
"group_1130","","hypothetical protein",9,9,1,1,214,1,677,"",383,806,665,"","","","","","","","","","","","","","",""
"group_1135","","ISNCY family transposase ISBcen27",9,9,1,1,121,47,30,"",608,1406,1258,"","","","","","","","","","","","","","",""
"group_1807","","hypothetical protein",9,9,1,1,209,1,672,"",272,272,272,"","","","","","","","","","","","","","",""
"group_1821","","hypothetical protein",9,9,1,1,98,47,4,"",410,515,503,"","","","","","","","","","","","","","",""
"group_1832","","hypothetical protein",9,9,1,10,9,228,14,"",389,455,447,"","","","","","","","","","","","","","",""
"group_1833","","hypothetical protein",9,9,1,10,15,228,9,"",785,956,937,"","","","","","","","","","","","","","",""
"group_3433","","hypothetical protein",9,9,1,57,1,266,1,"Investigate",137,137,137,"","","","","","","","","","","","","","",""
"merP","","Mercuric transport protein periplasmic component",9,9,1,1,1936,1,27,"",275,275,275,"","","","","EOMJMOHL_04827","","","","","","","","","",""
"merT","","Mercuric transport protein MerT",9,9,1,1,1937,1,28,"",350,350,350,"","","","","EOMJMOHL_04828","","","","","","","","","",""
"group_347","","hypothetical protein",9,9,1,11,6,229,6,"",254,4220,1831,"","","","","","","","","","","","","","",""
"group_348","","hypothetical protein",9,9,1,1,96,47,2,"",716,3989,3257,"","","","","","","","","","","","","","",""
