"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5928153","SRR28323390","SRR14766438","NDSU16","SRR5000227","SRR10037225","SRR5905291","SRR10963338","SRR1501680","SRR5928609","SRR2911774","SRR2962651","SRR14766386","SRR11043408","SRR2096614"
"group_3219","","hypothetical protein",544,544,1,1,5532,2,43,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",818,818,818,"BMGCDLMI_01831","OILBKPLO_04564","","PJHKJHDN_00001","FKHFPJNE_00001","KILFPKNN_04681","FGPKPDMB_03066","HJPBANPH_04579","BPMCEJLP_02501","MAMFPLAJ_04645","PFMPIDLH_03349","MAOMFHLF_04654","OKEMFKGG_03604","OBBHNEFO_03032","NJPCONAJ_00329"
"pgtB","","Phosphoglycerate transport system sensor protein PgtB",544,544,1,1,3963,21,4,"",1034,2006,2004,"BMGCDLMI_02318","OILBKPLO_02293","EJBBKOOG_01882","PJHKJHDN_01989","FKHFPJNE_02236","KILFPKNN_02286","FGPKPDMB_02556","HJPBANPH_03132","BPMCEJLP_00592","","PFMPIDLH_02687","MAOMFHLF_01397","OKEMFKGG_02713","OBBHNEFO_02556","NJPCONAJ_02892"
"group_947","","hypothetical protein",544,544,1,1,4146,22,4,"",797,1691,1689,"BMGCDLMI_02438","OILBKPLO_01171","EJBBKOOG_01762","PJHKJHDN_01869","FKHFPJNE_02356","","FGPKPDMB_02436","","BPMCEJLP_00714","MAMFPLAJ_01428","PFMPIDLH_02808","MAOMFHLF_01277","OKEMFKGG_02593","OBBHNEFO_02436","NJPCONAJ_02771"
"group_1048","","hypothetical protein",543,543,1,1,3306,41,3,"",209,296,295,"BMGCDLMI_04150","OILBKPLO_03964","EJBBKOOG_02849","PJHKJHDN_04066","FKHFPJNE_04186","KILFPKNN_04012","FGPKPDMB_04125","HJPBANPH_04102","BPMCEJLP_03966","","PFMPIDLH_04175","MAOMFHLF_03770","OKEMFKGG_04155","OBBHNEFO_04241","NJPCONAJ_03485"
"pdeL","","Cyclic di-GMP phosphodiesterase PdeL",543,543,1,1,1256,1,1138,"",683,683,683,"BMGCDLMI_04728","OILBKPLO_04038","EJBBKOOG_03798","PJHKJHDN_04282","FKHFPJNE_04349","KILFPKNN_04424","FGPKPDMB_04321","HJPBANPH_04144","BPMCEJLP_04106","MAMFPLAJ_04012","PFMPIDLH_04386","MAOMFHLF_03967","OKEMFKGG_04529","OBBHNEFO_04404","NJPCONAJ_03899"
"group_3253","","hypothetical protein",543,543,1,1,1166,1,1051,"",245,245,245,"BMGCDLMI_04562","","EJBBKOOG_04305","","FKHFPJNE_04515","KILFPKNN_04599","FGPKPDMB_04264","HJPBANPH_04270","BPMCEJLP_04139","MAMFPLAJ_04329","PFMPIDLH_04419","MAOMFHLF_04000","OKEMFKGG_04513","OBBHNEFO_04438","NJPCONAJ_03841"
"group_351","","hypothetical protein",543,543,1,1,4972,100,2,"",590,1550,1545,"BMGCDLMI_03154","OILBKPLO_01872","EJBBKOOG_02501","PJHKJHDN_00510","FKHFPJNE_00511","KILFPKNN_00904","FGPKPDMB_02175","HJPBANPH_03675","BPMCEJLP_01730","MAMFPLAJ_00438","PFMPIDLH_02849","MAOMFHLF_00585","OKEMFKGG_00972","OBBHNEFO_01809","NJPCONAJ_01234"
"rhsD","","Protein RhsD",543,543,1,1,4587,1,540,"",2909,4277,4263,"BMGCDLMI_01213","OILBKPLO_00129","EJBBKOOG_04603","PJHKJHDN_02842","FKHFPJNE_00874","KILFPKNN_03574","FGPKPDMB_01654","HJPBANPH_04500","","MAMFPLAJ_04072","PFMPIDLH_01244","MAOMFHLF_00286","OKEMFKGG_01563","OBBHNEFO_01445","NJPCONAJ_02514"
"vsdE","","Virulence protein vsdE",542,542,1,1,1262,1,1143,"",479,650,645,"BMGCDLMI_04660","OILBKPLO_04043","EJBBKOOG_03803","PJHKJHDN_04277","FKHFPJNE_04354","KILFPKNN_04661","FGPKPDMB_04326","HJPBANPH_04241","BPMCEJLP_04111","MAMFPLAJ_04017","PFMPIDLH_04391","MAOMFHLF_03972","OKEMFKGG_04485","OBBHNEFO_04409","NJPCONAJ_03904"
"group_3241","","hypothetical protein",542,542,1,1,1258,1,1139,"",488,488,488,"BMGCDLMI_04727","OILBKPLO_04039","EJBBKOOG_03799","PJHKJHDN_04281","FKHFPJNE_04350","","FGPKPDMB_04322","HJPBANPH_04145","BPMCEJLP_04107","MAMFPLAJ_04013","PFMPIDLH_04387","MAOMFHLF_03968","OKEMFKGG_04528","OBBHNEFO_04405","NJPCONAJ_03900"
"group_411","","hypothetical protein",542,542,1,1,4324,124,1,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1190,1487,1486,"BMGCDLMI_01448","OILBKPLO_00365","","PJHKJHDN_03983","FKHFPJNE_01110","KILFPKNN_03896","FGPKPDMB_01889","HJPBANPH_02193","BPMCEJLP_01259","MAMFPLAJ_02010","PFMPIDLH_01479","MAOMFHLF_00051","OKEMFKGG_01328","OBBHNEFO_01208","NJPCONAJ_02950"
"group_296","","hypothetical protein",541,541,1,1,3958,14,5,"",560,1922,1872,"BMGCDLMI_02313","OILBKPLO_02288","EJBBKOOG_01887","PJHKJHDN_01993","FKHFPJNE_02231","KILFPKNN_02281","FGPKPDMB_02561","HJPBANPH_03137","BPMCEJLP_00587","","PFMPIDLH_02682","MAOMFHLF_01402","OKEMFKGG_02718","OBBHNEFO_02560","NJPCONAJ_02897"
"group_3250","","hypothetical protein",541,541,1,1,1171,1,1058,"",446,446,446,"BMGCDLMI_04567","","EJBBKOOG_04310","","FKHFPJNE_04510","KILFPKNN_04604","FGPKPDMB_04259","HJPBANPH_04265","BPMCEJLP_04134","MAMFPLAJ_04324","PFMPIDLH_04414","MAOMFHLF_03995","OKEMFKGG_04508","OBBHNEFO_04433","NJPCONAJ_03836"
"group_794","","hypothetical protein",541,541,1,1,177,7,7,"",212,431,430,"BMGCDLMI_01544","OILBKPLO_00520","EJBBKOOG_00681","PJHKJHDN_02181","FKHFPJNE_03071","KILFPKNN_02783","FGPKPDMB_02748","HJPBANPH_00614","BPMCEJLP_02822","MAMFPLAJ_00866","PFMPIDLH_01942","MAOMFHLF_02920","OKEMFKGG_03363","OBBHNEFO_02987","NJPCONAJ_00284"
"group_311","rhaS_4","hypothetical protein",540,540,1,1,5699,80,2,"",104,911,105,"BMGCDLMI_02536","OILBKPLO_01532","EJBBKOOG_03271","PJHKJHDN_03201","FKHFPJNE_03222","KILFPKNN_03028","FGPKPDMB_03520","HJPBANPH_03319","","MAMFPLAJ_02802","PFMPIDLH_02433","MAOMFHLF_02470","OKEMFKGG_03066","OBBHNEFO_03577","NJPCONAJ_03146"
"oadB_1","","Oxaloacetate decarboxylase beta chain",540,540,1,1,2328,167,1,"",146,146,146,"BMGCDLMI_00671","OILBKPLO_03831","EJBBKOOG_01758","","FKHFPJNE_04010","KILFPKNN_00001","FGPKPDMB_00001","HJPBANPH_01239","","MAMFPLAJ_03009","PFMPIDLH_00001","MAOMFHLF_02169","OKEMFKGG_00001","OBBHNEFO_00001","NJPCONAJ_02998"
"oadB_2","","Oxaloacetate decarboxylase beta chain",540,540,1,1,4195,122,1,"",146,146,146,"BMGCDLMI_04249","OILBKPLO_00486","EJBBKOOG_03227","","FKHFPJNE_01231","KILFPKNN_04133","FGPKPDMB_04337","HJPBANPH_03492","","MAMFPLAJ_02758","PFMPIDLH_04274","MAOMFHLF_04104","OKEMFKGG_01207","OBBHNEFO_04603","NJPCONAJ_03916"
"potA_1","","Spermidine/putrescine import ATP-binding protein PotA",540,540,1,1,4316,112,2,"",605,1133,1132,"BMGCDLMI_01455","OILBKPLO_00372","","PJHKJHDN_03990","FKHFPJNE_01117","KILFPKNN_03889","FGPKPDMB_01896","HJPBANPH_02200","BPMCEJLP_01252","MAMFPLAJ_02017","PFMPIDLH_01486","MAOMFHLF_00044","OKEMFKGG_01321","OBBHNEFO_01201","NJPCONAJ_02943"
"group_110","exuT_1","Hexuronate transporter",539,539,1,1,5079,1,138,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",137,1286,1264,"BMGCDLMI_03066","OILBKPLO_03356","EJBBKOOG_00368","PJHKJHDN_00423","FKHFPJNE_00423","KILFPKNN_00992","FGPKPDMB_02263","HJPBANPH_03021","BPMCEJLP_01817","MAMFPLAJ_00525","PFMPIDLH_03298","MAOMFHLF_00498","OKEMFKGG_00884","OBBHNEFO_01897","NJPCONAJ_03217"
"group_1405","","hypothetical protein",539,539,1,1,255,15,3,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1178,1268,1267,"BMGCDLMI_03196","OILBKPLO_04529","EJBBKOOG_01383","PJHKJHDN_03607","FKHFPJNE_03623","KILFPKNN_03509","FGPKPDMB_04662","","BPMCEJLP_03249","MAMFPLAJ_03211","PFMPIDLH_03558","MAOMFHLF_04291","OKEMFKGG_04338","OBBHNEFO_04064","NJPCONAJ_04242"
"pir","","PI protein",539,539,1,1,1170,1,1056,"",734,836,835,"BMGCDLMI_04566","","EJBBKOOG_04309","","FKHFPJNE_04511","KILFPKNN_04603","FGPKPDMB_04260","HJPBANPH_04266","BPMCEJLP_04135","MAMFPLAJ_04325","PFMPIDLH_04415","MAOMFHLF_03996","OKEMFKGG_04509","OBBHNEFO_04434","NJPCONAJ_03837"
"group_2690","","hypothetical protein",539,539,1,1,1899,5,5,"",209,209,209,"BMGCDLMI_00761","OILBKPLO_00991","EJBBKOOG_04476","PJHKJHDN_01689","FKHFPJNE_01999","KILFPKNN_02049","FGPKPDMB_01202","HJPBANPH_02790","BPMCEJLP_00894","MAMFPLAJ_03689","PFMPIDLH_01619","MAOMFHLF_01097","OKEMFKGG_02413","OBBHNEFO_02256",""
"fimD_1","","Outer membrane usher protein FimD",539,539,1,1,69,129,1,"",2159,2630,2536,"BMGCDLMI_03452","OILBKPLO_02575","EJBBKOOG_02255","PJHKJHDN_03285","FKHFPJNE_01293","KILFPKNN_01711","FGPKPDMB_01051","HJPBANPH_02450","BPMCEJLP_00383","MAMFPLAJ_01618","PFMPIDLH_00732","MAOMFHLF_03257","OKEMFKGG_02074","OBBHNEFO_01052","NJPCONAJ_01899"
"cynT","","hypothetical protein",539,539,1,1,1183,1,1073,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",308,740,737,"BMGCDLMI_04578","","EJBBKOOG_04321","PJHKJHDN_04265","FKHFPJNE_04499","KILFPKNN_04615","FGPKPDMB_04248","HJPBANPH_04254","BPMCEJLP_04123","MAMFPLAJ_04313","PFMPIDLH_04403","MAOMFHLF_03984","OKEMFKGG_04497","OBBHNEFO_04422",""
"cybB","","Cytochrome b561",539,539,1,1,4968,97,1,"",377,530,528,"BMGCDLMI_03157","OILBKPLO_01869","EJBBKOOG_02504","PJHKJHDN_00513","FKHFPJNE_00514","KILFPKNN_00901","FGPKPDMB_02172","HJPBANPH_03678","BPMCEJLP_01727","MAMFPLAJ_00435","PFMPIDLH_02852","MAOMFHLF_00588","OKEMFKGG_00975","OBBHNEFO_01806","NJPCONAJ_01237"
"group_1686","","hypothetical protein",538,538,1,1,1151,1,1032,"",323,1133,1125,"BMGCDLMI_04550","","EJBBKOOG_04293","","FKHFPJNE_04527","KILFPKNN_04587","FGPKPDMB_04276","HJPBANPH_04617","BPMCEJLP_04152","MAMFPLAJ_04341","PFMPIDLH_04432","MAOMFHLF_04013","OKEMFKGG_04525","OBBHNEFO_04450","NJPCONAJ_03854"
"group_3261","","hypothetical protein",538,538,1,1,1152,1,1034,"",227,227,227,"BMGCDLMI_04551","","EJBBKOOG_04294","","FKHFPJNE_04526","KILFPKNN_04588","FGPKPDMB_04275","HJPBANPH_04616","BPMCEJLP_04151","MAMFPLAJ_04340","PFMPIDLH_04431","MAOMFHLF_04012","OKEMFKGG_04524","OBBHNEFO_04449","NJPCONAJ_03853"
"group_2291","","hypothetical protein",537,537,1,1,2733,146,1,"",194,194,194,"BMGCDLMI_00490","OILBKPLO_03492","","PJHKJHDN_01233","FKHFPJNE_03830","KILFPKNN_00182","FGPKPDMB_00182","HJPBANPH_01058","BPMCEJLP_01982","MAMFPLAJ_01337","PFMPIDLH_00182","MAOMFHLF_01988","OKEMFKGG_00183","OBBHNEFO_00182","NJPCONAJ_01710"
"sopD2","","Secreted effector protein sopD2",537,537,1,1,4374,174,1,"",368,959,957,"BMGCDLMI_01403","OILBKPLO_00320","EJBBKOOG_02767","PJHKJHDN_03938","FKHFPJNE_01065","KILFPKNN_03941","FGPKPDMB_01844","","BPMCEJLP_01304","MAMFPLAJ_01965","PFMPIDLH_01434","MAOMFHLF_00096","OKEMFKGG_01373","OBBHNEFO_01253","NJPCONAJ_02995"
"virB4","","Type IV secretion system protein virB4",535,535,1,1,1155,1,1039,"",1517,2753,2745,"BMGCDLMI_04553","","EJBBKOOG_04296","","FKHFPJNE_04524","KILFPKNN_04590","FGPKPDMB_04273","","BPMCEJLP_04149","MAMFPLAJ_04338","PFMPIDLH_04429","MAOMFHLF_04010","OKEMFKGG_04522","OBBHNEFO_04447","NJPCONAJ_03851"
"group_1891","","hypothetical protein",535,535,1,1,4763,111,1,"",458,458,458,"BMGCDLMI_03723","OILBKPLO_03172","EJBBKOOG_01342","PJHKJHDN_00706","FKHFPJNE_00707","KILFPKNN_00708","FGPKPDMB_01979","HJPBANPH_01593","BPMCEJLP_01533","","PFMPIDLH_03045","MAOMFHLF_00781","OKEMFKGG_01168","OBBHNEFO_01613","NJPCONAJ_04010"
"group_3249","","hypothetical protein",535,535,1,1,1172,1,1059,"",353,353,353,"BMGCDLMI_04568","","EJBBKOOG_04311","","FKHFPJNE_04509","KILFPKNN_04605","FGPKPDMB_04258","HJPBANPH_04264","BPMCEJLP_04133","MAMFPLAJ_04323","PFMPIDLH_04413","MAOMFHLF_03994","OKEMFKGG_04507","OBBHNEFO_04432","NJPCONAJ_03835"
"rfbJ","","CDP-abequose synthase",535,535,1,1,5758,16,4,"",491,824,822,"BMGCDLMI_02590","OILBKPLO_01478","","PJHKJHDN_03147","FKHFPJNE_03276","KILFPKNN_02974","FGPKPDMB_03574","HJPBANPH_02147","BPMCEJLP_03097","MAMFPLAJ_02622","PFMPIDLH_02379","MAOMFHLF_02524","OKEMFKGG_03012","OBBHNEFO_03523","NJPCONAJ_01963"
"group_433","","Invasin",534,534,1,1,1259,1,1140,"",227,932,559,"BMGCDLMI_04726","OILBKPLO_04040","EJBBKOOG_03800","PJHKJHDN_04280","FKHFPJNE_04351","KILFPKNN_04658","FGPKPDMB_04323","HJPBANPH_04238","BPMCEJLP_04108","MAMFPLAJ_04014","PFMPIDLH_04388","MAOMFHLF_03969","OKEMFKGG_04482","OBBHNEFO_04406","NJPCONAJ_03901"
"group_579","","hypothetical protein",534,534,1,1,4561,9,3,"",272,371,364,"BMGCDLMI_01235","OILBKPLO_00151","EJBBKOOG_04281","PJHKJHDN_02864","FKHFPJNE_00896","KILFPKNN_03552","FGPKPDMB_01676","","BPMCEJLP_01472","","PFMPIDLH_01266","MAOMFHLF_00264","OKEMFKGG_01541","OBBHNEFO_01423","NJPCONAJ_03680"
"aceF","","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex",533,533,1,1,2441,92,1,"",1187,1889,1887,"BMGCDLMI_03770","OILBKPLO_01651","EJBBKOOG_03044","PJHKJHDN_03708","FKHFPJNE_03522","KILFPKNN_03221","FGPKPDMB_03714","HJPBANPH_00716","","MAMFPLAJ_02179","PFMPIDLH_03795","MAOMFHLF_03851","OKEMFKGG_03508","OBBHNEFO_03770","NJPCONAJ_02341"
"aroP","","Aromatic amino acid transport protein AroP",533,533,1,1,2444,99,2,"",446,1370,1367,"BMGCDLMI_03773","","EJBBKOOG_03047","PJHKJHDN_03711","FKHFPJNE_03519","KILFPKNN_03218","FGPKPDMB_03717","HJPBANPH_00719","","MAMFPLAJ_02182","PFMPIDLH_03798","MAOMFHLF_03848","OKEMFKGG_03511","OBBHNEFO_03767","NJPCONAJ_02338"
"group_1675","","hypothetical protein",533,533,1,1,1231,1,1106,"",761,869,863,"","OILBKPLO_04014","EJBBKOOG_03774","PJHKJHDN_04306","FKHFPJNE_04325","KILFPKNN_04448","FGPKPDMB_04297","HJPBANPH_04120","BPMCEJLP_04082","MAMFPLAJ_03988","PFMPIDLH_04362","MAOMFHLF_03943","OKEMFKGG_04553","OBBHNEFO_04380","NJPCONAJ_03875"
"group_1688","","hypothetical protein",533,533,1,1,1226,1,1101,"",695,740,739,"","OILBKPLO_04009","EJBBKOOG_03769","PJHKJHDN_04311","FKHFPJNE_04320","KILFPKNN_04453","FGPKPDMB_04292","HJPBANPH_04115","BPMCEJLP_04077","MAMFPLAJ_03983","PFMPIDLH_04357","MAOMFHLF_04029","OKEMFKGG_04558","OBBHNEFO_04375","NJPCONAJ_03870"
"group_1689","","hypothetical protein",533,533,1,1,1228,1,1103,"",233,452,451,"","OILBKPLO_04011","EJBBKOOG_03771","PJHKJHDN_04309","FKHFPJNE_04322","KILFPKNN_04451","FGPKPDMB_04294","HJPBANPH_04117","BPMCEJLP_04079","MAMFPLAJ_03985","PFMPIDLH_04359","MAOMFHLF_04031","OKEMFKGG_04556","OBBHNEFO_04377","NJPCONAJ_03872"
"pld","","Phospholipase D",533,533,1,1,1229,1,1104,"",239,248,247,"","OILBKPLO_04012","EJBBKOOG_03772","PJHKJHDN_04308","FKHFPJNE_04323","KILFPKNN_04450","FGPKPDMB_04295","HJPBANPH_04118","BPMCEJLP_04080","MAMFPLAJ_03986","PFMPIDLH_04360","MAOMFHLF_04032","OKEMFKGG_04555","OBBHNEFO_04378","NJPCONAJ_03873"
"finO","","Fertility inhibition protein",533,533,1,1,1227,1,1102,"",563,563,563,"","OILBKPLO_04010","EJBBKOOG_03770","PJHKJHDN_04310","FKHFPJNE_04321","KILFPKNN_04452","FGPKPDMB_04293","HJPBANPH_04116","BPMCEJLP_04078","MAMFPLAJ_03984","PFMPIDLH_04358","MAOMFHLF_04030","OKEMFKGG_04557","OBBHNEFO_04376","NJPCONAJ_03871"
"group_3268","","hypothetical protein",533,533,1,1,1230,1,1105,"",245,245,245,"","OILBKPLO_04013","EJBBKOOG_03773","PJHKJHDN_04307","FKHFPJNE_04324","KILFPKNN_04449","FGPKPDMB_04296","HJPBANPH_04119","BPMCEJLP_04081","MAMFPLAJ_03987","PFMPIDLH_04361","MAOMFHLF_04033","OKEMFKGG_04554","OBBHNEFO_04379","NJPCONAJ_03874"
"group_423","","hypothetical protein",533,533,1,1,2492,1,11,"",551,1610,1438,"BMGCDLMI_03819","OILBKPLO_01602","EJBBKOOG_03309","","FKHFPJNE_03473","KILFPKNN_03172","FGPKPDMB_03763","HJPBANPH_00765","BPMCEJLP_03865","","PFMPIDLH_03844","","OKEMFKGG_03557","OBBHNEFO_03721","NJPCONAJ_02292"
"group_1676","","hypothetical protein",532,532,1,1,1235,1,1110,"",197,206,197,"","OILBKPLO_04018","EJBBKOOG_03778","PJHKJHDN_04302","FKHFPJNE_04329","KILFPKNN_04444","FGPKPDMB_04301","HJPBANPH_04124","BPMCEJLP_04086","MAMFPLAJ_03992","PFMPIDLH_04366","MAOMFHLF_03947","OKEMFKGG_04549","OBBHNEFO_04384","NJPCONAJ_03879"
"group_3226","","hypothetical protein",532,532,1,1,1233,1,1108,"",173,173,173,"","OILBKPLO_04016","EJBBKOOG_03776","PJHKJHDN_04304","FKHFPJNE_04327","KILFPKNN_04446","FGPKPDMB_04299","HJPBANPH_04122","BPMCEJLP_04084","MAMFPLAJ_03990","PFMPIDLH_04364","MAOMFHLF_03945","OKEMFKGG_04551","OBBHNEFO_04382","NJPCONAJ_03877"
"group_3227","","hypothetical protein",532,532,1,1,1234,1,1109,"",203,203,203,"","OILBKPLO_04017","EJBBKOOG_03777","PJHKJHDN_04303","FKHFPJNE_04328","KILFPKNN_04445","FGPKPDMB_04300","HJPBANPH_04123","BPMCEJLP_04085","MAMFPLAJ_03991","PFMPIDLH_04365","MAOMFHLF_03946","OKEMFKGG_04550","OBBHNEFO_04383","NJPCONAJ_03878"
"group_3229","","hypothetical protein",532,532,1,1,1237,1,1112,"",569,569,569,"","OILBKPLO_04020","EJBBKOOG_03780","PJHKJHDN_04300","FKHFPJNE_04331","KILFPKNN_04442","FGPKPDMB_04303","HJPBANPH_04126","BPMCEJLP_04088","MAMFPLAJ_03994","PFMPIDLH_04368","MAOMFHLF_03949","OKEMFKGG_04547","OBBHNEFO_04386","NJPCONAJ_03881"
"group_3225","","hypothetical protein",531,531,1,1,1232,1,1107,"",176,176,176,"","OILBKPLO_04015","EJBBKOOG_03775","PJHKJHDN_04305","FKHFPJNE_04326","KILFPKNN_04447","FGPKPDMB_04298","HJPBANPH_04121","BPMCEJLP_04083","MAMFPLAJ_03989","PFMPIDLH_04363","MAOMFHLF_03944","OKEMFKGG_04552","OBBHNEFO_04381","NJPCONAJ_03876"
"group_3228","","hypothetical protein",531,531,1,1,1236,1,1111,"",794,794,794,"","OILBKPLO_04019","EJBBKOOG_03779","PJHKJHDN_04301","FKHFPJNE_04330","KILFPKNN_04443","FGPKPDMB_04302","HJPBANPH_04125","BPMCEJLP_04087","MAMFPLAJ_03993","PFMPIDLH_04367","MAOMFHLF_03948","OKEMFKGG_04548","OBBHNEFO_04385","NJPCONAJ_03880"
"group_3231","","hypothetical protein",531,531,1,1,1239,1,1114,"",797,797,797,"","OILBKPLO_04022","EJBBKOOG_03782","PJHKJHDN_04298","FKHFPJNE_04333","KILFPKNN_04440","FGPKPDMB_04305","HJPBANPH_04128","BPMCEJLP_04090","MAMFPLAJ_03996","PFMPIDLH_04370","MAOMFHLF_03951","OKEMFKGG_04545","OBBHNEFO_04388","NJPCONAJ_03883"
"group_3232","","hypothetical protein",531,531,1,1,1243,1,1118,"",572,572,572,"","OILBKPLO_04026","EJBBKOOG_03786","PJHKJHDN_04294","FKHFPJNE_04337","KILFPKNN_04436","FGPKPDMB_04309","HJPBANPH_04132","BPMCEJLP_04094","MAMFPLAJ_04000","PFMPIDLH_04374","MAOMFHLF_03955","OKEMFKGG_04541","OBBHNEFO_04392","NJPCONAJ_03887"
"group_4619","","hypothetical protein",531,531,1,1,1242,1,1117,"",98,98,98,"","OILBKPLO_04025","EJBBKOOG_03785","PJHKJHDN_04295","FKHFPJNE_04336","KILFPKNN_04437","FGPKPDMB_04308","HJPBANPH_04131","BPMCEJLP_04093","MAMFPLAJ_03999","PFMPIDLH_04373","MAOMFHLF_03954","OKEMFKGG_04542","OBBHNEFO_04391","NJPCONAJ_03886"
"group_510","","hypothetical protein",531,531,1,1,477,1,213,"",140,2177,2173,"BMGCDLMI_04612","OILBKPLO_04512","EJBBKOOG_04546","","FKHFPJNE_04542","KILFPKNN_04616","FGPKPDMB_03056","HJPBANPH_04534","","MAMFPLAJ_04555","PFMPIDLH_04663","MAOMFHLF_04622","OKEMFKGG_04668","OBBHNEFO_04650","NJPCONAJ_04587"
"group_815","panE_2","2-dehydropantoate 2-reductase",531,531,1,1,671,1,687,"",362,362,362,"BMGCDLMI_01688","OILBKPLO_00664","EJBBKOOG_00824","PJHKJHDN_02324","FKHFPJNE_02928","KILFPKNN_02640","FGPKPDMB_02892","HJPBANPH_00471","","MAMFPLAJ_01009","PFMPIDLH_02085","MAOMFHLF_03063","OKEMFKGG_03220","OBBHNEFO_02844","NJPCONAJ_00141"
"group_1656","","hypothetical protein",530,530,1,1,5650,1,270,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",641,962,961,"BMGCDLMI_02490","OILBKPLO_03852","EJBBKOOG_04611","PJHKJHDN_04489","FKHFPJNE_03176","KILFPKNN_03074","FGPKPDMB_03474","","BPMCEJLP_04411","","PFMPIDLH_02479","MAOMFHLF_02424","OKEMFKGG_03112","OBBHNEFO_03623","NJPCONAJ_03100"
"group_1677","","hypothetical protein",530,530,1,1,1250,1,1132,"",155,230,229,"","OILBKPLO_04032","EJBBKOOG_03792","PJHKJHDN_04288","FKHFPJNE_04343","KILFPKNN_04430","FGPKPDMB_04315","HJPBANPH_04138","BPMCEJLP_04100","MAMFPLAJ_04006","PFMPIDLH_04380","MAOMFHLF_03961","OKEMFKGG_04535","OBBHNEFO_04398","NJPCONAJ_03893"
"treZ","","Malto-oligosyltrehalose trehalohydrolase",530,530,1,1,5069,17,6,"",629,2867,1787,"BMGCDLMI_03074","OILBKPLO_03348","EJBBKOOG_00360","PJHKJHDN_00431","FKHFPJNE_00431","KILFPKNN_00984","FGPKPDMB_02255","HJPBANPH_03013","BPMCEJLP_01809","MAMFPLAJ_00517","PFMPIDLH_03306","MAOMFHLF_00506","OKEMFKGG_00892","OBBHNEFO_01889","NJPCONAJ_03209"
"group_3230","","hypothetical protein",530,530,1,1,1238,1,1113,"",272,272,272,"","OILBKPLO_04021","EJBBKOOG_03781","PJHKJHDN_04299","FKHFPJNE_04332","KILFPKNN_04441","FGPKPDMB_04304","HJPBANPH_04127","BPMCEJLP_04089","MAMFPLAJ_03995","PFMPIDLH_04369","MAOMFHLF_03950","OKEMFKGG_04546","OBBHNEFO_04387","NJPCONAJ_03882"
"group_3233","","hypothetical protein",530,530,1,1,1244,1,1119,"",212,212,212,"","OILBKPLO_04027","EJBBKOOG_03787","PJHKJHDN_04293","FKHFPJNE_04338","KILFPKNN_04435","FGPKPDMB_04310","HJPBANPH_04133","BPMCEJLP_04095","MAMFPLAJ_04001","PFMPIDLH_04375","MAOMFHLF_03956","OKEMFKGG_04540","OBBHNEFO_04393","NJPCONAJ_03888"
"group_3235","","hypothetical protein",530,530,1,1,1248,1,1130,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",266,266,266,"","OILBKPLO_04030","EJBBKOOG_03790","PJHKJHDN_04290","FKHFPJNE_04341","KILFPKNN_04432","FGPKPDMB_04313","HJPBANPH_04136","BPMCEJLP_04098","MAMFPLAJ_04004","PFMPIDLH_04378","MAOMFHLF_03959","OKEMFKGG_04537","OBBHNEFO_04396","NJPCONAJ_03891"
"vapC_2","","tRNA(fMet)-specific endonuclease VapC",530,530,1,1,1249,1,1131,"",428,428,428,"","OILBKPLO_04031","EJBBKOOG_03791","PJHKJHDN_04289","FKHFPJNE_04342","KILFPKNN_04431","FGPKPDMB_04314","HJPBANPH_04137","BPMCEJLP_04099","MAMFPLAJ_04005","PFMPIDLH_04379","MAOMFHLF_03960","OKEMFKGG_04536","OBBHNEFO_04397","NJPCONAJ_03892"
"traI","","Multifunctional conjugation protein TraI",530,530,1,1,1225,1,1099,"",2390,4286,4272,"","OILBKPLO_04008","EJBBKOOG_03768","PJHKJHDN_04312","FKHFPJNE_04319","KILFPKNN_04454","FGPKPDMB_04291","HJPBANPH_04114","BPMCEJLP_04076","MAMFPLAJ_03982","PFMPIDLH_04356","MAOMFHLF_04028","OKEMFKGG_04559","OBBHNEFO_04374","NJPCONAJ_03869"
"gadX_2","","HTH-type transcriptional regulator GadX",530,530,1,1,2126,12,2,"",251,875,861,"BMGCDLMI_02854","OILBKPLO_02640","EJBBKOOG_03573","PJHKJHDN_02579","FKHFPJNE_01564","KILFPKNN_01441","FGPKPDMB_00781","HJPBANPH_00058","BPMCEJLP_00112","","PFMPIDLH_01003","MAOMFHLF_02304","OKEMFKGG_01804","OBBHNEFO_00782","NJPCONAJ_01434"
