"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR3037434","SRR2994384","NDSU1","SRR11101167","SRR12075372","SRR14766444","SRR5928153","SRR15712222","NDSU6","SRR14766361","SRR5985919","SRR14766386","SRR8041750","SRR28412153","SRR4292616"
"group_2245","","hypothetical protein",572,572,1,1,2804,1,476,"",566,566,566,"ENBCENPF_00250","KKCBMJKJ_00155","GEPIEMCB_01162","ELELPFCC_01564","OHGDDBEJ_00422","PJHKONLG_03023","BMGCDLMI_00422","JIDNIGFB_01164","LBKLGAEM_00419","MGNDMLEC_02595","CNEOHEEB_00419","OKEMFKGG_00251","EJCMFNNE_02574","IKEDIMNK_01120","OOMOJDPP_00339"
"group_3188","","hypothetical protein",572,572,1,1,5629,6,7,"",227,227,227,"ENBCENPF_03414","KKCBMJKJ_04493","GEPIEMCB_04272","ELELPFCC_04573","OHGDDBEJ_03761","PJHKONLG_04437","BMGCDLMI_02471","JIDNIGFB_03426","LBKLGAEM_04340","MGNDMLEC_03273","CNEOHEEB_03143","OKEMFKGG_03132","EJCMFNNE_04465","IKEDIMNK_04614","OOMOJDPP_04378"
"rcbA","","Double-strand break reduction protein",572,572,1,1,3685,1,563,"",185,185,185,"ENBCENPF_04684","KKCBMJKJ_04303","GEPIEMCB_04840","ELELPFCC_04415","OHGDDBEJ_04376","PJHKONLG_00829","BMGCDLMI_04724","JIDNIGFB_04707","LBKLGAEM_04709","MGNDMLEC_04341","CNEOHEEB_04710","OKEMFKGG_04698","EJCMFNNE_04252","IKEDIMNK_04411","OOMOJDPP_03955"
"recT","","Protein RecT",572,572,1,1,3684,1,562,"",830,830,830,"ENBCENPF_04685","KKCBMJKJ_04304","GEPIEMCB_04841","ELELPFCC_04416","OHGDDBEJ_04375","PJHKONLG_00830","BMGCDLMI_04723","JIDNIGFB_04708","LBKLGAEM_04710","MGNDMLEC_04342","CNEOHEEB_04711","OKEMFKGG_04699","EJCMFNNE_04251","IKEDIMNK_04412","OOMOJDPP_03956"
"dgaR_1","","Transcriptional regulatory protein DagR",572,572,1,1,6187,1,394,"",2051,2765,2754,"ENBCENPF_03568","KKCBMJKJ_00523","GEPIEMCB_02095","ELELPFCC_00119","OHGDDBEJ_00791","PJHKONLG_01929","BMGCDLMI_03509","JIDNIGFB_02017","LBKLGAEM_01965","MGNDMLEC_01163","CNEOHEEB_00787","OKEMFKGG_02017","EJCMFNNE_03620","IKEDIMNK_03072","OOMOJDPP_01963"
"lldD_2","","Lactate 2-monooxygenase",572,572,1,1,4993,102,2,"",692,1139,1138,"ENBCENPF_01337","KKCBMJKJ_02073","GEPIEMCB_00254","ELELPFCC_00596","OHGDDBEJ_01269","PJHKONLG_03484","BMGCDLMI_03136","JIDNIGFB_00256","LBKLGAEM_01407","MGNDMLEC_00740","CNEOHEEB_01265","OKEMFKGG_00954","EJCMFNNE_00153","IKEDIMNK_00488","OOMOJDPP_02813"
"group_85","","hypothetical protein",572,572,1,1,433,10,4,"",368,950,369,"ENBCENPF_03782","KKCBMJKJ_03032","GEPIEMCB_01800","ELELPFCC_03645","OHGDDBEJ_03626","PJHKONLG_03239","BMGCDLMI_03372","JIDNIGFB_04071","LBKLGAEM_03983","MGNDMLEC_03815","CNEOHEEB_03776","OKEMFKGG_04082","EJCMFNNE_02399","IKEDIMNK_03639","OOMOJDPP_04066"
"group_1284","","hypothetical protein",571,571,1,1,3196,181,1,"",275,755,754,"ENBCENPF_00492","KKCBMJKJ_02390","GEPIEMCB_00920","ELELPFCC_03198","OHGDDBEJ_00179","PJHKONLG_00292","BMGCDLMI_00178","JIDNIGFB_00922","LBKLGAEM_00177","MGNDMLEC_02182","CNEOHEEB_00177","OKEMFKGG_00493","EJCMFNNE_00828","IKEDIMNK_00878","OOMOJDPP_01627"
"yfdX","","hypothetical protein",571,571,1,1,2876,19,1,"",251,632,631,"ENBCENPF_00321","KKCBMJKJ_00084","GEPIEMCB_01091","ELELPFCC_01635","OHGDDBEJ_00351","PJHKONLG_00463","BMGCDLMI_00351","JIDNIGFB_01093","LBKLGAEM_00348","MGNDMLEC_02666","CNEOHEEB_00348","OKEMFKGG_00322","EJCMFNNE_02867","IKEDIMNK_01049","OOMOJDPP_00410"
"ccmE","","Cytochrome c-type biogenesis protein CcmE",571,571,1,1,1434,18,4,"",281,479,478,"ENBCENPF_04653","KKCBMJKJ_04659","GEPIEMCB_04811","ELELPFCC_04680","OHGDDBEJ_04675","PJHKONLG_04615","BMGCDLMI_04698","JIDNIGFB_04682","LBKLGAEM_04695","MGNDMLEC_04682","CNEOHEEB_04686","OKEMFKGG_04672","EJCMFNNE_04640","IKEDIMNK_04684","OOMOJDPP_04604"
"frmR","","Transcriptional repressor FrmR",571,571,1,1,4983,13,5,"",275,275,275,"ENBCENPF_01329","KKCBMJKJ_02081","GEPIEMCB_00246","ELELPFCC_00604","OHGDDBEJ_01277","PJHKONLG_03492","BMGCDLMI_03144","JIDNIGFB_00248","LBKLGAEM_01399","MGNDMLEC_00732","CNEOHEEB_01273","OKEMFKGG_00962","EJCMFNNE_00161","IKEDIMNK_00496","OOMOJDPP_02805"
"ail_1","","Attachment invasion locus protein",571,571,1,1,2875,19,2,"",536,536,536,"ENBCENPF_00320","KKCBMJKJ_00085","GEPIEMCB_01092","ELELPFCC_01634","OHGDDBEJ_00352","PJHKONLG_00464","BMGCDLMI_00352","JIDNIGFB_01094","LBKLGAEM_00349","MGNDMLEC_02665","CNEOHEEB_00349","OKEMFKGG_00321","EJCMFNNE_02866","IKEDIMNK_01050","OOMOJDPP_00409"
"group_2322","","hypothetical protein",571,571,1,1,170,7,2,"",338,338,338,"ENBCENPF_02145","KKCBMJKJ_01415","GEPIEMCB_01450","ELELPFCC_01456","OHGDDBEJ_04379","PJHKONLG_00489","BMGCDLMI_01538","JIDNIGFB_03357","LBKLGAEM_03135","MGNDMLEC_03342","CNEOHEEB_02284","OKEMFKGG_03369","EJCMFNNE_03190","IKEDIMNK_02618","OOMOJDPP_00040"
"metAS","","Homoserine O-succinyltransferase",571,571,1,1,2004,30,4,"",929,929,929,"ENBCENPF_02795","KKCBMJKJ_04104","GEPIEMCB_02418","ELELPFCC_00443","OHGDDBEJ_01115","PJHKONLG_02912","BMGCDLMI_02743","JIDNIGFB_02341","LBKLGAEM_01641","MGNDMLEC_04073","CNEOHEEB_01111","OKEMFKGG_01693","EJCMFNNE_03792","IKEDIMNK_03659",""
"iraM","","Anti-adapter protein IraM",571,571,1,1,4530,201,1,"",362,362,362,"ENBCENPF_00848","KKCBMJKJ_01825","GEPIEMCB_03671","ELELPFCC_01859","OHGDDBEJ_01952","PJHKONLG_04121","BMGCDLMI_01264","JIDNIGFB_01719","LBKLGAEM_00974","MGNDMLEC_00306","CNEOHEEB_02809","OKEMFKGG_01512","EJCMFNNE_03423","IKEDIMNK_01675","OOMOJDPP_02552"
"group_3399","","hypothetical protein",571,571,1,1,5955,1,581,"",464,464,464,"ENBCENPF_04200","KKCBMJKJ_03010","GEPIEMCB_04832","ELELPFCC_02346","OHGDDBEJ_03204","PJHKONLG_04404","BMGCDLMI_02737","JIDNIGFB_03693","LBKLGAEM_03178","MGNDMLEC_03005","CNEOHEEB_02875","OKEMFKGG_02864","EJCMFNNE_01793","IKEDIMNK_03194","OOMOJDPP_01015"
"rna_1","","Ribonuclease I",571,571,1,1,383,26,3,"",386,413,386,"ENBCENPF_03823","KKCBMJKJ_03073","GEPIEMCB_01841","ELELPFCC_03604","OHGDDBEJ_03585","PJHKONLG_03280","BMGCDLMI_03331","JIDNIGFB_04030","LBKLGAEM_03942","MGNDMLEC_03774","CNEOHEEB_03735","OKEMFKGG_04041","EJCMFNNE_02440","IKEDIMNK_03598","OOMOJDPP_04418"
"group_39","btuD_5","Vitamin B12 import ATP-binding protein BtuD",571,571,1,1,2067,66,2,"",434,2066,1878,"ENBCENPF_02736","KKCBMJKJ_00788","GEPIEMCB_02360","ELELPFCC_00384","OHGDDBEJ_01056","","BMGCDLMI_02802","JIDNIGFB_02282","LBKLGAEM_01700","MGNDMLEC_00898","CNEOHEEB_01052","OKEMFKGG_01752","EJCMFNNE_01789","IKEDIMNK_03718","OOMOJDPP_03241"
"group_406","","hypothetical protein",571,571,1,1,4416,202,1,"",476,488,487,"ENBCENPF_00951","KKCBMJKJ_01722","GEPIEMCB_03191","ELELPFCC_01962","OHGDDBEJ_02056","PJHKONLG_03914","BMGCDLMI_01367","JIDNIGFB_01615","LBKLGAEM_00871","MGNDMLEC_00203","CNEOHEEB_02706","OKEMFKGG_01409","EJCMFNNE_01556","IKEDIMNK_01572","OOMOJDPP_00538"
"group_619","","hypothetical protein",571,571,1,1,1539,20,3,"",428,1010,973,"ENBCENPF_04554","KKCBMJKJ_04453","GEPIEMCB_04735","ELELPFCC_04604","OHGDDBEJ_04511","PJHKONLG_04532","BMGCDLMI_04489","JIDNIGFB_04571","LBKLGAEM_04627","MGNDMLEC_04521","CNEOHEEB_04556","OKEMFKGG_04581","EJCMFNNE_04515","IKEDIMNK_04526",""
"group_629","","hypothetical protein",571,571,1,1,157,8,6,"",2210,3956,3860,"ENBCENPF_02155","KKCBMJKJ_01425","GEPIEMCB_01440","ELELPFCC_01466","OHGDDBEJ_04389","PJHKONLG_04082","BMGCDLMI_01528","JIDNIGFB_03367","LBKLGAEM_03145","MGNDMLEC_03332","CNEOHEEB_02274","OKEMFKGG_03379","EJCMFNNE_03180","IKEDIMNK_02608","OOMOJDPP_00030"
"group_863","","hypothetical protein",571,571,1,1,2130,106,2,"",404,575,574,"ENBCENPF_02679","KKCBMJKJ_00731","GEPIEMCB_02303","ELELPFCC_00327","OHGDDBEJ_00999","PJHKONLG_03353","BMGCDLMI_02859","JIDNIGFB_02225","LBKLGAEM_01757","MGNDMLEC_00955","CNEOHEEB_00995","OKEMFKGG_01809","EJCMFNNE_01732","IKEDIMNK_03775","OOMOJDPP_01472"
"group_189","","hypothetical protein",570,570,1,1,5078,1,131,"",617,1556,1504,"ENBCENPF_01406","","GEPIEMCB_00323","ELELPFCC_00528","OHGDDBEJ_01200","PJHKONLG_02561","BMGCDLMI_03067","JIDNIGFB_00325","LBKLGAEM_01475","MGNDMLEC_00809","CNEOHEEB_01196","OKEMFKGG_00885","EJCMFNNE_00084","IKEDIMNK_00420","OOMOJDPP_02053"
"group_228","","hypothetical protein",570,576,1.02,1,3053,NA,NA,"",131,1505,589,"ENBCENPF_00628","KKCBMJKJ_02254","GEPIEMCB_00784","ELELPFCC_03334","OHGDDBEJ_00042","PJHKONLG_01497","BMGCDLMI_00041","JIDNIGFB_00785","LBKLGAEM_00041","MGNDMLEC_02046","CNEOHEEB_00041","OKEMFKGG_00630","EJCMFNNE_00964","IKEDIMNK_04349","OOMOJDPP_01491"
"folB","","Dihydroneopterin aldolase",570,570,1,1,2691,148,1,"",359,359,359,"ENBCENPF_00143","KKCBMJKJ_00262","GEPIEMCB_01269","ELELPFCC_03046","OHGDDBEJ_00529","PJHKONLG_02952","BMGCDLMI_00529","JIDNIGFB_01271","LBKLGAEM_00526","MGNDMLEC_02488","CNEOHEEB_00526","OKEMFKGG_00144","EJCMFNNE_02224","IKEDIMNK_01227","OOMOJDPP_01033"
"group_2316","","hypothetical protein",570,570,1,1,156,8,5,"",356,356,356,"ENBCENPF_02156","KKCBMJKJ_01426","GEPIEMCB_01439","ELELPFCC_01467","OHGDDBEJ_04390","PJHKONLG_04083","BMGCDLMI_01527","JIDNIGFB_03368","LBKLGAEM_03146","MGNDMLEC_03331","CNEOHEEB_02273","OKEMFKGG_03380","EJCMFNNE_03179","IKEDIMNK_02607","OOMOJDPP_00029"
"group_2508","","hypothetical protein",570,570,1,1,492,1,202,"",92,92,92,"ENBCENPF_04630","KKCBMJKJ_04620","GEPIEMCB_01752","ELELPFCC_04635","OHGDDBEJ_04635","PJHKONLG_04571","BMGCDLMI_04623","JIDNIGFB_04646","LBKLGAEM_02833","MGNDMLEC_04627","CNEOHEEB_04651","OKEMFKGG_04657","EJCMFNNE_04571","IKEDIMNK_04650","OOMOJDPP_04445"
"group_2509","","hypothetical protein",570,570,1,1,491,1,203,"",488,488,488,"ENBCENPF_04629","KKCBMJKJ_04621","GEPIEMCB_01753","ELELPFCC_04634","OHGDDBEJ_04634","PJHKONLG_04570","BMGCDLMI_04622","JIDNIGFB_04647","LBKLGAEM_02832","MGNDMLEC_04628","CNEOHEEB_04652","OKEMFKGG_04658","EJCMFNNE_04570","IKEDIMNK_04651","OOMOJDPP_04446"
"group_2510","","hypothetical protein",570,570,1,1,490,1,204,"",326,326,326,"ENBCENPF_04628","KKCBMJKJ_04622","GEPIEMCB_01754","ELELPFCC_04633","OHGDDBEJ_04633","PJHKONLG_04569","BMGCDLMI_04621","JIDNIGFB_04648","LBKLGAEM_02831","MGNDMLEC_04629","CNEOHEEB_04653","OKEMFKGG_04659","EJCMFNNE_04569","IKEDIMNK_04652","OOMOJDPP_04447"
"rrrD_2","","Lysozyme RrrD",570,570,1,1,489,1,205,"",437,437,437,"ENBCENPF_04627","KKCBMJKJ_04623","GEPIEMCB_01755","ELELPFCC_04632","OHGDDBEJ_04632","PJHKONLG_04568","BMGCDLMI_04620","JIDNIGFB_04649","LBKLGAEM_02830","MGNDMLEC_04630","CNEOHEEB_04654","OKEMFKGG_04660","EJCMFNNE_04568","IKEDIMNK_04653","OOMOJDPP_04448"
"group_2512","","hypothetical protein",570,570,1,1,488,1,206,"",470,470,470,"ENBCENPF_04626","KKCBMJKJ_04624","GEPIEMCB_01756","ELELPFCC_04631","OHGDDBEJ_04631","PJHKONLG_04567","BMGCDLMI_04619","JIDNIGFB_04650","LBKLGAEM_02829","MGNDMLEC_04631","CNEOHEEB_04655","OKEMFKGG_04661","EJCMFNNE_04567","IKEDIMNK_04654","OOMOJDPP_04449"
"group_2513","","hypothetical protein",570,570,1,1,487,1,207,"",530,530,530,"ENBCENPF_04625","KKCBMJKJ_04625","GEPIEMCB_01757","ELELPFCC_04630","OHGDDBEJ_04630","PJHKONLG_04566","BMGCDLMI_04618","JIDNIGFB_04651","LBKLGAEM_02828","MGNDMLEC_04632","CNEOHEEB_04656","OKEMFKGG_04662","EJCMFNNE_04566","IKEDIMNK_04655","OOMOJDPP_04450"
"group_2514","","hypothetical protein",570,570,1,1,486,1,208,"",242,242,242,"ENBCENPF_04624","KKCBMJKJ_04626","GEPIEMCB_01758","ELELPFCC_04629","OHGDDBEJ_04629","PJHKONLG_04565","BMGCDLMI_04617","JIDNIGFB_04652","LBKLGAEM_02827","MGNDMLEC_04633","CNEOHEEB_04657","OKEMFKGG_04663","EJCMFNNE_04565","IKEDIMNK_04656","OOMOJDPP_04451"
"entF","","Enterobactin synthase component F",570,570,1,1,423,70,1,"",3884,3884,3884,"ENBCENPF_03791","KKCBMJKJ_03041","GEPIEMCB_01809","ELELPFCC_03636","OHGDDBEJ_03617","PJHKONLG_03248","BMGCDLMI_03363","JIDNIGFB_04062","LBKLGAEM_03974","MGNDMLEC_03806","CNEOHEEB_03767","OKEMFKGG_04073","EJCMFNNE_02408","IKEDIMNK_03630","OOMOJDPP_04075"
"group_2637","","hypothetical protein",570,570,1,1,2124,12,4,"",362,362,362,"ENBCENPF_02686","KKCBMJKJ_00738","GEPIEMCB_02310","ELELPFCC_00334","OHGDDBEJ_01006","PJHKONLG_03346","BMGCDLMI_02852","JIDNIGFB_02232","LBKLGAEM_01750","MGNDMLEC_00948","CNEOHEEB_01002","OKEMFKGG_01802","EJCMFNNE_01739","IKEDIMNK_03768","OOMOJDPP_03191"
"oadA","","Oxaloacetate decarboxylase alpha chain",570,570,1,2,2,27,1,"Investigate",644,1559,977,"ENBCENPF_04687","KKCBMJKJ_04701","GEPIEMCB_04845","ELELPFCC_04705","OHGDDBEJ_04720","PJHKONLG_04670","BMGCDLMI_04732","JIDNIGFB_04712","LBKLGAEM_04719","MGNDMLEC_04702","CNEOHEEB_04713","OKEMFKGG_04702","EJCMFNNE_04697","IKEDIMNK_04715","OOMOJDPP_04666"
"yjaB","","Peptidyl-lysine N-acetyltransferase YjaB",570,570,1,1,2003,30,1,"",434,437,436,"ENBCENPF_02796","KKCBMJKJ_04103","GEPIEMCB_02419","ELELPFCC_00444","OHGDDBEJ_01116","PJHKONLG_02913","BMGCDLMI_02742","JIDNIGFB_02342","LBKLGAEM_01640","MGNDMLEC_04072","CNEOHEEB_01112","OKEMFKGG_01692","EJCMFNNE_03793","IKEDIMNK_03658",""
"yeeO","","putative FMN/FAD exporter YeeO",570,570,1,1,5673,48,1,"",1424,1424,1424,"ENBCENPF_03372","KKCBMJKJ_03546","GEPIEMCB_04843","ELELPFCC_02121","OHGDDBEJ_03719","PJHKONLG_02600","BMGCDLMI_02512","JIDNIGFB_03467","LBKLGAEM_04714","MGNDMLEC_03231","CNEOHEEB_03101","OKEMFKGG_03090","EJCMFNNE_03304","IKEDIMNK_03420","OOMOJDPP_02137"
"group_843","iprA_2","Inhibitor of hydrogen peroxide resistance",570,570,1,1,66,203,1,"",455,671,670,"ENBCENPF_03508","KKCBMJKJ_00463","GEPIEMCB_02035","ELELPFCC_00059","OHGDDBEJ_00731","PJHKONLG_01989","BMGCDLMI_03449","JIDNIGFB_01957","LBKLGAEM_02025","MGNDMLEC_01223","CNEOHEEB_00727","OKEMFKGG_02077","EJCMFNNE_03680","IKEDIMNK_03132","OOMOJDPP_01903"
"group_875","","hypothetical protein",570,570,1,1,2062,77,1,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",371,632,622,"ENBCENPF_02741","KKCBMJKJ_04610","GEPIEMCB_02365","ELELPFCC_00389","OHGDDBEJ_01061","PJHKONLG_02858","BMGCDLMI_02797","JIDNIGFB_02287","LBKLGAEM_01695","MGNDMLEC_00893","CNEOHEEB_01057","OKEMFKGG_01747","EJCMFNNE_04621","IKEDIMNK_03713","OOMOJDPP_04435"
"yfcE","","Phosphodiesterase YfcE",570,570,1,1,3904,1,497,"",368,551,550,"ENBCENPF_03943","KKCBMJKJ_01630","GEPIEMCB_02878","ELELPFCC_02409","","PJHKONLG_01118","BMGCDLMI_02262","JIDNIGFB_02975","LBKLGAEM_02716","MGNDMLEC_01739","CNEOHEEB_01976","OKEMFKGG_02769","EJCMFNNE_02289","IKEDIMNK_02312","OOMOJDPP_01810"
"group_2087","","hypothetical protein",569,569,1,1,3058,31,1,"",866,866,866,"ENBCENPF_00624","KKCBMJKJ_02258","GEPIEMCB_00788","ELELPFCC_03330","OHGDDBEJ_00046","PJHKONLG_01501","BMGCDLMI_00045","JIDNIGFB_00789","LBKLGAEM_00045","MGNDMLEC_02050","CNEOHEEB_00045","OKEMFKGG_00626","EJCMFNNE_00960","IKEDIMNK_00746","OOMOJDPP_01495"
"group_2336","ddrA_1","Diol dehydratase-reactivating factor alpha subunit",569,569,1,1,801,1,550,"",368,368,368,"ENBCENPF_02109","KKCBMJKJ_01378","GEPIEMCB_01486","ELELPFCC_01419","OHGDDBEJ_02536","PJHKONLG_00526","BMGCDLMI_01576","JIDNIGFB_03321","LBKLGAEM_03098","MGNDMLEC_03378","CNEOHEEB_02321","OKEMFKGG_03332","EJCMFNNE_03226","IKEDIMNK_02654","OOMOJDPP_00076"
"group_2337","","hypothetical protein",569,569,1,1,800,1,549,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",128,128,128,"ENBCENPF_02108","KKCBMJKJ_01377","GEPIEMCB_01487","ELELPFCC_01418","OHGDDBEJ_02537","PJHKONLG_00527","BMGCDLMI_01577","JIDNIGFB_03320","LBKLGAEM_03097","MGNDMLEC_03379","CNEOHEEB_02322","OKEMFKGG_03331","EJCMFNNE_03227","IKEDIMNK_02655","OOMOJDPP_00077"
"sauU_2","","putative sulfoacetate transporter SauU",569,569,1,1,575,198,1,"",1247,1247,1247,"ENBCENPF_01910","KKCBMJKJ_01179","GEPIEMCB_01686","ELELPFCC_01220","OHGDDBEJ_02735","PJHKONLG_02358","BMGCDLMI_01775","JIDNIGFB_03122","LBKLGAEM_02899","MGNDMLEC_04018","CNEOHEEB_02520","OKEMFKGG_04282","EJCMFNNE_03103","IKEDIMNK_02853","OOMOJDPP_02918"
"group_2502","","hypothetical protein",569,569,1,1,520,1,181,"",200,200,200,"ENBCENPF_01858","KKCBMJKJ_01127","GEPIEMCB_01738","ELELPFCC_04664","OHGDDBEJ_02787","PJHKONLG_02306","BMGCDLMI_01827","JIDNIGFB_03070","LBKLGAEM_02847","MGNDMLEC_04070","CNEOHEEB_02572","OKEMFKGG_04334","EJCMFNNE_03051","IKEDIMNK_02905","OOMOJDPP_02866"
"group_2503","","hypothetical protein",569,569,1,1,497,1,197,"",440,440,440,"ENBCENPF_04635","KKCBMJKJ_04615","GEPIEMCB_01747","ELELPFCC_04640","OHGDDBEJ_04640","PJHKONLG_04576","BMGCDLMI_04628","JIDNIGFB_04641","LBKLGAEM_02838","MGNDMLEC_04622","CNEOHEEB_04646","OKEMFKGG_04652","EJCMFNNE_04576","IKEDIMNK_04645","OOMOJDPP_04440"
"group_2504","","hypothetical protein",569,569,1,1,496,1,198,"",872,872,872,"ENBCENPF_04634","KKCBMJKJ_04616","GEPIEMCB_01748","ELELPFCC_04639","OHGDDBEJ_04639","PJHKONLG_04575","BMGCDLMI_04627","JIDNIGFB_04642","LBKLGAEM_02837","MGNDMLEC_04623","CNEOHEEB_04647","OKEMFKGG_04653","EJCMFNNE_04575","IKEDIMNK_04646","OOMOJDPP_04441"
"group_2505","","hypothetical protein",569,569,1,1,495,1,199,"",281,281,281,"ENBCENPF_04633","KKCBMJKJ_04617","GEPIEMCB_01749","ELELPFCC_04638","OHGDDBEJ_04638","PJHKONLG_04574","BMGCDLMI_04626","JIDNIGFB_04643","LBKLGAEM_02836","MGNDMLEC_04624","CNEOHEEB_04648","OKEMFKGG_04654","EJCMFNNE_04574","IKEDIMNK_04647","OOMOJDPP_04442"
"rusA_2","","Crossover junction endodeoxyribonuclease RusA",569,569,1,1,494,1,200,"",395,395,395,"ENBCENPF_04632","KKCBMJKJ_04618","GEPIEMCB_01750","ELELPFCC_04637","OHGDDBEJ_04637","PJHKONLG_04573","BMGCDLMI_04625","JIDNIGFB_04644","LBKLGAEM_02835","MGNDMLEC_04625","CNEOHEEB_04649","OKEMFKGG_04655","EJCMFNNE_04573","IKEDIMNK_04648","OOMOJDPP_04443"
"group_2507","","hypothetical protein",569,569,1,1,493,1,201,"",203,203,203,"ENBCENPF_04631","KKCBMJKJ_04619","GEPIEMCB_01751","ELELPFCC_04636","OHGDDBEJ_04636","PJHKONLG_04572","BMGCDLMI_04624","JIDNIGFB_04645","LBKLGAEM_02834","MGNDMLEC_04626","CNEOHEEB_04650","OKEMFKGG_04656","EJCMFNNE_04572","IKEDIMNK_04649","OOMOJDPP_04444"
"rfaP","","Lipopolysaccharide core heptose(I) kinase RfaP",569,569,1,1,1900,5,4,"",797,797,797,"ENBCENPF_01578","KKCBMJKJ_01034","GEPIEMCB_02508","ELELPFCC_00866","OHGDDBEJ_01801","PJHKONLG_04189","BMGCDLMI_00760","JIDNIGFB_02621","LBKLGAEM_02172","MGNDMLEC_01370","CNEOHEEB_01606","OKEMFKGG_02414","EJCMFNNE_00495","IKEDIMNK_01943","OOMOJDPP_04241"
"dcuA_2","","Anaerobic C4-dicarboxylate transporter DcuA",569,569,1,1,2133,1,399,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",197,1301,1297,"ENBCENPF_02676","KKCBMJKJ_00728","GEPIEMCB_02300","ELELPFCC_00324","OHGDDBEJ_00996","PJHKONLG_03356","BMGCDLMI_02862","JIDNIGFB_02222","LBKLGAEM_01760","MGNDMLEC_00958","CNEOHEEB_00992","OKEMFKGG_01812","EJCMFNNE_01729","IKEDIMNK_03778","OOMOJDPP_01469"
"group_3273","","hypothetical protein",569,569,1,1,2501,46,2,"",245,245,245,"ENBCENPF_03187","KKCBMJKJ_02635","GEPIEMCB_04526","ELELPFCC_02740","OHGDDBEJ_03044","PJHKONLG_02304","BMGCDLMI_03827","JIDNIGFB_03855","LBKLGAEM_03559","MGNDMLEC_03587","CNEOHEEB_03211","OKEMFKGG_03565","EJCMFNNE_01981","IKEDIMNK_04270","OOMOJDPP_03296"
"ecpR","","HTH-type transcriptional regulator EcpR",568,568,1,1,1488,143,1,"",341,617,616,"ENBCENPF_01540","KKCBMJKJ_01072","GEPIEMCB_02470","ELELPFCC_04181","OHGDDBEJ_01839","PJHKONLG_04608","BMGCDLMI_00722","JIDNIGFB_02659","LBKLGAEM_02134","MGNDMLEC_01332","CNEOHEEB_01568","OKEMFKGG_02452","EJCMFNNE_00457","IKEDIMNK_01905","OOMOJDPP_03347"
"group_2338","","hypothetical protein",568,568,1,1,799,1,548,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",299,299,299,"ENBCENPF_02107","KKCBMJKJ_01376","GEPIEMCB_01488","ELELPFCC_01417","OHGDDBEJ_02538","PJHKONLG_00528","BMGCDLMI_01578","JIDNIGFB_03319","LBKLGAEM_03096","MGNDMLEC_03380","CNEOHEEB_02323","OKEMFKGG_03330","EJCMFNNE_03228","IKEDIMNK_02656","OOMOJDPP_00078"
"group_2517","","hypothetical protein",568,568,1,1,483,1,211,"",488,488,488,"ENBCENPF_04621","KKCBMJKJ_04629","GEPIEMCB_01761","ELELPFCC_04626","OHGDDBEJ_04626","PJHKONLG_04562","BMGCDLMI_04614","JIDNIGFB_04655","LBKLGAEM_02824","MGNDMLEC_04636","CNEOHEEB_04660","OKEMFKGG_04666","EJCMFNNE_04562","IKEDIMNK_04659","OOMOJDPP_04454"
"group_2518","","hypothetical protein",568,568,1,1,482,1,212,"",1499,1499,1499,"ENBCENPF_04620","KKCBMJKJ_04630","GEPIEMCB_01762","ELELPFCC_04625","OHGDDBEJ_04625","PJHKONLG_04561","BMGCDLMI_04613","JIDNIGFB_04656","LBKLGAEM_02823","MGNDMLEC_04637","CNEOHEEB_04661","OKEMFKGG_04667","EJCMFNNE_04561","IKEDIMNK_04660","OOMOJDPP_04455"
"group_3210","","hypothetical protein",568,568,1,1,5602,2,6,"",392,392,392,"ENBCENPF_03440","KKCBMJKJ_04467","GEPIEMCB_04298","ELELPFCC_04547","OHGDDBEJ_03787","PJHKONLG_04411","BMGCDLMI_02445","JIDNIGFB_03400","LBKLGAEM_04314","MGNDMLEC_03299","CNEOHEEB_03169","OKEMFKGG_03158","EJCMFNNE_04439","IKEDIMNK_04640","OOMOJDPP_04404"
"group_3398","","hypothetical protein",568,568,1,1,5953,1,579,"",557,557,557,"ENBCENPF_04202","KKCBMJKJ_03012","GEPIEMCB_04830","ELELPFCC_02348","OHGDDBEJ_03202","PJHKONLG_04406","BMGCDLMI_02739","JIDNIGFB_03695","LBKLGAEM_03176","MGNDMLEC_03003","CNEOHEEB_02873","OKEMFKGG_02862","EJCMFNNE_01791","IKEDIMNK_03192","OOMOJDPP_01017"
"group_373","","hypothetical protein",568,568,1,1,158,8,9,"",242,788,625,"ENBCENPF_02154","KKCBMJKJ_01424","GEPIEMCB_01441","ELELPFCC_01465","OHGDDBEJ_04388","PJHKONLG_04081","BMGCDLMI_01529","JIDNIGFB_03366","LBKLGAEM_03144","MGNDMLEC_03333","CNEOHEEB_02275","OKEMFKGG_03378","EJCMFNNE_03181","IKEDIMNK_02609","OOMOJDPP_00031"
