"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR16297816","SRR7010475","SRR12075372","SRR5905519","SRR28412124","SRR14766397","SRR27714943","SRR8728075","SRR14766394","SRR5883582","NDSU24","SRR14766350","NDSU10","SRR18233386","SRR27708439"
"group_293","dmsA_2","Dimethyl sulfoxide reductase DmsA",16,16,1,1,2116,54,1,"",887,2429,1272,"","","","","NGHPPALG_02002","","","","","","","","","",""
"group_3310","","hypothetical protein",16,16,1,1,1106,1,85,"",983,983,983,"","","","","","","","","","","","","PGKCJFEA_04133","",""
"group_3321","","hypothetical protein",16,16,1,1,1277,1,34,"",422,422,422,"","","","","","","","","","","","","PGKCJFEA_04111","",""
"group_3333","","hypothetical protein",16,16,1,1,3458,1,353,"",206,206,206,"","","","","","","","","","","DFEIMHLH_04662","","PGKCJFEA_04433","",""
"group_3334","","hypothetical protein",16,16,1,1,3460,1,355,"",488,488,488,"","","","","","","","","","","DFEIMHLH_04660","","PGKCJFEA_04435","",""
"group_3463","","hypothetical protein",16,16,1,1,3407,1,320,"",821,821,821,"","","","","","","","","","","DFEIMHLH_04789","","","",""
"group_617","","hypothetical protein",16,16,1,1,3482,1,384,"",302,578,545,"","","","","","","","","","","","","PGKCJFEA_04474","",""
"group_769","","hypothetical protein",16,16,1,1,2319,1,406,"",332,1643,1561,"","","","","","","","","","","","","PGKCJFEA_03277","",""
"group_1226","","hypothetical protein",15,15,1,1,5314,51,3,"",1223,1223,1223,"","","","","","","","","","","","","","",""
"group_1768","","IS4 family transposase ISVsa5",15,15,1,1,123,47,28,"",887,1208,1186,"","","","","","","","","","","","","","",""
"group_251","","hypothetical protein",15,15,1,1,3504,16,3,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",410,1187,639,"","","","","","","","","","","","","","",""
"group_3387","","hypothetical protein",15,15,1,1,1075,1,52,"",194,194,194,"","","","","","","","","","","DFEIMHLH_04733","","","",""
"group_3388","","hypothetical protein",15,15,1,1,1074,1,51,"",371,371,371,"","","","","","","","","","","DFEIMHLH_04732","","","",""
"group_3389","","hypothetical protein",15,15,1,1,1073,1,50,"",470,470,470,"","","","","","","","","","","DFEIMHLH_04731","","","",""
"group_3390","","hypothetical protein",15,15,1,1,1072,1,49,"",335,335,335,"","","","","","","","","","","DFEIMHLH_04730","","","",""
"group_3391","","hypothetical protein",15,15,1,1,1071,1,48,"",488,488,488,"","","","","","","","","","","DFEIMHLH_04729","","","",""
"group_3392","","hypothetical protein",15,15,1,1,1070,1,47,"",497,497,497,"","","","","","","","","","","DFEIMHLH_04728","","","",""
"hdfR_4","","HTH-type transcriptional regulator HdfR",15,15,1,1,3410,1,322,"",305,305,305,"","","","","","","","","","","","","","",""
"merR","","ISL3 family transposase ISStma11",15,15,1,1,1938,1,29,"",284,452,410,"","","","","","","","","","","","","PGKCJFEA_04106","",""
"group_1098","","hypothetical protein",14,14,1,1,1082,1,59,"",188,731,226,"","","","","","","","","","","DFEIMHLH_04740","","","",""
"group_1707","","hypothetical protein",14,14,1,1,1111,1,90,"",155,533,506,"","","","","","","","","","","","","PGKCJFEA_04128","",""
"group_1727","","hypothetical protein",14,14,1,1,1085,1,62,"",263,518,499,"","","","","","","","","","","DFEIMHLH_04743","","","",""
"group_1728","","hypothetical protein",14,14,1,1,1076,1,53,"",143,548,519,"","","","","","","","","","","DFEIMHLH_04734","","","",""
"group_1749","","hypothetical protein",14,14,1,1,2644,50,2,"",140,140,140,"","","OHGDDBEJ_00573","","","","","","","","","","","",""
"group_1761","","hypothetical protein",14,14,1,1,4126,259,1,"",512,542,531,"","","","","","","","","","","","","","",""
"group_3300","","hypothetical protein",14,14,1,1,1086,1,63,"",446,446,446,"","","","","","","","","","","DFEIMHLH_04744","","","",""
"group_3301","","hypothetical protein",14,14,1,1,1087,1,64,"",359,359,359,"","","","","","","","","","","DFEIMHLH_04745","","","",""
"group_3302","","hypothetical protein",14,14,1,1,1088,1,65,"",428,428,428,"","","","","","","","","","","DFEIMHLH_04746","","","",""
"group_3303","","hypothetical protein",14,14,1,1,1089,1,66,"",860,860,860,"","","","","","","","","","","DFEIMHLH_04747","","","",""
"group_3311","","hypothetical protein",14,14,1,1,1108,1,87,"",419,419,419,"","","","","","","","","","","","","PGKCJFEA_04131","",""
"group_3312","","hypothetical protein",14,14,1,1,1109,1,88,"",551,551,551,"","","","","","","","","","","","","PGKCJFEA_04130","",""
"group_3313","","hypothetical protein",14,14,1,1,1110,1,89,"",608,608,608,"","","","","","","","","","","","","PGKCJFEA_04129","",""
"group_3381","","hypothetical protein",14,14,1,1,1084,1,61,"",227,227,227,"","","","","","","","","","","DFEIMHLH_04742","","","",""
"group_3382","","hypothetical protein",14,14,1,1,1083,1,60,"",857,857,857,"","","","","","","","","","","DFEIMHLH_04741","","","",""
"hupB_2","","DNA-binding protein HU-beta",14,14,1,1,1080,1,57,"",272,272,272,"","","","","","","","","","","DFEIMHLH_04738","","","",""
"group_3384","","hypothetical protein",14,14,1,1,1079,1,56,"",293,293,293,"","","","","","","","","","","DFEIMHLH_04737","","","",""
"group_3490","","hypothetical protein",14,14,1,1,234,506,1,"",143,143,143,"","","","","","","","","AHAJJFKC_04366","","","","","",""
"group_3520","","hypothetical protein",14,14,1,1,1986,1,20,"",155,155,155,"","","","","","","","","","","","","","",""
"group_374","","hypothetical protein",14,14,1,1,160,8,8,"",311,626,603,"","","","","","","","","","","","","","",""
"group_376","crl","Sigma factor-binding protein Crl",14,14,1,1,807,58,2,"",131,401,269,"","","","","","","","","","","","","","",""
"group_3878","","hypothetical protein",14,14,1,1,1065,1,76,"",131,131,131,"","","","","","","","","AHAJJFKC_04639","","","KNJLKBEO_04700","","",""
"group_505","arcC2","Carbamate kinase 2",14,14,1,1,563,65,4,"",215,893,795,"","","","","","","","","","","","","","",""
"group_535","xylA","Xylose isomerase",14,14,1,1,1500,63,1,"",185,1322,672,"","","","","","","","","AHAJJFKC_03268","","","","","",""
"group_790","","hypothetical protein",14,14,1,1,126,8,1,"",311,773,740,"","","","","","","","","","","","","","",""
"group_858","ytfF","Inner membrane protein YtfF",14,14,1,1,1990,62,1,"",149,965,615,"","","","","","","","","AHAJJFKC_02556","","","","","",""
"group_1099","","hypothetical protein",13,13,1,1,1081,1,58,"",527,527,527,"","","","","","","","","","","DFEIMHLH_04739","","","",""
"group_151","recE","hypothetical protein",13,13,1,1,3681,1,559,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",680,2690,989,"","","","","","","","","","","","","","",""
"group_214","","hypothetical protein",13,13,1,1,3351,1,377,"",221,917,751,"","","","","","","","","","","","","PGKCJFEA_04476","",""
"group_270","","Tn3 family transposase",13,13,1,1,222,1,685,"",494,1922,894,"","","","","","","","","","","","","","",""
"group_279","yfdH_2","Prophage bactoprenol glucosyl transferase ",13,13,1,1,454,1,150,"",404,932,852,"","","","","","","","","","","DFEIMHLH_01706","","","",""
"group_318","nanM","N-acetylneuraminate epimerase",13,13,1,1,3694,35,1,"",473,1142,647,"","","","","","","","","","","","","","",""
"group_3304","","hypothetical protein",13,13,1,1,1090,1,67,"",959,959,959,"","","","","","","","","","","DFEIMHLH_04748","","","",""
"group_331","topB_2","DNA topoisomerase 3",13,13,1,1,1206,1,1090,"",479,2153,1570,"","","","","","","","","","","DFEIMHLH_04396","","","",""
"group_3314","","hypothetical protein",13,13,1,1,1112,1,91,"",272,272,272,"","","","","","","","","","","","","PGKCJFEA_04127","",""
"group_3385","","hypothetical protein",13,13,1,1,1078,1,55,"",302,302,302,"","","","","","","","","","","DFEIMHLH_04736","","","",""
"higB2","","Putative toxin HigB2",13,13,1,1,1077,1,54,"",350,350,350,"","","","","","","","","","","DFEIMHLH_04735","","","",""
"group_444","dinG_2","3'-5' exonuclease DinG",13,13,1,1,1061,1,37,"",104,869,751,"","","","","","","","","","","","","PGKCJFEA_04117","",""
"group_630","","hypothetical protein",13,13,1,1,159,8,7,"",1595,3893,3346,"","","","","","","","","","","","","","",""
"group_686","glgX_2","Glycogen operon protein GlgX ",13,13,1,1,3587,17,3,"",146,2075,1926,"","","","","","","","","AHAJJFKC_01444","","","","","",""
"group_901","malS","Periplasmic alpha-amylase",13,13,1,1,1497,64,1,"",533,2027,1912,"","","","","","","","","AHAJJFKC_03271","","","","","",""
"group_105","","hypothetical protein",12,12,1,1,3704,1,583,"",104,1709,1441,"","","","","","","","","","","","","","",""
"group_147","","hypothetical protein",12,12,1,1,3353,1,238,"",248,629,496,"","","","","","","","","","","","","","",""
"group_1708","","hypothetical protein",12,12,1,1,1114,1,93,"",2174,3614,3494,"","","","","","","","","","","","","PGKCJFEA_04125","",""
"group_1740","tfaE_1","Prophage tail fiber assembly protein TfaE",12,12,1,1,3703,1,584,"",581,581,581,"","","","","","","","","","","","","","",""
"group_1755","","hypothetical protein",12,12,1,34,12,280,7,"",128,233,224,"","","","","","","","","","","","","","",""
"pdhR_2","","Pyruvate dehydrogenase complex repressor",12,12,1,1,5086,1,134,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",146,671,627,"","","","OAAFEBHG_01852","","","","","","HGPPELBO_01853","","","","",""
"group_291","dcuA_2","Anaerobic C4-dicarboxylate transporter DcuA",12,12,1,1,1993,1,400,"",239,1301,1196,"","","","","","","","","","","","KNJLKBEO_03536","","",""
"group_3410","","hypothetical protein",12,12,1,1,2000,390,1,"",323,323,323,"","","","","","","","","","","","","PGKCJFEA_03577","",""
"ltxB_2","","hypothetical protein",12,12,1,1,2068,66,1,"",338,2066,1296,"","","","","","","","","","","","","","",""
"group_4167","","hypothetical protein",12,12,1,1,1285,1,15,"",176,176,176,"","","","","","","","","","","","","","",""
"group_44","","hypothetical protein",12,12,1,1,1113,1,92,"",362,362,362,"","","","","","","","","","","","","PGKCJFEA_04126","",""
"rhsC","","hypothetical protein",11,11,1,1,1278,1,33,"",539,4253,3823,"","","","","","","","","","","","","PGKCJFEA_04110","",""
"group_143","","hypothetical protein",11,15,1.37,1,3467,1,241,"",356,629,545,"","","","","","","","","","","","","","",""
"mbeC","","Mobilization protein MbeC",11,11,1,34,4,280,11,"",347,356,347,"","","","","","","","","","","","","","",""
"group_209","","hypothetical protein",11,11,1,1,5560,2,110,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",308,1562,1178,"","","","","","","","","","","","","","",""
"group_3315","","hypothetical protein",11,11,1,1,1115,1,94,"",1433,1433,1433,"","","","","","","","","","","","","PGKCJFEA_04124","",""
"group_3316","","hypothetical protein",11,11,1,1,1118,1,95,"",1028,1028,1028,"","","","","","","","","","","","","PGKCJFEA_04123","",""
"addA","","ATP-dependent helicase/nuclease subunit A",11,11,1,1,1119,1,96,"",548,1511,1423,"","","","","","","","","","","","","PGKCJFEA_04122","",""
"group_627","","hypothetical protein",11,11,1,34,10,280,4,"",251,518,450,"","","","","","","","","","","","","","",""
"group_68","","hypothetical protein",11,19,1.73,1,3483,1,385,"",383,1262,735,"","","","","","","","","","","","","PGKCJFEA_04473	PGKCJFEA_04472","",""
"group_1063","","hypothetical protein",10,10,1,1,1201,1,1082,"",314,764,584,"","","","","","","","","","","","","PGKCJFEA_04371","",""
"nupC_1","","Nucleoside permease NupC",10,10,1,1,3981,212,1,"",266,1202,705,"","","","","","","","","","","","","","",""
"aplIM","","Modification methylase AplI",10,10,1,34,15,280,10,"",221,1148,1055,"","","","","","","","","","","","","","",""
"group_1763","","hypothetical protein",10,10,1,1,3592,1,517,"",272,437,338,"","","","","","","","","AHAJJFKC_04592","","","","","",""
"group_1801","","hypothetical protein",10,10,1,1,109,47,16,"",221,221,221,"","","","","","","","","","","","","","",""
"group_1809","","hypothetical protein",10,10,1,1,122,47,29,"",689,1046,1010,"","","","","","","","","","","","","","",""
"group_1815","","hypothetical protein",10,10,1,1,212,1,675,"",449,449,449,"","","","","","","","","","","","","","",""
"group_1816","","hypothetical protein",10,10,1,1,211,1,674,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",182,296,284,"","","","","","","","","","","","","","",""
"group_253","","hypothetical protein",10,10,1,1,3510,1,257,"",1226,1610,1571,"","","","","","","","","","","","","","",""
"group_255","","hypothetical protein",10,10,1,1,3511,1,256,"",464,1610,1275,"","","","","","","","","","","","","","",""
"group_3185","","hypothetical protein",10,10,1,1,5633,1,282,"",251,251,251,"","","","","","","","","","","DFEIMHLH_00036","","","",""
"group_3474","","hypothetical protein",10,10,1,1,1136,1,1070,"",101,101,101,"","","","","","","","","","","","","","",""
"group_3519","","hypothetical protein",10,10,1,34,14,280,9,"",644,644,644,"","","","","","","","","","","","","","",""
"group_3543","","IS1 family transposase IS1D",10,10,1,1,3841,1,660,"",275,275,275,"","","","","","","","","","","","","","",""
"group_3692","","hypothetical protein",10,10,1,12,4,230,3,"",800,800,800,"","","","","","","","","","","","","","",""
"group_3693","","hypothetical protein",10,10,1,12,3,230,6,"",485,485,485,"","","","","","","","","","","","","","",""
"group_3712","","hypothetical protein",10,10,1,9,9,227,25,"",224,224,224,"","","","","","","","","","","","","","",""
"group_3716","","hypothetical protein",10,10,1,1,208,1,671,"",668,668,668,"","","","","","","","","","","","","","",""
"group_3735","","hypothetical protein",10,10,1,1,106,47,13,"",614,614,614,"","","","","","","","","","","","","","",""
"group_3737","","hypothetical protein",10,10,1,1,213,1,676,"",407,407,407,"","","","","","","","","","","","","","",""
"sbmA_1","","Peptide antibiotic transporter SbmA",10,10,1,1,748,1,387,"",110,1220,615,"","","","","","","","","","","","","","",""
"group_87","betI","hypothetical protein",10,10,1,1,243,10,2,"",368,518,443,"","","","","","","","","","","","","","",""
"group_937","yfcE","Phosphodiesterase YfcE",10,10,1,1,3729,1,496,"",161,551,512,"","IMMEOONP_02683","OHGDDBEJ_04320","","","","","","","","","","","",""
"klcA","","Antirestriction protein KlcA",9,9,1,1,957,1,911,"",425,425,425,"","","","","","","","","","","","","","",""
"traC","","hypothetical protein",9,9,1,1,223,1,688,"",230,1496,431,"","","","","","","","","","","","","","",""
"group_1130","","hypothetical protein",9,9,1,1,214,1,677,"",383,806,665,"","","","","","","","","","","","","","",""
"group_1135","","ISNCY family transposase ISBcen27",9,9,1,1,121,47,30,"",608,1406,1258,"","","","","","","","","","","","","","",""
"group_1807","","hypothetical protein",9,9,1,1,209,1,672,"",272,272,272,"","","","","","","","","","","","","","",""
"group_1821","","hypothetical protein",9,9,1,1,98,47,4,"",410,515,503,"","","","","","","","","","","","","","",""
"group_1832","","hypothetical protein",9,9,1,10,9,228,14,"",389,455,447,"","","","","","","","","","","","","","",""
"group_1833","","hypothetical protein",9,9,1,10,15,228,9,"",785,956,937,"","","","","","","","","","","","","","",""
"group_3433","","hypothetical protein",9,9,1,57,1,266,1,"Investigate",137,137,137,"","","","","","","","","","","","","PGKCJFEA_04778","",""
"merP","","Mercuric transport protein periplasmic component",9,9,1,1,1936,1,27,"",275,275,275,"","","","","","","","","","","","","","",""
"merT","","Mercuric transport protein MerT",9,9,1,1,1937,1,28,"",350,350,350,"","","","","","","","","","","","","","",""
"group_347","","hypothetical protein",9,9,1,11,6,229,6,"",254,4220,1831,"","","","","","","","","","","","","","",""
"group_348","","hypothetical protein",9,9,1,1,96,47,2,"",716,3989,3257,"","","","","","","","","","","","","","",""
"group_3518","","hypothetical protein",9,9,1,34,13,280,8,"",161,161,161,"","","","","","","","","","","","","","",""
"group_3644","","hypothetical protein",9,9,1,1,1350,1,985,"",215,215,215,"","","","","","","","","","","","","","",""
"group_3713","","hypothetical protein",9,9,1,9,10,227,24,"",464,464,464,"","","","","","","","","","","","","","",""
"group_3714","","hypothetical protein",9,9,1,1,206,1,669,"",347,347,347,"","","","","","","","","","","","","","",""
"group_3715","","hypothetical protein",9,9,1,1,207,1,670,"",455,455,455,"","","","","","","","","","","","","","",""
"group_3742","","hypothetical protein",9,9,1,11,11,229,9,"",512,512,512,"","","","","","","","","","","","","","",""
"group_3745","","hypothetical protein",9,9,1,1,97,47,3,"",566,566,566,"","","","","","","","","","","","","","",""
"group_3749","","hypothetical protein",9,9,1,1,576,439,1,"",125,125,125,"","","","","","","","","","","","","","",""
"group_3750","","hypothetical protein",9,9,1,1,3727,408,1,"",245,245,245,"","","","","","","","","","","","","","",""
"group_3785","","hypothetical protein",9,9,1,1,107,47,14,"",251,251,251,"","","","","","","","","","","","","","",""
"proP_3","","Proline/betaine transporter",9,9,1,1,117,47,24,"",1295,1295,1295,"","","","","","","","","","","","","","",""
"group_3787","","hypothetical protein",9,9,1,1,118,47,34,"",1139,1139,1139,"","","","","","","","","","","","","","",""
"ifcA_2","","Fumarate reductase flavoprotein subunit",9,9,1,1,119,47,33,"",1403,1403,1403,"","","","","","","","","","","","","","",""
"catM_2","","HTH-type transcriptional regulator CatM",9,9,1,1,120,47,32,"",926,926,926,"","","","","","","","","","","","","","",""
"group_3791","","hypothetical protein",9,9,1,1,100,47,6,"",392,392,392,"","","","","","","","","","","","","","",""
"dsbC_2","","Thiol:disulfide interchange protein DsbC",9,9,1,1,99,47,5,"",749,749,749,"","","","","","","","","","","","","","",""
"group_3793","","hypothetical protein",9,9,1,10,7,228,16,"",254,254,254,"","","","","","","","","","","","","","",""
"group_3794","","hypothetical protein",9,9,1,10,8,228,15,"",227,227,227,"","","","","","","","","","","","","","",""
"group_3797","","hypothetical protein",9,9,1,10,17,228,11,"",590,590,590,"","","","","","","","","","","","","","",""
"group_3798","","hypothetical protein",9,9,1,10,16,228,10,"",269,269,269,"","","","","","","","","","","","","","",""
"group_3799","","hypothetical protein",9,9,1,10,14,228,8,"",935,935,935,"","","","","","","","","","","","","","",""
"group_3804","","hypothetical protein",9,9,1,1,216,1,679,"",122,122,122,"","","","","","","","","","","","","","",""
"group_3805","","hypothetical protein",9,9,1,1,217,1,680,"",398,398,398,"","","","","","","","","","","","","","",""
"group_3806","","hypothetical protein",9,9,1,1,218,1,681,"",392,392,392,"","","","","","","","","","","","","","",""
"group_3812","","hypothetical protein",9,9,1,1,1346,1,983,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1253,1253,1253,"","","","","","","","","","","","","","",""
"group_3813","","hypothetical protein",9,9,1,9,7,227,5,"",221,221,221,"","","","","","","","","","","","","","",""
"group_3814","","hypothetical protein",9,9,1,9,8,227,6,"",383,383,383,"","","","","","","","","","","","","","",""
"group_387","oadB_1","Oxaloacetate decarboxylase beta chain",9,9,1,1,2543,427,2,"",263,1301,385,"","","","","","","","","","","","","","",""
"group_541","","hypothetical protein",9,9,1,1,3732,71,3,"",173,455,361,"","","","","","","","","","","","","","",""
"group_633","","hypothetical protein",9,9,1,1,956,1,909,"",401,422,419,"","","","","","","","","","","","","","",""
"group_638","","hypothetical protein",9,9,1,9,11,227,23,"",1259,2375,1992,"","","","","","","","","","","","","","",""
"group_705","RBKS_2","Ribokinase",9,9,1,1,3575,1,493,"",401,1226,1042,"","","","","","","","","","","","","","",""
"group_793","rhsA","putative deoxyribonuclease RhsA",9,9,1,1,171,7,3,"",2774,2774,2774,"","","","","","","","","","","","","","",""
"group_816","","IS1 family transposase IS1X2",9,9,1,1,226,1,990,"",266,293,290,"","","","","","","","","","","","","","",""
"group_848","tsr_2","Methyl-accepting chemotaxis protein I",9,9,1,1,6188,1,392,"",389,1661,954,"","","","","","","","","","","","","","",""
"group_1129","","hypothetical protein",8,8,1,1,3823,1,594,"",599,1058,735,"","","","","","","","","","","","","","",""
"group_1136","","hypothetical protein",8,8,1,1,3824,1,595,"",1400,3176,2751,"","","","","","","","","","","","","","",""
"group_1137","","hypothetical protein",8,8,1,10,5,228,4,"",722,908,853,"","","","","","","","","","","","","","",""
"group_142","","hypothetical protein",8,8,1,1,1064,1,43,"",170,1064,595,"","","","","","","","","","","","","","",""
"group_1765","","IS1 family transposase IS1R",8,8,1,1,3847,1,645,"",377,377,377,"","","","","","","","","","","","","","",""
"group_1785","","hypothetical protein",8,8,1,1,955,1,908,"",191,191,191,"","","","","","","","","","","","","","",""
"group_179","","Tn3 family transposase Tn3",8,8,1,1,1199,1,1127,"",245,2252,1080,"","","","","","","","","","","","","","",""
"group_1804","","hypothetical protein",8,8,1,1,3829,1,650,"",725,1205,1145,"","","","","","","","","","","","","","",""
"parM","","Plasmid segregation protein ParM",8,8,1,11,1,229,1,"",695,1034,949,"","","","","","","","","","","","","","",""
"group_1817","","hypothetical protein",8,8,1,9,15,227,19,"",137,332,307,"","","","","","","","","","","","","","",""
"group_1818","","hypothetical protein",8,8,1,9,14,227,20,"",188,260,197,"","","","","","","","","","","","","","",""
"umuD","","Protein UmuD",8,8,1,1,105,47,12,"",353,434,403,"","","","","","","","","","","","","","",""
"group_1834","smc_2","Chromosome partition protein Smc",8,8,1,1,205,1,668,"",155,1220,1086,"","","","","","","","","","","","","","",""
"group_225","pepT","Peptidase T",8,8,1,1,3565,91,2,"",266,1229,777,"","","","","","","","","","","","","","",""
"rpsT","","30S ribosomal protein S20",8,8,1,1,5,215,1,"",263,263,263,"","","","","","","","","","","DFEIMHLH_02508","","","",""
"group_289","","hypothetical protein",8,8,1,1,6046,123,2,"",497,1388,1251,"","","","","","","","","","","","","","",""
"group_298","pdeF_2","hypothetical protein",8,8,1,1,4046,283,1,"",464,2213,687,"","","","","","","","","","","","","","",""
"group_3413","","hypothetical protein",8,8,1,1,5603,2,5,"",338,338,338,"","","","","","","","","","","","","PGKCJFEA_03734","",""
"group_3448","","hypothetical protein",8,8,1,59,1,438,1,"Investigate",197,197,197,"","","","","","","","","","","","","","",""
"group_346","","hypothetical protein",8,8,1,1,3359,1,357,"",296,500,336,"","","","","","","","","","","","","","",""
"group_3536","","hypothetical protein",8,8,1,1,1283,1,9,"",233,233,233,"","","","","","","","","","","","","","",""
"group_3682","","hypothetical protein",8,8,1,1,116,47,23,"",425,425,425,"","","","","","","","","","","","","","",""
"group_3683","","hypothetical protein",8,8,1,1,110,47,17,"",386,386,386,"","","","","","","","","","","","","","",""
"group_3689","","hypothetical protein",8,8,1,1,3825,1,636,"",872,872,872,"","","","","","","","","","","","","","",""
"group_3690","","hypothetical protein",8,8,1,12,6,230,1,"",1046,1046,1046,"","","","","","","","","","","","","","",""
"group_3701","","hypothetical protein",8,8,1,1,3830,1,651,"",200,200,200,"","","","","","","","","","","","","","",""
"group_3790","","hypothetical protein",8,8,1,1,101,47,7,"",422,422,422,"","","","","","","","","","","","","","",""
"group_3795","","hypothetical protein",8,8,1,10,10,228,13,"",536,536,536,"","","","","","","","","","","","","","",""
"group_3796","","hypothetical protein",8,8,1,10,11,228,12,"",257,257,257,"","","","","","","","","","","","","","",""
"group_3803","","Glycine betaine transporter",8,8,1,1,225,1,989,"",1997,1997,1997,"","","","","","","","","","","","","","",""
"group_3815","","hypothetical protein",8,8,1,10,3,228,2,"",1181,1181,1181,"","","","","","","","","","","","","","",""
"group_3816","","hypothetical protein",8,8,1,10,4,228,3,"",329,329,329,"","","","","","","","","","","","","","",""
"group_3819","","hypothetical protein",8,8,1,1,203,1,666,"",1319,1319,1319,"","","","","","","","","","","","","","",""
"group_3820","","hypothetical protein",8,8,1,1,204,1,667,"",215,215,215,"","","","","","","","","","","","","","",""
"group_3824","","hypothetical protein",8,8,1,9,16,227,18,"",1145,1145,1145,"","","","","","","","","","","","","","",""
"group_3859","","hypothetical protein",8,8,1,1,3002,177,1,"",851,851,851,"","","","","","","","","","","","","","",""
"group_3877","","hypothetical protein",8,8,1,1,3060,434,1,"",395,395,395,"","","","","","","","","AHAJJFKC_01740","","","","","",""
"group_864","","hypothetical protein",8,8,1,1,1994,106,1,"",188,575,526,"","","","","","","","","","","","KNJLKBEO_03539","","",""
"group_993","apbC","Iron-sulfur cluster carrier protein",8,8,1,1,5878,93,2,"",443,1109,1025,"","","","","","","","","","","","","","",""
"traI_1","","Multifunctional conjugation protein TraI",7,7,1,1,893,1,811,"",5270,5270,5270,"","","","","","","","","","","","","","",""
"traV","","Protein TraV",7,7,1,1,929,1,841,"",515,515,515,"","","","","","","","","","","","","","",""
"group_1120","","IS91 family transposase ISSbo1",7,7,1,1,1192,1,247,"",524,1199,671,"","","","","","","","","","","","","","",""
"group_1146","","hypothetical protein",7,7,1,1,3358,1,358,"",206,206,206,"","","","","","","","","","","","","","",""
"traD","","Coupling protein TraD",7,7,1,1,894,1,814,"",2153,2234,2198,"","","","","","","","","","","","","","",""
"group_1775","","hypothetical protein",7,7,1,1,922,1,837,"",386,386,386,"","","","","","","","","","","","","","",""
"group_1776","","hypothetical protein",7,7,1,1,930,1,842,"",251,251,251,"","","","","","","","","","","","","","",""
"group_1777","","hypothetical protein",7,7,1,1,934,1,845,"",761,1427,1331,"","","","","","","","","","","","","","",""
"group_1781","","hypothetical protein",7,7,1,1,946,1,857,"",719,719,719,"","","","","","","","","","","","","","",""
"group_1805","","hypothetical protein",7,7,1,11,5,229,5,"",344,557,496,"","","","","","","","","","","","","","",""
"ylpA","","Lipoprotein YlpA",7,7,1,1,901,1,815,"",731,776,738,"","","","","","","","","","","","","","",""
"group_1840","","hypothetical protein",7,7,1,1,1066,1,45,"",161,161,161,"","","","","","","","","","","","","","",""
"group_1857","traC","Protein TraC",7,7,1,1,927,1,838,"",2525,2630,2612,"","","","","","","","","","","","","","",""
"group_202","fruA_2","PTS system fructose-specific EIIB'BC component",7,7,1,1,5929,451,1,"",380,1688,1103,"IIHPGJAB_03432","","","","","","","","","","","","","",""
"group_248","mltF","Membrane-bound lytic murein transglycosylase F",7,7,1,1,4052,410,1,"",554,1544,1100,"","","","","","","","","","","","","","",""
"group_266","oadA","Oxaloacetate decarboxylase alpha chain",7,7,1,1,253,15,4,"",959,1772,1075,"","","","","","","","","","","","","","",""
"group_305","clpA","ATP-dependent Clp protease ATP-binding subunit ClpA",7,7,1,1,4351,1,386,"",107,2276,1645,"","","","","","","","","","","","","","",""
"group_3523","","hypothetical protein",7,7,1,34,1,280,12,"",233,233,233,"","","","","","","","","","","","","","",""
"group_3524","","hypothetical protein",7,7,1,34,2,280,13,"",560,560,560,"","","","","","","","","","","","","","",""
"mbeC_1","","Mobilization protein MbeC",7,7,1,34,17,280,14,"",338,338,338,"","","","","","","","","","","","","","",""
"group_3526","","hypothetical protein",7,7,1,34,3,280,1,"",839,839,839,"","","","","","","","","","","","","","",""
"group_354","pnbA","Para-nitrobenzyl esterase",7,7,1,1,4988,1,527,"",641,1508,1173,"","","","","","","","","","","","","","",""
"group_3553","","hypothetical protein",7,7,1,1,916,1,830,"",743,743,743,"","","","","","","","","","","","","","",""
"group_3558","","hypothetical protein",7,7,1,1,920,1,835,"",992,992,992,"","","","","","","","","","","","","","",""
"group_3559","","hypothetical protein",7,7,1,1,921,1,836,"",632,632,632,"","","","","","","","","","","","","","",""
"group_3562","","hypothetical protein",7,7,1,1,935,1,846,"",728,728,728,"","","","","","","","","","","","","","",""
"group_3563","","hypothetical protein",7,7,1,1,936,1,847,"",566,566,566,"","","","","","","","","","","","","","",""
"group_3564","","hypothetical protein",7,7,1,1,937,1,848,"",311,311,311,"","","","","","","","","","","","","","",""
"group_3652","","hypothetical protein",7,7,1,1,3375,1,294,"",377,377,377,"","","","","","","","","","","","","","",""
"group_3653","","hypothetical protein",7,7,1,1,3376,1,295,"",314,314,314,"","","","","","","","","","","","","","",""
"group_3654","","hypothetical protein",7,7,1,1,3377,1,296,"",311,311,311,"","","","","","","","","","","","","","",""
