"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5905069","NDSU1","SRR14766415","SRR14766399","SRR3037435","SRR16506855","SRR16297815","SRR14766441","SRR2911775","SRR5905029","SRR7638087","SRR2994394","SRR14766408","SRR11043408","SRR3037400"
"group_2088","","hypothetical protein",573,573,1,1,3059,31,2,"",446,446,446,"CNBCECDA_02636","GEPIEMCB_00789","FGNPIGJI_00622","MAMCPOAM_02617","CKPEMOEN_03017","MMJAGEHG_00623","DCCGOOHM_00623","IOEMIFOP_00046","NCJKFECA_02911","PLHCNFHB_00046","HNLCLDHN_00623","NNGIMOCL_00046","IEICFKFC_00047","OBBHNEFO_00624","JILAKEMF_00623"
"yjmC","","putative oxidoreductase YjmC",573,573,1,1,2822,1,455,"",902,902,902,"CNBCECDA_02742","GEPIEMCB_01144","FGNPIGJI_00267","MAMCPOAM_01810","CKPEMOEN_01089","MMJAGEHG_00268","DCCGOOHM_00268","IOEMIFOP_00402","NCJKFECA_01881","PLHCNFHB_00402","HNLCLDHN_00268","NNGIMOCL_00401","IEICFKFC_00402","OBBHNEFO_00268","JILAKEMF_00268"
"galP","","Galactose-proton symporter",573,573,1,1,2814,1,466,"",1394,1394,1394,"CNBCECDA_02750","GEPIEMCB_01152","FGNPIGJI_00259","MAMCPOAM_01818","CKPEMOEN_01081","MMJAGEHG_00260","DCCGOOHM_00260","IOEMIFOP_00410","NCJKFECA_01889","PLHCNFHB_00410","HNLCLDHN_00260","NNGIMOCL_00409","IEICFKFC_00410","OBBHNEFO_00260","JILAKEMF_00260"
"sprT","","Protein SprT",573,573,1,1,2813,1,467,"",455,455,455,"CNBCECDA_02751","GEPIEMCB_01153","FGNPIGJI_00258","MAMCPOAM_01819","CKPEMOEN_01080","MMJAGEHG_00259","DCCGOOHM_00259","IOEMIFOP_00411","NCJKFECA_01890","PLHCNFHB_00411","HNLCLDHN_00259","NNGIMOCL_00410","IEICFKFC_00411","OBBHNEFO_00259","JILAKEMF_00259"
"endA","","Endonuclease-1",573,573,1,1,2812,1,468,"",707,707,707,"CNBCECDA_02752","GEPIEMCB_01154","FGNPIGJI_00257","MAMCPOAM_01820","CKPEMOEN_01079","MMJAGEHG_00258","DCCGOOHM_00258","IOEMIFOP_00412","NCJKFECA_01891","PLHCNFHB_00412","HNLCLDHN_00258","NNGIMOCL_00411","IEICFKFC_00412","OBBHNEFO_00258","JILAKEMF_00258"
"rsmE","","Ribosomal RNA small subunit methyltransferase E",573,573,1,1,2811,1,469,"",731,731,731,"CNBCECDA_02753","GEPIEMCB_01155","FGNPIGJI_00256","MAMCPOAM_01821","CKPEMOEN_01078","MMJAGEHG_00257","DCCGOOHM_00257","IOEMIFOP_00413","NCJKFECA_01892","PLHCNFHB_00413","HNLCLDHN_00257","NNGIMOCL_00412","IEICFKFC_00413","OBBHNEFO_00257","JILAKEMF_00257"
"gshB","","Glutathione synthetase",573,573,1,1,2810,1,470,"",947,947,947,"CNBCECDA_02754","GEPIEMCB_01156","FGNPIGJI_00255","MAMCPOAM_01822","CKPEMOEN_01077","MMJAGEHG_00256","DCCGOOHM_00256","IOEMIFOP_00414","NCJKFECA_01893","PLHCNFHB_00414","HNLCLDHN_00256","NNGIMOCL_00413","IEICFKFC_00414","OBBHNEFO_00256","JILAKEMF_00256"
"group_2240","","hypothetical protein",573,573,1,1,2809,1,471,"",563,563,563,"CNBCECDA_02755","GEPIEMCB_01157","FGNPIGJI_00254","MAMCPOAM_01823","CKPEMOEN_01076","MMJAGEHG_00255","DCCGOOHM_00255","IOEMIFOP_00415","NCJKFECA_01894","PLHCNFHB_00415","HNLCLDHN_00255","NNGIMOCL_00414","IEICFKFC_00415","OBBHNEFO_00255","JILAKEMF_00255"
"yqgF","","Putative pre-16S rRNA nuclease",573,573,1,1,2808,1,472,"",416,416,416,"CNBCECDA_02756","GEPIEMCB_01158","FGNPIGJI_00253","MAMCPOAM_01824","CKPEMOEN_01075","MMJAGEHG_00254","DCCGOOHM_00254","IOEMIFOP_00416","NCJKFECA_01895","PLHCNFHB_00416","HNLCLDHN_00254","NNGIMOCL_00415","IEICFKFC_00416","OBBHNEFO_00254","JILAKEMF_00254"
"group_2242","","hypothetical protein",573,573,1,1,2807,1,473,"",686,686,686,"CNBCECDA_02757","GEPIEMCB_01159","FGNPIGJI_00252","MAMCPOAM_01825","CKPEMOEN_01074","MMJAGEHG_00253","DCCGOOHM_00253","IOEMIFOP_00417","NCJKFECA_01896","PLHCNFHB_00417","HNLCLDHN_00253","NNGIMOCL_00416","IEICFKFC_00417","OBBHNEFO_00253","JILAKEMF_00253"
"yggS","","Pyridoxal phosphate homeostasis protein",573,573,1,1,2805,1,475,"",704,704,704,"CNBCECDA_02759","GEPIEMCB_01161","FGNPIGJI_00250","MAMCPOAM_01827","CKPEMOEN_01072","MMJAGEHG_00251","DCCGOOHM_00251","IOEMIFOP_00419","NCJKFECA_01898","PLHCNFHB_00419","HNLCLDHN_00251","NNGIMOCL_00418","IEICFKFC_00419","OBBHNEFO_00251","JILAKEMF_00251"
"group_2246","","hypothetical protein",573,573,1,1,2803,1,477,"",290,290,290,"CNBCECDA_02761","GEPIEMCB_01163","FGNPIGJI_00248","MAMCPOAM_01829","CKPEMOEN_01070","MMJAGEHG_00249","DCCGOOHM_00249","IOEMIFOP_00421","NCJKFECA_01900","PLHCNFHB_00421","HNLCLDHN_00249","NNGIMOCL_00420","IEICFKFC_00421","OBBHNEFO_00249","JILAKEMF_00249"
"rdgB","","dITP/XTP pyrophosphatase",573,573,1,1,2802,1,478,"",593,593,593,"CNBCECDA_02762","GEPIEMCB_01164","FGNPIGJI_00247","MAMCPOAM_01830","CKPEMOEN_01069","MMJAGEHG_00248","DCCGOOHM_00248","IOEMIFOP_00422","NCJKFECA_01901","PLHCNFHB_00422","HNLCLDHN_00248","NNGIMOCL_00421","IEICFKFC_00422","OBBHNEFO_00248","JILAKEMF_00248"
"group_2248","","hypothetical protein",573,573,1,1,2800,1,480,"",1007,1007,1007,"CNBCECDA_02764","GEPIEMCB_01166","FGNPIGJI_00245","MAMCPOAM_01832","CKPEMOEN_01067","MMJAGEHG_00246","DCCGOOHM_00246","IOEMIFOP_00424","NCJKFECA_01903","PLHCNFHB_00424","HNLCLDHN_00246","NNGIMOCL_00423","IEICFKFC_00424","OBBHNEFO_00246","JILAKEMF_00246"
"ansB_1","","L-asparaginase 2",573,573,1,1,2799,1,481,"",1046,1046,1046,"CNBCECDA_02765","GEPIEMCB_01167","FGNPIGJI_00244","MAMCPOAM_01833","CKPEMOEN_01066","MMJAGEHG_00245","DCCGOOHM_00245","IOEMIFOP_00425","NCJKFECA_01904","PLHCNFHB_00425","HNLCLDHN_00245","NNGIMOCL_00424","IEICFKFC_00425","OBBHNEFO_00245","JILAKEMF_00245"
"group_2250","","hypothetical protein",573,573,1,1,2798,1,482,"",719,719,719,"CNBCECDA_02766","GEPIEMCB_01168","FGNPIGJI_00243","MAMCPOAM_01834","CKPEMOEN_01065","MMJAGEHG_00244","DCCGOOHM_00244","IOEMIFOP_00426","NCJKFECA_01905","PLHCNFHB_00426","HNLCLDHN_00244","NNGIMOCL_00425","IEICFKFC_00426","OBBHNEFO_00244","JILAKEMF_00244"
"group_2251","","putative protein",573,573,1,1,2797,1,483,"",326,326,326,"CNBCECDA_02767","GEPIEMCB_01169","FGNPIGJI_00242","MAMCPOAM_01835","CKPEMOEN_01064","MMJAGEHG_00243","DCCGOOHM_00243","IOEMIFOP_00427","NCJKFECA_01906","PLHCNFHB_00427","HNLCLDHN_00243","NNGIMOCL_00426","IEICFKFC_00427","OBBHNEFO_00243","JILAKEMF_00243"
"trmB","","tRNA (guanine-N(7)-)-methyltransferase",573,573,1,1,2796,1,484,"",707,719,718,"CNBCECDA_02768","GEPIEMCB_01170","FGNPIGJI_00241","MAMCPOAM_01836","CKPEMOEN_01063","MMJAGEHG_00242","DCCGOOHM_00242","IOEMIFOP_00428","NCJKFECA_01907","PLHCNFHB_00428","HNLCLDHN_00242","NNGIMOCL_00427","IEICFKFC_00428","OBBHNEFO_00242","JILAKEMF_00242"
"mutY","","Adenine DNA glycosylase",573,573,1,1,2795,1,485,"",1052,1052,1052,"CNBCECDA_02769","GEPIEMCB_01171","FGNPIGJI_00240","MAMCPOAM_01837","CKPEMOEN_01062","MMJAGEHG_00241","DCCGOOHM_00241","IOEMIFOP_00429","NCJKFECA_01908","PLHCNFHB_00429","HNLCLDHN_00241","NNGIMOCL_00428","IEICFKFC_00429","OBBHNEFO_00241","JILAKEMF_00241"
"yggX","","putative Fe(2+)-trafficking protein",573,573,1,1,2794,1,486,"",275,275,275,"CNBCECDA_02770","GEPIEMCB_01172","FGNPIGJI_00239","MAMCPOAM_01838","CKPEMOEN_01061","MMJAGEHG_00240","DCCGOOHM_00240","IOEMIFOP_00430","NCJKFECA_01909","PLHCNFHB_00430","HNLCLDHN_00240","NNGIMOCL_00429","IEICFKFC_00430","OBBHNEFO_00240","JILAKEMF_00240"
"mltC","","Membrane-bound lytic murein transglycosylase C",573,573,1,1,2793,1,487,"",1085,1085,1085,"CNBCECDA_02771","GEPIEMCB_01173","FGNPIGJI_00238","MAMCPOAM_01839","CKPEMOEN_01060","MMJAGEHG_00239","DCCGOOHM_00239","IOEMIFOP_00431","NCJKFECA_01910","PLHCNFHB_00431","HNLCLDHN_00239","NNGIMOCL_00430","IEICFKFC_00431","OBBHNEFO_00239","JILAKEMF_00239"
"nupG","","Nucleoside permease NupG",573,573,1,1,2792,1,488,"",1256,1256,1256,"CNBCECDA_02772","GEPIEMCB_01174","FGNPIGJI_00237","MAMCPOAM_01840","CKPEMOEN_01059","MMJAGEHG_00238","DCCGOOHM_00238","IOEMIFOP_00432","NCJKFECA_01911","PLHCNFHB_00432","HNLCLDHN_00238","NNGIMOCL_00431","IEICFKFC_00432","OBBHNEFO_00238","JILAKEMF_00238"
"ulaA_1","","Ascorbate-specific PTS system EIIC component",573,573,1,1,4322,36,1,"",1343,1343,1343,"CNBCECDA_00780","GEPIEMCB_03274","FGNPIGJI_01688","MAMCPOAM_01968","CKPEMOEN_00456","MMJAGEHG_00788","DCCGOOHM_01663","IOEMIFOP_00788","NCJKFECA_02574","PLHCNFHB_01574","HNLCLDHN_02303","NNGIMOCL_03684","IEICFKFC_00789","OBBHNEFO_01206","JILAKEMF_00788"
"ompL","","Porin OmpL",573,573,1,1,2230,85,2,"",692,692,692,"CNBCECDA_03916","GEPIEMCB_04121","FGNPIGJI_04244","MAMCPOAM_03515","CKPEMOEN_03605","MMJAGEHG_04083","DCCGOOHM_03963","IOEMIFOP_04031","NCJKFECA_03552","PLHCNFHB_03872","HNLCLDHN_03783","NNGIMOCL_03174","IEICFKFC_03702","OBBHNEFO_04088","JILAKEMF_03880"
"group_3200","","hypothetical protein",573,573,1,1,5615,32,2,"",1142,1142,1142,"CNBCECDA_03371","GEPIEMCB_04286","FGNPIGJI_04473","MAMCPOAM_03905","CKPEMOEN_04002","MMJAGEHG_04723","DCCGOOHM_04629","IOEMIFOP_04123","NCJKFECA_02429","PLHCNFHB_03315","HNLCLDHN_02895","NNGIMOCL_04500","IEICFKFC_02435","OBBHNEFO_03657","JILAKEMF_03073"
"group_3211","","hypothetical protein",573,573,1,1,5601,2,7,"",434,434,434,"CNBCECDA_03358","GEPIEMCB_04299","FGNPIGJI_04460","","CKPEMOEN_04015","MMJAGEHG_04710","DCCGOOHM_04642","IOEMIFOP_04136","NCJKFECA_02442","PLHCNFHB_03328","HNLCLDHN_02882","NNGIMOCL_04513","IEICFKFC_02422","OBBHNEFO_03670","JILAKEMF_03060"
"group_3220","","hypothetical protein",573,573,1,1,5528,2,40,"",149,149,149,"CNBCECDA_03347","GEPIEMCB_04330","FGNPIGJI_03682","MAMCPOAM_04326","CKPEMOEN_02343","MMJAGEHG_04774","DCCGOOHM_04671","IOEMIFOP_04646","NCJKFECA_03128","PLHCNFHB_02692","HNLCLDHN_02877","NNGIMOCL_01335","IEICFKFC_03960","OBBHNEFO_03034","JILAKEMF_03757"
"group_3411","","hypothetical protein",573,573,1,1,17,153,1,"",209,209,209,"CNBCECDA_01244","","FGNPIGJI_02458","MAMCPOAM_03580","CKPEMOEN_01604","MMJAGEHG_01586","DCCGOOHM_01793","IOEMIFOP_02927","NCJKFECA_00784","PLHCNFHB_00679","HNLCLDHN_01102","NNGIMOCL_02700","IEICFKFC_01166","OBBHNEFO_01103","JILAKEMF_01587"
"narU","","Nitrate/nitrite transporter NarU",573,573,1,1,5039,1,508,"",467,1388,1386,"CNBCECDA_00937","GEPIEMCB_00298","FGNPIGJI_00965","MAMCPOAM_02654","CKPEMOEN_00299","MMJAGEHG_01895","DCCGOOHM_00851","IOEMIFOP_01452","NCJKFECA_00109","PLHCNFHB_02239","HNLCLDHN_01221","NNGIMOCL_02340","IEICFKFC_02311","OBBHNEFO_01871","JILAKEMF_01895"
"speC","","Constitutive ornithine decarboxylase",573,573,1,1,2791,1,489,"",1175,2135,2133,"CNBCECDA_02773","GEPIEMCB_01175","FGNPIGJI_00236","MAMCPOAM_01841","CKPEMOEN_01058","MMJAGEHG_00237","DCCGOOHM_00237","IOEMIFOP_00433","NCJKFECA_01912","PLHCNFHB_00433","HNLCLDHN_00237","NNGIMOCL_00432","IEICFKFC_00433","OBBHNEFO_00237","JILAKEMF_00237"
"ytfF","","Inner membrane protein YtfF",573,573,1,1,6050,62,2,"",749,965,962,"CNBCECDA_01482","GEPIEMCB_02225","FGNPIGJI_02220","MAMCPOAM_00306","CKPEMOEN_01366","MMJAGEHG_01348","DCCGOOHM_02031","IOEMIFOP_03576","NCJKFECA_00546","PLHCNFHB_00917","HNLCLDHN_00864","NNGIMOCL_02495","IEICFKFC_01404","OBBHNEFO_00865","JILAKEMF_01349"
"group_1052","","hypothetical protein",572,572,1,1,5659,1,260,"",197,296,295,"CNBCECDA_03414","GEPIEMCB_04242","FGNPIGJI_02769","MAMCPOAM_04363","CKPEMOEN_03959","MMJAGEHG_03425","DCCGOOHM_03307","IOEMIFOP_04080","NCJKFECA_02386","PLHCNFHB_03272","HNLCLDHN_02937","NNGIMOCL_04070","IEICFKFC_02477","OBBHNEFO_03614","JILAKEMF_03115"
"ompD_1","","Outer membrane porin protein OmpD",572,628,1.1,1,5050,NA,NA,"",323,1088,608,"CNBCECDA_00933","GEPIEMCB_00302","FGNPIGJI_00969","MAMCPOAM_02658	MAMCPOAM_02659","CKPEMOEN_00303","MMJAGEHG_01899","DCCGOOHM_00855","IOEMIFOP_01456","NCJKFECA_00105","PLHCNFHB_02243","HNLCLDHN_01217","NNGIMOCL_02344","IEICFKFC_02315","OBBHNEFO_01875","JILAKEMF_01899"
"group_1704","","hypothetical protein",572,572,1,1,5954,1,580,"",377,377,377,"CNBCECDA_03654","GEPIEMCB_04831","FGNPIGJI_03008","MAMCPOAM_03349","CKPEMOEN_03580","MMJAGEHG_03664","DCCGOOHM_03545","IOEMIFOP_02288","NCJKFECA_04692","PLHCNFHB_03032","HNLCLDHN_03176","NNGIMOCL_03010","IEICFKFC_02716","OBBHNEFO_03374","JILAKEMF_03354"
"group_1733","","hypothetical protein",572,572,1,1,5956,1,1005,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",284,311,284,"CNBCECDA_03652","GEPIEMCB_04833","FGNPIGJI_03006","MAMCPOAM_03351","CKPEMOEN_03578","MMJAGEHG_03662","DCCGOOHM_03543","IOEMIFOP_02290","NCJKFECA_04690","PLHCNFHB_03034","HNLCLDHN_03174","NNGIMOCL_03008","IEICFKFC_02714","OBBHNEFO_03376","JILAKEMF_03352"
"group_1736","","hypothetical protein",572,572,1,1,3686,1,565,"",125,428,426,"CNBCECDA_04723","GEPIEMCB_04839","FGNPIGJI_04710","MAMCPOAM_04148","CKPEMOEN_04438","MMJAGEHG_04453","DCCGOOHM_04411","IOEMIFOP_04330","NCJKFECA_04700","PLHCNFHB_04741","HNLCLDHN_04539","NNGIMOCL_03741","IEICFKFC_04455","OBBHNEFO_04717","JILAKEMF_04722"
"treY","","Maltooligosyl trehalose synthase",572,572,1,1,5070,17,7,"",728,2867,2525,"CNBCECDA_00918","GEPIEMCB_00317","FGNPIGJI_00984","MAMCPOAM_03033","CKPEMOEN_00318","MMJAGEHG_01914","DCCGOOHM_00869","IOEMIFOP_01471","NCJKFECA_00090","PLHCNFHB_02258","HNLCLDHN_01202","NNGIMOCL_02359","IEICFKFC_02330","OBBHNEFO_01890","JILAKEMF_01914"
"group_1932","","hypothetical protein",572,572,1,1,5013,29,1,"",620,620,620,"CNBCECDA_00963","GEPIEMCB_00272","FGNPIGJI_00939","MAMCPOAM_03346","CKPEMOEN_00273","MMJAGEHG_01869","DCCGOOHM_00825","IOEMIFOP_01426","NCJKFECA_00135","PLHCNFHB_02213","HNLCLDHN_01247","NNGIMOCL_02314","IEICFKFC_02285","OBBHNEFO_01845","JILAKEMF_01869"
"group_1948","","hypothetical protein",572,572,1,1,5046,1,520,"",440,440,440,"CNBCECDA_00934","GEPIEMCB_00301","FGNPIGJI_00968","MAMCPOAM_02657","CKPEMOEN_00302","MMJAGEHG_01898","DCCGOOHM_00854","IOEMIFOP_01455","NCJKFECA_00106","PLHCNFHB_02242","HNLCLDHN_01218","NNGIMOCL_02343","IEICFKFC_02314","OBBHNEFO_01874","JILAKEMF_01898"
"pyrC","","Dihydroorotase",572,572,1,1,5496,28,1,"",1046,1046,1046,"CNBCECDA_03317","GEPIEMCB_00714","FGNPIGJI_03652","MAMCPOAM_00846","CKPEMOEN_02373","MMJAGEHG_03090","DCCGOOHM_01266","IOEMIFOP_03700","NCJKFECA_03158","PLHCNFHB_02722","HNLCLDHN_02847","NNGIMOCL_01305","IEICFKFC_03990","OBBHNEFO_03064","JILAKEMF_03727"
"dinI_1","","DNA damage-inducible protein I",572,572,1,1,5497,28,2,"",245,245,245,"CNBCECDA_03318","GEPIEMCB_00715","FGNPIGJI_03653","MAMCPOAM_00847","CKPEMOEN_02372","MMJAGEHG_03089","DCCGOOHM_01267","IOEMIFOP_03701","NCJKFECA_03157","PLHCNFHB_02721","HNLCLDHN_02848","NNGIMOCL_01306","IEICFKFC_03989","OBBHNEFO_03063","JILAKEMF_03728"
"yggR","","putative protein YggR",572,572,1,1,2806,1,474,"",980,980,980,"CNBCECDA_02758","GEPIEMCB_01160","FGNPIGJI_00251","MAMCPOAM_01826","CKPEMOEN_01073","MMJAGEHG_00252","DCCGOOHM_00252","IOEMIFOP_00418","NCJKFECA_01897","PLHCNFHB_00418","HNLCLDHN_00252","NNGIMOCL_00417","IEICFKFC_00418","OBBHNEFO_00252","JILAKEMF_00252"
"group_2245","","hypothetical protein",572,572,1,1,2804,1,476,"",566,566,566,"CNBCECDA_02760","GEPIEMCB_01162","FGNPIGJI_00249","MAMCPOAM_01828","CKPEMOEN_01071","MMJAGEHG_00250","DCCGOOHM_00250","IOEMIFOP_00420","NCJKFECA_01899","PLHCNFHB_00420","HNLCLDHN_00250","NNGIMOCL_00419","IEICFKFC_00420","OBBHNEFO_00250","JILAKEMF_00250"
"group_3188","","hypothetical protein",572,572,1,1,5629,6,7,"",227,227,227,"CNBCECDA_03385","GEPIEMCB_04272","FGNPIGJI_04487","MAMCPOAM_03919","CKPEMOEN_03988","MMJAGEHG_04737","DCCGOOHM_04615","IOEMIFOP_04109","NCJKFECA_02415","PLHCNFHB_03301","HNLCLDHN_02909","NNGIMOCL_04486","IEICFKFC_02449","OBBHNEFO_03643","JILAKEMF_03087"
"rcbA","","Double-strand break reduction protein",572,572,1,1,3685,1,563,"",185,185,185,"CNBCECDA_04724","GEPIEMCB_04840","FGNPIGJI_04709","MAMCPOAM_04147","CKPEMOEN_04439","MMJAGEHG_04454","DCCGOOHM_04412","IOEMIFOP_04331","NCJKFECA_04701","PLHCNFHB_04742","HNLCLDHN_04538","NNGIMOCL_03740","IEICFKFC_04456","OBBHNEFO_04716","JILAKEMF_04723"
"recT","","Protein RecT",572,572,1,1,3684,1,562,"",830,830,830,"CNBCECDA_04725","GEPIEMCB_04841","FGNPIGJI_04708","MAMCPOAM_04146","CKPEMOEN_04440","MMJAGEHG_04455","DCCGOOHM_04413","IOEMIFOP_04332","NCJKFECA_04702","PLHCNFHB_04743","HNLCLDHN_04537","NNGIMOCL_03739","IEICFKFC_04457","OBBHNEFO_04715","JILAKEMF_04724"
"dgaR_1","","Transcriptional regulatory protein DagR",572,572,1,1,6187,1,394,"",2051,2765,2754,"CNBCECDA_01352","GEPIEMCB_02095","FGNPIGJI_02350","MAMCPOAM_00665","CKPEMOEN_01496","MMJAGEHG_01478","DCCGOOHM_01901","IOEMIFOP_02819","NCJKFECA_00676","PLHCNFHB_00787","HNLCLDHN_00994","NNGIMOCL_02808","IEICFKFC_01274","OBBHNEFO_00995","JILAKEMF_01479"
"lldD_2","","Lactate 2-monooxygenase",572,572,1,1,4993,102,2,"",692,1139,1138,"CNBCECDA_00981","GEPIEMCB_00254","FGNPIGJI_00921","MAMCPOAM_03328","CKPEMOEN_00255","MMJAGEHG_01851","DCCGOOHM_00807","IOEMIFOP_01408","NCJKFECA_00153","PLHCNFHB_02195","HNLCLDHN_01265","NNGIMOCL_02296","IEICFKFC_02267","OBBHNEFO_01827","JILAKEMF_01851"
"group_85","","hypothetical protein",572,572,1,1,433,10,4,"",368,950,369,"CNBCECDA_04066","GEPIEMCB_01800","FGNPIGJI_03188","","CKPEMOEN_03853","MMJAGEHG_03883","DCCGOOHM_03763","IOEMIFOP_03115","NCJKFECA_03511","PLHCNFHB_04022","HNLCLDHN_03583","NNGIMOCL_03313","IEICFKFC_03852","OBBHNEFO_03888","JILAKEMF_04046"
"group_1284","","hypothetical protein",571,571,1,1,3196,181,1,"",275,755,754,"CNBCECDA_02505","GEPIEMCB_00920","FGNPIGJI_00491","","CKPEMOEN_03148","MMJAGEHG_00492","DCCGOOHM_00492","IOEMIFOP_00177","NCJKFECA_02781","PLHCNFHB_00177","HNLCLDHN_00492","NNGIMOCL_00177","IEICFKFC_00178","OBBHNEFO_00492","JILAKEMF_00492"
"yfdX","","hypothetical protein",571,571,1,1,2876,19,1,"",251,632,631,"CNBCECDA_02689","GEPIEMCB_01091","FGNPIGJI_00320","MAMCPOAM_04634","CKPEMOEN_01142","MMJAGEHG_00321","DCCGOOHM_00321","IOEMIFOP_00349","NCJKFECA_04508","PLHCNFHB_00349","HNLCLDHN_00321","NNGIMOCL_00348","IEICFKFC_00349","OBBHNEFO_00321","JILAKEMF_00321"
"ccmE","","Cytochrome c-type biogenesis protein CcmE",571,571,1,1,1434,18,4,"",281,479,478,"CNBCECDA_04710","GEPIEMCB_04811","FGNPIGJI_04672","MAMCPOAM_01659","CKPEMOEN_04695","MMJAGEHG_04768","DCCGOOHM_04667","IOEMIFOP_04672","NCJKFECA_04658","PLHCNFHB_04728","HNLCLDHN_04660","NNGIMOCL_04682","IEICFKFC_04681","OBBHNEFO_04682","JILAKEMF_04684"
"frmR","","Transcriptional repressor FrmR",571,571,1,1,4983,13,5,"",275,275,275,"CNBCECDA_00989","GEPIEMCB_00246","FGNPIGJI_00913","","CKPEMOEN_00247","MMJAGEHG_01843","DCCGOOHM_00799","IOEMIFOP_01400","NCJKFECA_00161","PLHCNFHB_02187","HNLCLDHN_01273","NNGIMOCL_02288","IEICFKFC_02259","OBBHNEFO_01819","JILAKEMF_01843"
"ail_1","","Attachment invasion locus protein",571,571,1,1,2875,19,2,"",536,536,536,"CNBCECDA_02690","GEPIEMCB_01092","FGNPIGJI_00319","MAMCPOAM_04635","CKPEMOEN_01141","MMJAGEHG_00320","DCCGOOHM_00320","IOEMIFOP_00350","NCJKFECA_04509","PLHCNFHB_00350","HNLCLDHN_00320","NNGIMOCL_00349","IEICFKFC_00350","OBBHNEFO_00320","JILAKEMF_00320"
"group_2322","","hypothetical protein",571,571,1,1,170,7,2,"",338,338,338,"CNBCECDA_02020","GEPIEMCB_01450","FGNPIGJI_02098","","CKPEMOEN_02683","MMJAGEHG_03021","DCCGOOHM_02990","IOEMIFOP_03286","NCJKFECA_01561","PLHCNFHB_03394","HNLCLDHN_03525","NNGIMOCL_00708","IEICFKFC_03160","OBBHNEFO_02992","JILAKEMF_02767"
"metAS","","Homoserine O-succinyltransferase",571,571,1,1,2004,30,4,"",929,929,929,"CNBCECDA_04362","GEPIEMCB_02418","FGNPIGJI_04149","MAMCPOAM_04618","CKPEMOEN_04386","MMJAGEHG_01155","DCCGOOHM_02224","IOEMIFOP_03245","NCJKFECA_04231","PLHCNFHB_01110","HNLCLDHN_00670","NNGIMOCL_02688","IEICFKFC_01598","OBBHNEFO_00671","JILAKEMF_01155"
"iraM","","Anti-adapter protein IraM",571,571,1,1,4530,201,1,"",362,362,362,"CNBCECDA_00594","GEPIEMCB_03671","FGNPIGJI_01502","MAMCPOAM_01511","CKPEMOEN_00642","MMJAGEHG_00974","DCCGOOHM_01475","IOEMIFOP_00974","NCJKFECA_03855","PLHCNFHB_01761","HNLCLDHN_02489","NNGIMOCL_01793","IEICFKFC_00976","OBBHNEFO_01394","JILAKEMF_00974"
"group_3399","","hypothetical protein",571,571,1,1,5955,1,581,"",464,464,464,"CNBCECDA_03653","GEPIEMCB_04832","FGNPIGJI_03007","MAMCPOAM_03350","CKPEMOEN_03579","MMJAGEHG_03663","DCCGOOHM_03544","IOEMIFOP_02289","NCJKFECA_04691","PLHCNFHB_03033","HNLCLDHN_03175","NNGIMOCL_03009","IEICFKFC_02715","OBBHNEFO_03375","JILAKEMF_03353"
"rna_1","","Ribonuclease I",571,571,1,1,383,26,3,"",386,413,386,"CNBCECDA_04025","GEPIEMCB_01841","FGNPIGJI_03147","MAMCPOAM_03648","CKPEMOEN_03812","MMJAGEHG_03924","DCCGOOHM_03804","IOEMIFOP_03074","NCJKFECA_03470","PLHCNFHB_03981","HNLCLDHN_03624","NNGIMOCL_03354","IEICFKFC_03811","OBBHNEFO_03929","JILAKEMF_04087"
"group_39","btuD_5","Vitamin B12 import ATP-binding protein BtuD",571,571,1,1,2067,66,2,"",434,2066,1878,"CNBCECDA_01617","GEPIEMCB_02360","FGNPIGJI_03977","","CKPEMOEN_01231","MMJAGEHG_01213","DCCGOOHM_02165","IOEMIFOP_03186","NCJKFECA_00411","PLHCNFHB_01052","HNLCLDHN_00729","NNGIMOCL_02630","IEICFKFC_01539","OBBHNEFO_00730","JILAKEMF_01214"
"group_406","","hypothetical protein",571,571,1,1,4416,202,1,"",476,488,487,"CNBCECDA_00697","GEPIEMCB_03191","FGNPIGJI_01605","MAMCPOAM_02184","CKPEMOEN_00539","MMJAGEHG_00871","DCCGOOHM_01579","IOEMIFOP_00871","NCJKFECA_02491","PLHCNFHB_01657","HNLCLDHN_02386","NNGIMOCL_01690","IEICFKFC_00872","OBBHNEFO_01290","JILAKEMF_00871"
"group_619","","hypothetical protein",571,571,1,1,1539,20,3,"",428,1010,973,"CNBCECDA_04634","GEPIEMCB_04735","FGNPIGJI_04557","MAMCPOAM_03837","CKPEMOEN_04590","MMJAGEHG_04619","DCCGOOHM_04527","IOEMIFOP_04515","NCJKFECA_04490","PLHCNFHB_04687","HNLCLDHN_04601","NNGIMOCL_04546","IEICFKFC_04602","OBBHNEFO_04558","JILAKEMF_04547"
