"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR3000893","SRR15357283","SRR5928619","SRR14766355","NDSU4","SRR2911780","SRR25926991","SRR3000890","SRR19572341","SRR14766443","SRR9016885","SRR8728075","SRR5000227","SRR16297815","SRR14272153"
"group_1263","","hypothetical protein",560,560,1,1,3075,37,1,"",239,284,283,"NNFNPJIH_02652","PDNNBANI_03425","","KIGINCLF_01285","MLOHFGPA_02965","FENEHPHI_00060","MAFDEBPG_01823","GEFNPNKI_00609","PBAHMKCA_00812","BJFLHFPA_01632","OMEBOICM_02463","EDHNKBAJ_01144","FKHFPJNE_02506","DCCGOOHM_00609","HIMMJIDH_01357"
"group_1652","","hypothetical protein",560,560,1,1,5660,1,259,"",290,290,290,"NNFNPJIH_04210","PDNNBANI_03348","JKCDLFCP_03009","KIGINCLF_02799","MLOHFGPA_04460","FENEHPHI_04356","MAFDEBPG_03180","GEFNPNKI_03905","PBAHMKCA_02959","BJFLHFPA_03452","OMEBOICM_04131","EDHNKBAJ_04575","FKHFPJNE_03186","DCCGOOHM_03308","HIMMJIDH_03706"
"hybO","","Hydrogenase-2 small chain",560,560,1,1,2751,1,411,"",1118,1118,1118,"NNFNPJIH_01194","PDNNBANI_02977","JKCDLFCP_02618","KIGINCLF_00484","MLOHFGPA_01859","FENEHPHI_00469","MAFDEBPG_00551","GEFNPNKI_00200","PBAHMKCA_01221","BJFLHFPA_02820","OMEBOICM_00329","EDHNKBAJ_01942","","DCCGOOHM_00200","HIMMJIDH_01766"
"group_2287","","hypothetical protein",560,560,1,1,2750,1,410,"",287,287,287,"NNFNPJIH_01193","PDNNBANI_02976","JKCDLFCP_02619","KIGINCLF_00483","MLOHFGPA_01858","FENEHPHI_00470","MAFDEBPG_00550","GEFNPNKI_00199","PBAHMKCA_01222","BJFLHFPA_02819","OMEBOICM_00328","EDHNKBAJ_01941","","DCCGOOHM_00199","HIMMJIDH_01767"
"group_2288","","hypothetical protein",560,560,1,1,2748,1,408,"",494,494,494,"NNFNPJIH_01191","PDNNBANI_02974","JKCDLFCP_02621","KIGINCLF_00481","MLOHFGPA_01856","FENEHPHI_00472","MAFDEBPG_00548","GEFNPNKI_00197","PBAHMKCA_01224","BJFLHFPA_02817","OMEBOICM_00326","EDHNKBAJ_01939","","DCCGOOHM_00197","HIMMJIDH_01769"
"group_2324","","hypothetical protein",560,560,1,1,176,7,8,"",248,248,248,"NNFNPJIH_02427","PDNNBANI_02733","JKCDLFCP_04629","KIGINCLF_00989","MLOHFGPA_04631","FENEHPHI_02802","MAFDEBPG_00044","GEFNPNKI_02159","PBAHMKCA_02614","BJFLHFPA_00606","OMEBOICM_00285","EDHNKBAJ_02571","FKHFPJNE_03072","DCCGOOHM_02994","HIMMJIDH_03179"
"group_3179","","hypothetical protein",560,560,1,1,5654,1,265,"",791,791,791,"NNFNPJIH_04204","PDNNBANI_03354","JKCDLFCP_04647","KIGINCLF_04644","MLOHFGPA_04454","FENEHPHI_04350","MAFDEBPG_03186","GEFNPNKI_03911","PBAHMKCA_02953","BJFLHFPA_03446","OMEBOICM_04125","EDHNKBAJ_04569","FKHFPJNE_03180","DCCGOOHM_03302","HIMMJIDH_03712"
"group_3265","","hypothetical protein",560,560,1,1,1220,1,1093,"",485,485,485,"NNFNPJIH_04041","PDNNBANI_04429","JKCDLFCP_02225","KIGINCLF_03932","MLOHFGPA_04707","FENEHPHI_04417","MAFDEBPG_03490","","PBAHMKCA_04429","BJFLHFPA_04341","OMEBOICM_03863","EDHNKBAJ_04021","FKHFPJNE_04315","DCCGOOHM_04360","HIMMJIDH_04543"
"group_3408","","hypothetical protein",560,560,1,1,5266,179,1,"",215,215,215,"NNFNPJIH_00141","PDNNBANI_00249","JKCDLFCP_00239","KIGINCLF_01085","MLOHFGPA_03381","FENEHPHI_03857","MAFDEBPG_01194","GEFNPNKI_02461","PBAHMKCA_00496","BJFLHFPA_00668","OMEBOICM_01123","EDHNKBAJ_02058","FKHFPJNE_00252","DCCGOOHM_01047","HIMMJIDH_01039"
"tolC_2","","Outer membrane protein TolC",560,560,1,1,2064,199,1,"",245,1319,1316,"NNFNPJIH_02109","PDNNBANI_01617","JKCDLFCP_04664","KIGINCLF_04453","MLOHFGPA_03082","FENEHPHI_01055","MAFDEBPG_04562","GEFNPNKI_01857","PBAHMKCA_01478","BJFLHFPA_03630","OMEBOICM_04434","EDHNKBAJ_01558","FKHFPJNE_01619","DCCGOOHM_02168","HIMMJIDH_02352"
"group_1381","","hypothetical protein",559,559,1,1,519,1,182,"",152,332,331,"NNFNPJIH_04667","PDNNBANI_02449","JKCDLFCP_04581","KIGINCLF_04581","MLOHFGPA_00215","FENEHPHI_04297","MAFDEBPG_00328","GEFNPNKI_04141","PBAHMKCA_02898","BJFLHFPA_00322","OMEBOICM_00001","EDHNKBAJ_03647","FKHFPJNE_02788","DCCGOOHM_03278","HIMMJIDH_03463"
"group_1917","","hypothetical protein",559,559,1,1,4981,13,2,"",416,416,416,"NNFNPJIH_00392","PDNNBANI_00500","","KIGINCLF_03228","MLOHFGPA_00931","FENEHPHI_01356","MAFDEBPG_02313","GEFNPNKI_00831","PBAHMKCA_00244","BJFLHFPA_01894","","EDHNKBAJ_00135","FKHFPJNE_00503","DCCGOOHM_00797","HIMMJIDH_00788"
"barA","","Signal transduction histidine-protein kinase BarA",559,559,1,1,2948,1,499,"",545,2756,2749,"NNFNPJIH_03731","PDNNBANI_03640","JKCDLFCP_01576","KIGINCLF_02728","MLOHFGPA_03288","FENEHPHI_00274","MAFDEBPG_02660","GEFNPNKI_00395","PBAHMKCA_01026","BJFLHFPA_03348","OMEBOICM_00524","EDHNKBAJ_00930","FKHFPJNE_02720","DCCGOOHM_00395","HIMMJIDH_01571"
"glmM_2","","Phosphoglucosamine mutase",559,559,1,1,5749,166,1,"",1433,1433,1433,"NNFNPJIH_04570","PDNNBANI_03265","JKCDLFCP_04208","KIGINCLF_02882","MLOHFGPA_00723","FENEHPHI_03005","","GEFNPNKI_03822","PBAHMKCA_03042","BJFLHFPA_03535","OMEBOICM_04386","EDHNKBAJ_02552","FKHFPJNE_03269","DCCGOOHM_03391","HIMMJIDH_03623"
"group_3201","","hypothetical protein",559,559,1,1,5614,32,3,"",224,224,224,"NNFNPJIH_04452","PDNNBANI_03392","JKCDLFCP_04064","KIGINCLF_04489","MLOHFGPA_03620","FENEHPHI_04312","MAFDEBPG_04495","GEFNPNKI_04512","PBAHMKCA_02914","BJFLHFPA_04474","OMEBOICM_04343","EDHNKBAJ_04600","FKHFPJNE_03142","DCCGOOHM_04630","HIMMJIDH_03751"
"group_370","","hypothetical protein",559,559,1,1,2874,19,3,"",275,476,434,"NNFNPJIH_01313","PDNNBANI_03096","JKCDLFCP_04392","KIGINCLF_04506","","FENEHPHI_00350","MAFDEBPG_00670","GEFNPNKI_00319","PBAHMKCA_01102","","OMEBOICM_00448","EDHNKBAJ_03652","","DCCGOOHM_00319","HIMMJIDH_01647"
"maeA","","NAD-dependent malic enzyme",559,559,1,1,5060,1,512,"",1403,1697,1694,"NNFNPJIH_00326","PDNNBANI_00434","JKCDLFCP_01549","","MLOHFGPA_00866","FENEHPHI_01422","MAFDEBPG_02469","GEFNPNKI_00765","PBAHMKCA_00310","BJFLHFPA_01961","OMEBOICM_03082","EDHNKBAJ_00070","FKHFPJNE_00437","DCCGOOHM_00862","HIMMJIDH_00854"
"mnmC","","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC",559,559,1,1,3938,78,2,"",1514,2000,1999,"NNFNPJIH_01549","PDNNBANI_02322","JKCDLFCP_02491","KIGINCLF_00695","","FENEHPHI_02009","MAFDEBPG_00906","GEFNPNKI_01565","PBAHMKCA_03904","BJFLHFPA_01064","OMEBOICM_01345","EDHNKBAJ_02345","FKHFPJNE_02213","DCCGOOHM_02717","HIMMJIDH_02901"
"oqxB7","","multidrug efflux RND transporter permease subunit OqxB7",559,559,1,1,776,96,1,"",2507,3167,3165,"NNFNPJIH_02370","PDNNBANI_02676","JKCDLFCP_00312","KIGINCLF_00932","","FENEHPHI_02745","MAFDEBPG_00101","GEFNPNKI_02216","PBAHMKCA_02671","BJFLHFPA_00549","OMEBOICM_00228","EDHNKBAJ_02628","FKHFPJNE_03015","DCCGOOHM_03051","HIMMJIDH_03236"
"group_805","","hypothetical protein",559,559,1,1,767,1,690,"",2768,2972,2971,"NNFNPJIH_02363","PDNNBANI_02669","JKCDLFCP_00319","KIGINCLF_00925","","FENEHPHI_02738","MAFDEBPG_00108","GEFNPNKI_02223","PBAHMKCA_02678","BJFLHFPA_00542","OMEBOICM_00221","EDHNKBAJ_02635","FKHFPJNE_03008","DCCGOOHM_03058","HIMMJIDH_03243"
"group_1246","","hypothetical protein",558,558,1,1,5414,40,2,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",218,1124,1120,"NNFNPJIH_03721","PDNNBANI_00107","JKCDLFCP_00098","KIGINCLF_04285","MLOHFGPA_01166","FENEHPHI_03383","MAFDEBPG_01053","GEFNPNKI_03392","PBAHMKCA_00639","BJFLHFPA_00809","OMEBOICM_04639","EDHNKBAJ_03459","FKHFPJNE_00110","DCCGOOHM_01189","HIMMJIDH_01181"
"group_1469","","hypothetical protein",558,558,1,1,1893,5,3,"",557,683,681,"NNFNPJIH_00723","PDNNBANI_01769","JKCDLFCP_04091","KIGINCLF_00241","MLOHFGPA_01567","FENEHPHI_01790","MAFDEBPG_03272","GEFNPNKI_01346","PBAHMKCA_01959","BJFLHFPA_00273","OMEBOICM_03309","EDHNKBAJ_00769","FKHFPJNE_01994","DCCGOOHM_02320","HIMMJIDH_02682"
"group_2268","","hypothetical protein",558,558,1,1,2769,1,429,"",878,878,878,"NNFNPJIH_01212","PDNNBANI_02995","JKCDLFCP_02600","KIGINCLF_00502","MLOHFGPA_01877","FENEHPHI_00451","MAFDEBPG_00569","GEFNPNKI_00218","PBAHMKCA_01203","BJFLHFPA_02838","OMEBOICM_00347","EDHNKBAJ_01960","","DCCGOOHM_00218","HIMMJIDH_01748"
"exuT_1","","Hexuronate transporter",558,558,1,1,2768,1,428,"",1304,1304,1304,"NNFNPJIH_01211","PDNNBANI_02994","JKCDLFCP_02601","KIGINCLF_00501","MLOHFGPA_01876","FENEHPHI_00452","MAFDEBPG_00568","GEFNPNKI_00217","PBAHMKCA_01204","BJFLHFPA_02837","OMEBOICM_00346","EDHNKBAJ_01959","","DCCGOOHM_00217","HIMMJIDH_01749"
"uxuA","","Mannonate dehydratase",558,558,1,1,2767,1,427,"",1184,1184,1184,"NNFNPJIH_01210","PDNNBANI_02993","JKCDLFCP_02602","KIGINCLF_00500","MLOHFGPA_01875","FENEHPHI_00453","MAFDEBPG_00567","GEFNPNKI_00216","PBAHMKCA_01205","BJFLHFPA_02836","OMEBOICM_00345","EDHNKBAJ_01958","","DCCGOOHM_00216","HIMMJIDH_01750"
"por_1","","Polyol:NADP oxidoreductase",558,558,1,1,2766,1,426,"",1472,1472,1472,"NNFNPJIH_01209","PDNNBANI_02992","JKCDLFCP_02603","KIGINCLF_00499","MLOHFGPA_01874","FENEHPHI_00454","MAFDEBPG_00566","GEFNPNKI_00215","PBAHMKCA_01206","BJFLHFPA_02835","OMEBOICM_00344","EDHNKBAJ_01957","","DCCGOOHM_00215","HIMMJIDH_01751"
"uxaC","","Uronate isomerase",558,558,1,1,2765,1,425,"",1412,1412,1412,"NNFNPJIH_01208","PDNNBANI_02991","JKCDLFCP_02604","KIGINCLF_00498","MLOHFGPA_01873","FENEHPHI_00455","MAFDEBPG_00565","GEFNPNKI_00214","PBAHMKCA_01207","BJFLHFPA_02834","OMEBOICM_00343","EDHNKBAJ_01956","","DCCGOOHM_00214","HIMMJIDH_01752"
"group_2273","","hypothetical protein",558,558,1,1,2764,1,424,"",1058,1058,1058,"NNFNPJIH_01207","PDNNBANI_02990","JKCDLFCP_02605","KIGINCLF_00497","MLOHFGPA_01872","FENEHPHI_00456","MAFDEBPG_00564","GEFNPNKI_00213","PBAHMKCA_01208","BJFLHFPA_02833","OMEBOICM_00342","EDHNKBAJ_01955","","DCCGOOHM_00213","HIMMJIDH_01753"
"gss","","Bifunctional glutathionylspermidine synthetase/amidase",558,558,1,1,2763,1,423,"",1856,1856,1856,"NNFNPJIH_01206","PDNNBANI_02989","JKCDLFCP_02606","KIGINCLF_00496","MLOHFGPA_01871","FENEHPHI_00457","MAFDEBPG_00563","GEFNPNKI_00212","PBAHMKCA_01209","BJFLHFPA_02832","OMEBOICM_00341","EDHNKBAJ_01954","","DCCGOOHM_00212","HIMMJIDH_01754"
"yghU","","Disulfide-bond oxidoreductase YghU",558,558,1,1,2762,1,422,"",866,866,866,"NNFNPJIH_01205","PDNNBANI_02988","JKCDLFCP_02607","KIGINCLF_00495","MLOHFGPA_01870","FENEHPHI_00458","MAFDEBPG_00562","GEFNPNKI_00211","PBAHMKCA_01210","BJFLHFPA_02831","OMEBOICM_00340","EDHNKBAJ_01953","","DCCGOOHM_00211","HIMMJIDH_01755"
"group_2276","","hypothetical protein",558,558,1,1,2761,1,421,"",701,701,701,"NNFNPJIH_01204","PDNNBANI_02987","JKCDLFCP_02608","KIGINCLF_00494","MLOHFGPA_01869","FENEHPHI_00459","MAFDEBPG_00561","GEFNPNKI_00210","PBAHMKCA_01211","BJFLHFPA_02830","OMEBOICM_00339","EDHNKBAJ_01952","","DCCGOOHM_00210","HIMMJIDH_01756"
"group_2277","","putative protein",558,558,1,1,2760,1,420,"",140,140,140,"NNFNPJIH_01203","PDNNBANI_02986","JKCDLFCP_02609","KIGINCLF_00493","MLOHFGPA_01868","FENEHPHI_00460","MAFDEBPG_00560","GEFNPNKI_00209","PBAHMKCA_01212","BJFLHFPA_02829","OMEBOICM_00338","EDHNKBAJ_01951","","DCCGOOHM_00209","HIMMJIDH_01757"
"group_2278","","putative protein",558,558,1,1,2759,1,419,"",767,767,767,"NNFNPJIH_01202","PDNNBANI_02985","JKCDLFCP_02610","KIGINCLF_00492","MLOHFGPA_01867","FENEHPHI_00461","MAFDEBPG_00559","GEFNPNKI_00208","PBAHMKCA_01213","BJFLHFPA_02828","OMEBOICM_00337","EDHNKBAJ_01950","","DCCGOOHM_00208","HIMMJIDH_01758"
"hybG","","Hydrogenase maturation factor HybG",558,558,1,1,2758,1,418,"",248,248,248,"NNFNPJIH_01201","PDNNBANI_02984","JKCDLFCP_02611","KIGINCLF_00491","MLOHFGPA_01866","FENEHPHI_00462","MAFDEBPG_00558","GEFNPNKI_00207","PBAHMKCA_01214","BJFLHFPA_02827","OMEBOICM_00336","EDHNKBAJ_01949","","DCCGOOHM_00207","HIMMJIDH_01759"
"hybF_1","","Hydrogenase maturation factor HybF",558,558,1,1,2757,1,417,"",341,341,341,"NNFNPJIH_01200","PDNNBANI_02983","JKCDLFCP_02612","KIGINCLF_00490","MLOHFGPA_01865","FENEHPHI_00463","MAFDEBPG_00557","GEFNPNKI_00206","PBAHMKCA_01215","BJFLHFPA_02826","OMEBOICM_00335","EDHNKBAJ_01948","","DCCGOOHM_00206","HIMMJIDH_01760"
"hybE","","Hydrogenase-2 operon protein HybE",558,558,1,1,2756,1,416,"",488,488,488,"NNFNPJIH_01199","PDNNBANI_02982","JKCDLFCP_02613","KIGINCLF_00489","MLOHFGPA_01864","FENEHPHI_00464","MAFDEBPG_00556","GEFNPNKI_00205","PBAHMKCA_01216","BJFLHFPA_02825","OMEBOICM_00334","EDHNKBAJ_01947","","DCCGOOHM_00205","HIMMJIDH_01761"
"hybD","","Hydrogenase 2 maturation protease",558,558,1,1,2755,1,415,"",494,494,494,"NNFNPJIH_01198","PDNNBANI_02981","JKCDLFCP_02614","KIGINCLF_00488","MLOHFGPA_01863","FENEHPHI_00465","MAFDEBPG_00555","GEFNPNKI_00204","PBAHMKCA_01217","BJFLHFPA_02824","OMEBOICM_00333","EDHNKBAJ_01946","","DCCGOOHM_00204","HIMMJIDH_01762"
"hybC","","Hydrogenase-2 large chain",558,558,1,1,2754,1,414,"",1703,1703,1703,"NNFNPJIH_01197","PDNNBANI_02980","JKCDLFCP_02615","KIGINCLF_00487","MLOHFGPA_01862","FENEHPHI_00466","MAFDEBPG_00554","GEFNPNKI_00203","PBAHMKCA_01218","BJFLHFPA_02823","OMEBOICM_00332","EDHNKBAJ_01945","","DCCGOOHM_00203","HIMMJIDH_01763"
"hybB","","putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit",558,558,1,1,2753,1,413,"",1178,1178,1178,"NNFNPJIH_01196","PDNNBANI_02979","JKCDLFCP_02616","KIGINCLF_00486","MLOHFGPA_01861","FENEHPHI_00467","MAFDEBPG_00553","GEFNPNKI_00202","PBAHMKCA_01219","BJFLHFPA_02822","OMEBOICM_00331","EDHNKBAJ_01944","","DCCGOOHM_00202","HIMMJIDH_01764"
"fdnH_1","","Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit",558,558,1,1,2752,1,412,"",986,986,986,"NNFNPJIH_01195","PDNNBANI_02978","JKCDLFCP_02617","KIGINCLF_00485","MLOHFGPA_01860","FENEHPHI_00468","MAFDEBPG_00552","GEFNPNKI_00201","PBAHMKCA_01220","BJFLHFPA_02821","OMEBOICM_00330","EDHNKBAJ_01943","","DCCGOOHM_00201","HIMMJIDH_01765"
"group_2519","","hypothetical protein",558,558,1,1,471,1,218,"",560,560,560,"NNFNPJIH_04616","PDNNBANI_04679","JKCDLFCP_04313","KIGINCLF_04650","MLOHFGPA_00242","FENEHPHI_04685","MAFDEBPG_04667","GEFNPNKI_04616","PBAHMKCA_04701","BJFLHFPA_04692","OMEBOICM_04611","EDHNKBAJ_04679","FKHFPJNE_04539","DCCGOOHM_04683","HIMMJIDH_04709"
"group_2890","","hypothetical protein",558,558,1,1,4288,204,1,"",515,515,515,"NNFNPJIH_01615","PDNNBANI_01143","","KIGINCLF_02168","MLOHFGPA_00342","FENEHPHI_02330","MAFDEBPG_04116","GEFNPNKI_03541","PBAHMKCA_04147","BJFLHFPA_03190","OMEBOICM_02027","EDHNKBAJ_01220","FKHFPJNE_01144","DCCGOOHM_01695","HIMMJIDH_00088"
"group_3178","","hypothetical protein",558,558,1,1,5655,1,264,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",479,479,479,"NNFNPJIH_04205","PDNNBANI_03353","JKCDLFCP_04646","KIGINCLF_04645","MLOHFGPA_04455","FENEHPHI_04351","MAFDEBPG_03185","GEFNPNKI_03910","PBAHMKCA_02954","BJFLHFPA_03447","OMEBOICM_04126","EDHNKBAJ_04570","FKHFPJNE_03181","DCCGOOHM_03303","HIMMJIDH_03711"
"group_6644","","IS3 family transposase ISSty2",558,558,1,1,802,1,551,"",299,299,299,"NNFNPJIH_02396","PDNNBANI_02702","JKCDLFCP_00286","KIGINCLF_00958","","FENEHPHI_02771","MAFDEBPG_00075","GEFNPNKI_02190","PBAHMKCA_02645","BJFLHFPA_00575","OMEBOICM_00254","EDHNKBAJ_02602","FKHFPJNE_03041","DCCGOOHM_03025","HIMMJIDH_03210"
"pgdA","","Peptidoglycan deacetylase",558,558,1,1,2771,1,430,"",725,923,922,"NNFNPJIH_01213","PDNNBANI_02996","JKCDLFCP_02599","KIGINCLF_00503","MLOHFGPA_01878","FENEHPHI_00450","MAFDEBPG_00570","GEFNPNKI_00219","PBAHMKCA_01202","BJFLHFPA_02839","OMEBOICM_00348","EDHNKBAJ_01961","","DCCGOOHM_00219","HIMMJIDH_01747"
"fsr","","Fosmidomycin resistance protein",557,557,1,1,607,42,1,"",1148,1265,1222,"NNFNPJIH_02224","PDNNBANI_02530","","KIGINCLF_03662","MLOHFGPA_00134","FENEHPHI_04216","MAFDEBPG_00247","GEFNPNKI_04222","PBAHMKCA_02817","BJFLHFPA_00403","OMEBOICM_00082","EDHNKBAJ_03566","FKHFPJNE_02869","DCCGOOHM_03197","HIMMJIDH_03382"
"mkaB","","28.1 kDa virulence protein",557,557,1,1,1268,1,1147,"",671,767,766,"NNFNPJIH_04084","PDNNBANI_04472","JKCDLFCP_02182","KIGINCLF_03889","MLOHFGPA_04692","FENEHPHI_04374","MAFDEBPG_03533","GEFNPNKI_04599","PBAHMKCA_04386","BJFLHFPA_04647","OMEBOICM_04575","EDHNKBAJ_03978","FKHFPJNE_04358","DCCGOOHM_04403","HIMMJIDH_04500"
"group_233","","hypothetical protein",557,557,1,1,3054,107,2,"",908,908,908,"NNFNPJIH_02670","","JKCDLFCP_02557","KIGINCLF_01267","MLOHFGPA_02983","FENEHPHI_00042","MAFDEBPG_01841","GEFNPNKI_00627","PBAHMKCA_00794","BJFLHFPA_01650","OMEBOICM_02481","EDHNKBAJ_01162","FKHFPJNE_02488","DCCGOOHM_00627","HIMMJIDH_01339"
"group_2520","","hypothetical protein",557,557,1,1,470,1,219,"",500,500,500,"NNFNPJIH_04615","PDNNBANI_04678","JKCDLFCP_04314","KIGINCLF_04649","MLOHFGPA_00243","FENEHPHI_04684","MAFDEBPG_04668","GEFNPNKI_04617","PBAHMKCA_04700","BJFLHFPA_04691","OMEBOICM_04612","EDHNKBAJ_04678","FKHFPJNE_04538","DCCGOOHM_04684","HIMMJIDH_04708"
"group_2906","","hypothetical protein",557,557,1,1,5909,1,226,"",239,239,239,"NNFNPJIH_03153","PDNNBANI_03160","JKCDLFCP_00492","KIGINCLF_01457","MLOHFGPA_00828","FENEHPHI_02900","MAFDEBPG_03241","GEFNPNKI_02603","PBAHMKCA_03147","BJFLHFPA_02276","OMEBOICM_01612","EDHNKBAJ_02447","FKHFPJNE_03374","DCCGOOHM_03495","HIMMJIDH_03518"
"group_3243","","hypothetical protein",557,557,1,1,1267,1,1146,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",212,212,212,"NNFNPJIH_04083","PDNNBANI_04471","JKCDLFCP_02183","KIGINCLF_03890","MLOHFGPA_04693","FENEHPHI_04375","MAFDEBPG_03532","GEFNPNKI_04600","PBAHMKCA_04387","BJFLHFPA_04646","OMEBOICM_04576","EDHNKBAJ_03979","FKHFPJNE_04357","DCCGOOHM_04402","HIMMJIDH_04501"
"group_3245","","hypothetical protein",557,557,1,1,1271,1,1150,"",131,131,131,"NNFNPJIH_04087","PDNNBANI_04475","JKCDLFCP_02179","KIGINCLF_03886","MLOHFGPA_04766","FENEHPHI_04371","MAFDEBPG_03536","GEFNPNKI_04596","PBAHMKCA_04383","BJFLHFPA_04650","OMEBOICM_04572","EDHNKBAJ_03975","FKHFPJNE_04361","DCCGOOHM_04406","HIMMJIDH_04497"
"rbsR","","Ribose operon repressor",557,557,1,1,1364,98,2,"",707,1001,988,"NNFNPJIH_03969","PDNNBANI_04387","JKCDLFCP_04427","KIGINCLF_03293","MLOHFGPA_03534","FENEHPHI_04152","MAFDEBPG_03480","GEFNPNKI_04066","PBAHMKCA_04324","BJFLHFPA_03749","OMEBOICM_03453","EDHNKBAJ_03908","FKHFPJNE_04304","DCCGOOHM_04289","HIMMJIDH_04390"
"mkaC","","Virulence genes transcriptional activator",556,556,1,1,1270,1,1149,"",395,974,887,"NNFNPJIH_04086","PDNNBANI_04474","JKCDLFCP_02180","KIGINCLF_03887","MLOHFGPA_04690","FENEHPHI_04372","MAFDEBPG_03535","GEFNPNKI_04597","PBAHMKCA_04384","BJFLHFPA_04649","OMEBOICM_04573","EDHNKBAJ_03976","FKHFPJNE_04360","DCCGOOHM_04405","HIMMJIDH_04498"
"sopE2","","Guanine nucleotide exchange factor sopE2",556,556,1,1,4739,39,2,"",722,722,722,"NNFNPJIH_00618","PDNNBANI_00728","JKCDLFCP_02406","","MLOHFGPA_02117","FENEHPHI_01129","MAFDEBPG_04586","GEFNPNKI_01058","PBAHMKCA_00017","BJFLHFPA_04398","OMEBOICM_03607","EDHNKBAJ_00361","FKHFPJNE_00729","DCCGOOHM_04101","HIMMJIDH_00561"
"group_3244","","hypothetical protein",556,556,1,1,1269,1,1148,"",164,164,164,"NNFNPJIH_04085","PDNNBANI_04473","JKCDLFCP_02181","KIGINCLF_03888","MLOHFGPA_04691","FENEHPHI_04373","MAFDEBPG_03534","GEFNPNKI_04598","PBAHMKCA_04385","BJFLHFPA_04648","OMEBOICM_04574","EDHNKBAJ_03977","FKHFPJNE_04359","DCCGOOHM_04404","HIMMJIDH_04499"
"nagZ","","Beta-hexosaminidase",556,556,1,1,5447,130,2,"",716,1025,1024,"NNFNPJIH_03691","PDNNBANI_00077","JKCDLFCP_00068","","MLOHFGPA_01136","FENEHPHI_03353","MAFDEBPG_01023","GEFNPNKI_03362","PBAHMKCA_00669","BJFLHFPA_00839","OMEBOICM_03360","EDHNKBAJ_03429","FKHFPJNE_00080","DCCGOOHM_01219","HIMMJIDH_01211"
"group_840","","hypothetical protein",556,556,1,1,30,1,397,"",320,440,439,"NNFNPJIH_02904","PDNNBANI_01254","","KIGINCLF_02298","MLOHFGPA_03189","FENEHPHI_00692","MAFDEBPG_04601","GEFNPNKI_03581","PBAHMKCA_01841","BJFLHFPA_03914","OMEBOICM_02295","EDHNKBAJ_02778","FKHFPJNE_01255","DCCGOOHM_01806","HIMMJIDH_01988"
"group_1600","","hypothetical protein",555,555,1,1,4594,1,545,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",722,779,778,"NNFNPJIH_01890","PDNNBANI_00868","","","MLOHFGPA_02100","FENEHPHI_04656","MAFDEBPG_04281","GEFNPNKI_03808","PBAHMKCA_02447","BJFLHFPA_02217","OMEBOICM_04649","EDHNKBAJ_01495","FKHFPJNE_00868","DCCGOOHM_01418","HIMMJIDH_00364"
"preT","","NAD-dependent dihydropyrimidine dehydrogenase subunit PreT",555,555,1,1,5910,1,227,"",773,1241,1239,"NNFNPJIH_03154","PDNNBANI_03159","JKCDLFCP_00491","KIGINCLF_01456","MLOHFGPA_00829","FENEHPHI_02899","MAFDEBPG_03240","GEFNPNKI_02602","PBAHMKCA_03148","BJFLHFPA_02275","OMEBOICM_01611","EDHNKBAJ_02446","FKHFPJNE_03375","DCCGOOHM_03496","HIMMJIDH_03517"
"group_3184","","hypothetical protein",555,555,1,1,5639,1,280,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",557,557,557,"NNFNPJIH_04427","PDNNBANI_03367","JKCDLFCP_04620","KIGINCLF_04622","MLOHFGPA_03594","FENEHPHI_04337","MAFDEBPG_04634","GEFNPNKI_04561","PBAHMKCA_02940","BJFLHFPA_04449","OMEBOICM_04588","EDHNKBAJ_04650","FKHFPJNE_03167","DCCGOOHM_03289","HIMMJIDH_03726"
"group_474","","hypothetical protein",555,555,1,1,4935,33,1,"",1103,1982,1929,"NNFNPJIH_00432","PDNNBANI_00540","JKCDLFCP_01303","KIGINCLF_02688","MLOHFGPA_00971","FENEHPHI_01316","","GEFNPNKI_00871","PBAHMKCA_00204","BJFLHFPA_03034","OMEBOICM_01828","EDHNKBAJ_00175","FKHFPJNE_00543","DCCGOOHM_00757","HIMMJIDH_00748"
"leuO_1","","HTH-type transcriptional regulator LeuO",554,554,1,1,31,1,396,"",692,1004,1003,"NNFNPJIH_02905","PDNNBANI_01255","","KIGINCLF_02299","MLOHFGPA_03188","FENEHPHI_00693","MAFDEBPG_04600","GEFNPNKI_03582","PBAHMKCA_01840","BJFLHFPA_03915","OMEBOICM_02296","EDHNKBAJ_02779","FKHFPJNE_01256","DCCGOOHM_01807","HIMMJIDH_01989"
