"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR9016861","SRR16506855","NDSU10","SRR1515953","SRR5000237","SRR14766407","SRR14766455","SRR10037239","SRR2911780","SRR23043682","SRR14766451","SRR5883589","SRR28412155","SRR14766423","SRR14272154"
"farR","","HTH-type transcriptional regulator FarR",578,578,1,1,4516,NA,NA,"",440,440,440,"DPFOFGOO_02164","MMJAGEHG_00964","PGKCJFEA_01766","JICBPFCI_03310","GJOEKIMA_01791","FCNMCNAM_02215","BHJELCCI_02519","OOMIMPCI_01603","FENEHPHI_02538","NJDFJAED_00191","JKFJINKE_04187","IKEIDPHJ_01026","KODEOOAH_01705","ONBFLLJP_00192","HAANCNKA_00654"
"fhuB","","Iron(3+)-hydroxamate import system permease protein FhuB",578,578,1,1,2398,NA,NA,"",2057,2057,2057,"DPFOFGOO_04571","MMJAGEHG_03724","PGKCJFEA_02614","JICBPFCI_02308","GJOEKIMA_03477","FCNMCNAM_04502","BHJELCCI_04534","OOMIMPCI_03813","FENEHPHI_03215","NJDFJAED_03773","JKFJINKE_04098","IKEIDPHJ_02750","KODEOOAH_03729","ONBFLLJP_03235","HAANCNKA_04112"
"fhuC","","Iron(3+)-hydroxamate import ATP-binding protein FhuC",578,578,1,1,2400,NA,NA,"",797,797,797,"DPFOFGOO_04573","MMJAGEHG_03726","PGKCJFEA_02616","JICBPFCI_02306","GJOEKIMA_03475","FCNMCNAM_04500","BHJELCCI_04536","OOMIMPCI_03815","FENEHPHI_03213","NJDFJAED_03771","JKFJINKE_04100","IKEIDPHJ_02748","KODEOOAH_03727","ONBFLLJP_03233","HAANCNKA_04114"
"thpR","","RNA 2',3'-cyclic phosphodiesterase",578,578,1,1,2405,NA,NA,"",530,530,530,"DPFOFGOO_04577","MMJAGEHG_03730","PGKCJFEA_02620","JICBPFCI_02302","GJOEKIMA_03471","FCNMCNAM_04496","BHJELCCI_04540","OOMIMPCI_03819","FENEHPHI_03209","NJDFJAED_03767","JKFJINKE_04104","IKEIDPHJ_02744","KODEOOAH_03723","ONBFLLJP_03229","HAANCNKA_04118"
"sfsA","","Sugar fermentation stimulation protein A",578,578,1,1,2406,NA,NA,"",704,704,704,"DPFOFGOO_04578","MMJAGEHG_03731","PGKCJFEA_02621","JICBPFCI_02301","GJOEKIMA_03470","FCNMCNAM_04495","BHJELCCI_04541","OOMIMPCI_03820","FENEHPHI_03208","NJDFJAED_03766","JKFJINKE_04105","IKEIDPHJ_02743","KODEOOAH_03722","ONBFLLJP_03228","HAANCNKA_04119"
"dksA","","RNA polymerase-binding transcription factor DksA",578,578,1,1,2407,NA,NA,"",455,455,455,"DPFOFGOO_04579","MMJAGEHG_03732","PGKCJFEA_02622","JICBPFCI_02300","GJOEKIMA_03469","FCNMCNAM_04494","BHJELCCI_04542","OOMIMPCI_03821","FENEHPHI_03207","NJDFJAED_03765","JKFJINKE_04106","IKEIDPHJ_02742","KODEOOAH_03721","ONBFLLJP_03227","HAANCNKA_04120"
"gluQ","","Glutamyl-Q tRNA(Asp) synthetase",578,578,1,1,2408,NA,NA,"",941,941,941,"DPFOFGOO_04580","MMJAGEHG_03733","PGKCJFEA_02623","JICBPFCI_02299","GJOEKIMA_03468","FCNMCNAM_04493","BHJELCCI_04543","OOMIMPCI_03822","FENEHPHI_03206","NJDFJAED_03764","JKFJINKE_04107","IKEIDPHJ_02741","KODEOOAH_03720","ONBFLLJP_03226","HAANCNKA_04121"
"pcnB","","Poly(A) polymerase I",578,578,1,1,2409,NA,NA,"",1418,1418,1418,"DPFOFGOO_04581","MMJAGEHG_03734","PGKCJFEA_02624","JICBPFCI_02298","GJOEKIMA_03467","FCNMCNAM_04492","BHJELCCI_04544","OOMIMPCI_03823","FENEHPHI_03205","NJDFJAED_03763","JKFJINKE_04108","IKEIDPHJ_02740","KODEOOAH_03719","ONBFLLJP_03225","HAANCNKA_04122"
"folK","","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase",578,578,1,1,2410,NA,NA,"",479,479,479,"DPFOFGOO_04582","MMJAGEHG_03735","PGKCJFEA_02625","JICBPFCI_02297","GJOEKIMA_03466","FCNMCNAM_04491","BHJELCCI_04545","OOMIMPCI_03824","FENEHPHI_03204","NJDFJAED_03762","JKFJINKE_04109","IKEIDPHJ_02739","KODEOOAH_03718","ONBFLLJP_03224","HAANCNKA_04123"
"panB","","3-methyl-2-oxobutanoate hydroxymethyltransferase",578,578,1,1,2411,NA,NA,"",791,791,791,"DPFOFGOO_04583","MMJAGEHG_03736","PGKCJFEA_02626","JICBPFCI_02296","GJOEKIMA_03465","FCNMCNAM_04490","BHJELCCI_04546","OOMIMPCI_03825","FENEHPHI_03203","NJDFJAED_03761","JKFJINKE_04110","IKEIDPHJ_02738","KODEOOAH_03717","ONBFLLJP_03223","HAANCNKA_04124"
"panC","","Pantothenate synthetase",578,578,1,1,2412,NA,NA,"",854,854,854,"DPFOFGOO_04584","MMJAGEHG_03737","PGKCJFEA_02627","JICBPFCI_02295","GJOEKIMA_03464","FCNMCNAM_04489","BHJELCCI_04547","OOMIMPCI_03826","FENEHPHI_03202","NJDFJAED_03760","JKFJINKE_04111","IKEIDPHJ_02737","KODEOOAH_03716","ONBFLLJP_03222","HAANCNKA_04125"
"panD","","Aspartate 1-decarboxylase",578,578,1,1,2413,NA,NA,"",380,380,380,"DPFOFGOO_04585","MMJAGEHG_03738","PGKCJFEA_02628","JICBPFCI_02294","GJOEKIMA_03463","FCNMCNAM_04488","BHJELCCI_04548","OOMIMPCI_03827","FENEHPHI_03201","NJDFJAED_03759","JKFJINKE_04112","IKEIDPHJ_02736","KODEOOAH_03715","ONBFLLJP_03221","HAANCNKA_04126"
"group_3021","","hypothetical protein",578,578,1,1,2415,NA,NA,"",440,440,440,"DPFOFGOO_04587","MMJAGEHG_03740","PGKCJFEA_02630","JICBPFCI_02292","GJOEKIMA_03461","FCNMCNAM_04486","BHJELCCI_04550","OOMIMPCI_03829","FENEHPHI_03199","NJDFJAED_03757","JKFJINKE_04114","IKEIDPHJ_02734","KODEOOAH_03713","ONBFLLJP_03219","HAANCNKA_04128"
"fimC","","Chaperone protein FimC",578,578,1,1,2417,NA,NA,"",683,683,683,"DPFOFGOO_03505","MMJAGEHG_03742","PGKCJFEA_02698","JICBPFCI_02290","GJOEKIMA_03459","FCNMCNAM_03870","BHJELCCI_03259","OOMIMPCI_03831","FENEHPHI_03197","NJDFJAED_03755","JKFJINKE_01459","IKEIDPHJ_02732","KODEOOAH_03711","ONBFLLJP_03217","HAANCNKA_04130"
"fimD_3","","Outer membrane usher protein FimD",578,578,1,1,2418,NA,NA,"",2546,2558,2557,"DPFOFGOO_03506","MMJAGEHG_03743","PGKCJFEA_02699","JICBPFCI_02289","GJOEKIMA_03458","FCNMCNAM_03869","BHJELCCI_03258","OOMIMPCI_03832","FENEHPHI_03196","NJDFJAED_03754","JKFJINKE_01458","IKEIDPHJ_02731","KODEOOAH_03710","ONBFLLJP_03216","HAANCNKA_04131"
"lpfD_2","","putative minor fimbrial subunit LpfD",578,578,1,1,2419,NA,NA,"",1079,1079,1079,"DPFOFGOO_03507","MMJAGEHG_03744","PGKCJFEA_02700","JICBPFCI_02288","GJOEKIMA_03457","FCNMCNAM_03868","BHJELCCI_03257","OOMIMPCI_03833","FENEHPHI_03195","NJDFJAED_03753","JKFJINKE_01457","IKEIDPHJ_02730","KODEOOAH_03709","ONBFLLJP_03215","HAANCNKA_04132"
"yadH","","Inner membrane transport permease YadH",578,578,1,1,2420,NA,NA,"",758,758,758,"DPFOFGOO_03508","MMJAGEHG_03745","PGKCJFEA_02701","JICBPFCI_02287","GJOEKIMA_03456","FCNMCNAM_03867","BHJELCCI_03256","OOMIMPCI_03834","FENEHPHI_03194","NJDFJAED_03752","JKFJINKE_01456","IKEIDPHJ_02729","KODEOOAH_03708","ONBFLLJP_03214","HAANCNKA_04133"
"yadG","","putative ABC transporter ATP-binding protein YadG",578,578,1,1,2421,NA,NA,"",926,926,926,"DPFOFGOO_03509","MMJAGEHG_03746","PGKCJFEA_02702","JICBPFCI_02286","GJOEKIMA_03455","FCNMCNAM_03866","BHJELCCI_03255","OOMIMPCI_03835","FENEHPHI_03193","NJDFJAED_03751","JKFJINKE_01455","IKEIDPHJ_02728","KODEOOAH_03707","ONBFLLJP_03213","HAANCNKA_04134"
"can","","Carbonic anhydrase 2",578,578,1,1,2422,NA,NA,"",662,662,662,"DPFOFGOO_03510","MMJAGEHG_03747","PGKCJFEA_02703","JICBPFCI_02285","GJOEKIMA_03454","FCNMCNAM_03865","BHJELCCI_03254","OOMIMPCI_03836","FENEHPHI_03192","NJDFJAED_03750","JKFJINKE_01454","IKEIDPHJ_02727","KODEOOAH_03706","ONBFLLJP_03212","HAANCNKA_04135"
"hpt","","Hypoxanthine phosphoribosyltransferase",578,578,1,1,2423,NA,NA,"",536,536,536,"DPFOFGOO_03511","MMJAGEHG_03748","PGKCJFEA_02704","JICBPFCI_02284","GJOEKIMA_03453","FCNMCNAM_03864","BHJELCCI_03253","OOMIMPCI_03837","FENEHPHI_03191","NJDFJAED_03749","JKFJINKE_01453","IKEIDPHJ_02726","KODEOOAH_03705","ONBFLLJP_03211","HAANCNKA_04136"
"gcd","","Quinoprotein glucose dehydrogenase",578,578,1,1,2424,NA,NA,"",2390,2390,2390,"DPFOFGOO_03512","MMJAGEHG_03749","PGKCJFEA_02705","JICBPFCI_02283","GJOEKIMA_03452","FCNMCNAM_03863","BHJELCCI_03252","OOMIMPCI_03838","FENEHPHI_03190","NJDFJAED_03748","JKFJINKE_01452","IKEIDPHJ_02725","KODEOOAH_03704","ONBFLLJP_03210","HAANCNKA_04137"
"group_3030","","hypothetical protein",578,578,1,1,2426,NA,NA,"",386,386,386,"DPFOFGOO_03514","MMJAGEHG_03751","PGKCJFEA_02707","JICBPFCI_02281","GJOEKIMA_03450","FCNMCNAM_03861","BHJELCCI_03250","OOMIMPCI_03840","FENEHPHI_03188","NJDFJAED_03746","JKFJINKE_01450","IKEIDPHJ_02723","KODEOOAH_03702","ONBFLLJP_03208","HAANCNKA_04139"
"speE","","Polyamine aminopropyltransferase",578,578,1,1,2427,NA,NA,"",860,860,860,"DPFOFGOO_03515","MMJAGEHG_03752","PGKCJFEA_02708","JICBPFCI_02280","GJOEKIMA_03449","FCNMCNAM_03860","BHJELCCI_03249","OOMIMPCI_03841","FENEHPHI_03187","NJDFJAED_03745","JKFJINKE_01449","IKEIDPHJ_02722","KODEOOAH_03701","ONBFLLJP_03207","HAANCNKA_04140"
"speD","","S-adenosylmethionine decarboxylase proenzyme",578,578,1,1,2428,NA,NA,"",794,794,794,"DPFOFGOO_03516","MMJAGEHG_03753","PGKCJFEA_02709","JICBPFCI_02279","GJOEKIMA_03448","FCNMCNAM_03859","BHJELCCI_03248","OOMIMPCI_03842","FENEHPHI_03186","NJDFJAED_03744","JKFJINKE_01448","IKEIDPHJ_02721","KODEOOAH_03700","ONBFLLJP_03206","HAANCNKA_04141"
"pdxA2","","D-threonate 4-phosphate dehydrogenase",578,578,1,1,2430,NA,NA,"",983,983,983,"DPFOFGOO_03518","MMJAGEHG_03755","PGKCJFEA_02711","JICBPFCI_02277","GJOEKIMA_03446","FCNMCNAM_03857","BHJELCCI_03246","OOMIMPCI_03844","FENEHPHI_03184","NJDFJAED_03742","JKFJINKE_01446","IKEIDPHJ_02719","KODEOOAH_03698","ONBFLLJP_03204","HAANCNKA_04143"
"dtnK","","D-threonate kinase",578,578,1,1,2431,NA,NA,"",1271,1271,1271,"DPFOFGOO_03519","MMJAGEHG_03756","PGKCJFEA_02712","JICBPFCI_02276","GJOEKIMA_03445","FCNMCNAM_03856","BHJELCCI_03245","OOMIMPCI_03845","FENEHPHI_03183","NJDFJAED_03741","JKFJINKE_01445","IKEIDPHJ_02718","KODEOOAH_03697","ONBFLLJP_03203","HAANCNKA_04144"
"group_3035","","hypothetical protein",578,578,1,1,2434,NA,NA,"",323,323,323,"DPFOFGOO_03522","MMJAGEHG_03759","PGKCJFEA_02715","JICBPFCI_02273","GJOEKIMA_03442","FCNMCNAM_03853","BHJELCCI_03242","OOMIMPCI_03848","FENEHPHI_03180","NJDFJAED_03738","JKFJINKE_01442","IKEIDPHJ_02715","KODEOOAH_03694","ONBFLLJP_03200","HAANCNKA_04147"
"group_3036","","hypothetical protein",578,578,1,1,2435,NA,NA,"",464,464,464,"DPFOFGOO_03523","MMJAGEHG_03760","PGKCJFEA_02716","JICBPFCI_02272","GJOEKIMA_03441","FCNMCNAM_03852","BHJELCCI_03241","OOMIMPCI_03849","FENEHPHI_03179","NJDFJAED_03737","JKFJINKE_01441","IKEIDPHJ_02714","KODEOOAH_03693","ONBFLLJP_03199","HAANCNKA_04148"
"acnB","","Aconitate hydratase B",578,578,1,1,2436,NA,NA,"",2597,2597,2597,"DPFOFGOO_03524","MMJAGEHG_03761","PGKCJFEA_02717","JICBPFCI_02271","GJOEKIMA_03440","FCNMCNAM_03851","BHJELCCI_03240","OOMIMPCI_03850","FENEHPHI_03178","NJDFJAED_03736","JKFJINKE_01440","IKEIDPHJ_02713","KODEOOAH_03692","ONBFLLJP_03198","HAANCNKA_04149"
"group_3038","","hypothetical protein",578,578,1,1,2437,NA,NA,"",1625,1625,1625,"DPFOFGOO_03525","MMJAGEHG_03762","PGKCJFEA_02718","JICBPFCI_02270","GJOEKIMA_03439","FCNMCNAM_03850","BHJELCCI_03239","OOMIMPCI_03851","FENEHPHI_03177","NJDFJAED_03735","JKFJINKE_01439","IKEIDPHJ_02712","KODEOOAH_03691","ONBFLLJP_03197","HAANCNKA_04150"
"group_3039","","hypothetical protein",578,578,1,1,2438,NA,NA,"",791,791,791,"DPFOFGOO_03526","MMJAGEHG_03763","PGKCJFEA_02719","JICBPFCI_02269","GJOEKIMA_03438","FCNMCNAM_03849","BHJELCCI_03238","OOMIMPCI_03852","FENEHPHI_03176","NJDFJAED_03734","JKFJINKE_01438","IKEIDPHJ_02711","KODEOOAH_03690","ONBFLLJP_03196","HAANCNKA_04151"
"group_3040","","hypothetical protein",578,578,1,1,2439,NA,NA,"",284,284,284,"DPFOFGOO_03527","MMJAGEHG_03764","PGKCJFEA_02720","JICBPFCI_02268","GJOEKIMA_03437","FCNMCNAM_03848","BHJELCCI_03237","OOMIMPCI_03853","FENEHPHI_03175","NJDFJAED_03733","JKFJINKE_01437","IKEIDPHJ_02710","KODEOOAH_03689","ONBFLLJP_03195","HAANCNKA_04152"
"lpdA","","Dihydrolipoyl dehydrogenase",578,578,1,1,2440,NA,NA,"",1424,1424,1424,"DPFOFGOO_03528","MMJAGEHG_03765","PGKCJFEA_02721","JICBPFCI_02267","GJOEKIMA_03436","FCNMCNAM_03847","BHJELCCI_03236","OOMIMPCI_03854","FENEHPHI_03174","NJDFJAED_03732","JKFJINKE_01436","IKEIDPHJ_02709","KODEOOAH_03688","ONBFLLJP_03194","HAANCNKA_04153"
"aceE","","Pyruvate dehydrogenase E1 component",578,578,1,1,2442,NA,NA,"",2663,2663,2663,"DPFOFGOO_03530","MMJAGEHG_03767","PGKCJFEA_02723","JICBPFCI_02265","GJOEKIMA_03434","FCNMCNAM_03845","BHJELCCI_03234","OOMIMPCI_03856","FENEHPHI_03172","NJDFJAED_03730","JKFJINKE_01434","IKEIDPHJ_02707","KODEOOAH_03686","ONBFLLJP_03192","HAANCNKA_04155"
"pdhR_3","","Pyruvate dehydrogenase complex repressor",578,578,1,1,2443,NA,NA,"",764,764,764,"DPFOFGOO_03531","MMJAGEHG_03768","PGKCJFEA_02724","JICBPFCI_02264","GJOEKIMA_03433","FCNMCNAM_03844","BHJELCCI_03233","OOMIMPCI_03857","FENEHPHI_03171","NJDFJAED_03729","JKFJINKE_01433","IKEIDPHJ_02706","KODEOOAH_03685","ONBFLLJP_03191","HAANCNKA_04156"
"lsrR","","Transcriptional regulator LsrR",578,578,1,1,2293,NA,NA,"",959,959,959,"DPFOFGOO_03040","MMJAGEHG_04142","PGKCJFEA_01985","JICBPFCI_02371","GJOEKIMA_03666","FCNMCNAM_02334","BHJELCCI_02810","OOMIMPCI_04208","FENEHPHI_03753","NJDFJAED_04082","JKFJINKE_02987","IKEIDPHJ_02813","KODEOOAH_04172","ONBFLLJP_03538","HAANCNKA_03973"
"hemY","","Protein HemY",578,578,1,1,3326,NA,NA,"",1199,1199,1199,"DPFOFGOO_03846","MMJAGEHG_04253","PGKCJFEA_04623","JICBPFCI_03566","GJOEKIMA_03737","FCNMCNAM_03616","BHJELCCI_04119","OOMIMPCI_04339","FENEHPHI_04100","NJDFJAED_04213","JKFJINKE_02545","IKEIDPHJ_03631","KODEOOAH_04303","ONBFLLJP_04099","HAANCNKA_04206"
"group_3132","","hypothetical protein",578,578,1,1,3317,NA,NA,"",233,233,233,"DPFOFGOO_03853","MMJAGEHG_04246","PGKCJFEA_03618","JICBPFCI_03573","GJOEKIMA_03730","FCNMCNAM_03609","BHJELCCI_04126","OOMIMPCI_04332","FENEHPHI_04107","NJDFJAED_04206","JKFJINKE_02552","IKEIDPHJ_03638","KODEOOAH_04296","ONBFLLJP_04106","HAANCNKA_04199"
"group_3172","","hypothetical protein",578,578,1,1,5664,NA,NA,"",218,218,218,"DPFOFGOO_02967","MMJAGEHG_03430","PGKCJFEA_04244","JICBPFCI_04257","GJOEKIMA_04606","FCNMCNAM_01344","BHJELCCI_03806","OOMIMPCI_03687","FENEHPHI_04360","NJDFJAED_03296","JKFJINKE_02164","IKEIDPHJ_01313","KODEOOAH_03298","ONBFLLJP_02285","HAANCNKA_03243"
"citS","","Citrate-sodium symporter",578,578,1,1,2539,NA,NA,"",1340,1340,1340,"DPFOFGOO_03623","MMJAGEHG_03860","PGKCJFEA_04605","JICBPFCI_02172","GJOEKIMA_03340","FCNMCNAM_03997","BHJELCCI_03141","OOMIMPCI_03949","FENEHPHI_03076","NJDFJAED_03636","JKFJINKE_01931","IKEIDPHJ_02612","KODEOOAH_03593","ONBFLLJP_04581","HAANCNKA_04396"
"bfd","","Bacterioferritin-associated ferredoxin",578,578,1,1,1604,NA,NA,"",194,194,194,"DPFOFGOO_04221","MMJAGEHG_04675","PGKCJFEA_04367","JICBPFCI_04448","GJOEKIMA_00046","FCNMCNAM_04354","BHJELCCI_04440","OOMIMPCI_02714","FENEHPHI_04553","NJDFJAED_04542","JKFJINKE_03967","IKEIDPHJ_00923","KODEOOAH_04531","ONBFLLJP_04628","HAANCNKA_02431"
"sopD","","Secreted effector protein SopD",578,578,1,1,2967,NA,NA,"",743,953,946,"DPFOFGOO_02275","MMJAGEHG_00414","PGKCJFEA_02431","JICBPFCI_03243","GJOEKIMA_02563","FCNMCNAM_03730","BHJELCCI_01327","OOMIMPCI_01000","FENEHPHI_00255","NJDFJAED_03549","","IKEIDPHJ_01532","KODEOOAH_01155","ONBFLLJP_02861","HAANCNKA_01205"
"acs_1","","Acetyl-coenzyme A synthetase",578,578,1,1,2083,NA,NA,"",476,1958,1955,"DPFOFGOO_03161","MMJAGEHG_01226","PGKCJFEA_02141","JICBPFCI_02812","","FCNMCNAM_02997","BHJELCCI_03066","OOMIMPCI_02272","FENEHPHI_01039","NJDFJAED_00560","JKFJINKE_02089","IKEIDPHJ_03873","KODEOOAH_01968","ONBFLLJP_00861","HAANCNKA_01692"
"allB","","Allantoinase",578,578,1,1,573,NA,NA,"",1355,1370,1355,"DPFOFGOO_03757","MMJAGEHG_02783","PGKCJFEA_00092","JICBPFCI_03859","GJOEKIMA_04261","FCNMCNAM_01098","BHJELCCI_01925","OOMIMPCI_03396","FENEHPHI_04246","NJDFJAED_02339","JKFJINKE_03260","IKEIDPHJ_04193","KODEOOAH_02984","ONBFLLJP_04270","HAANCNKA_04340"
"group_467","manZ_1","PTS system mannose-specific EIID component",578,578,1,1,4765,NA,NA,"",566,851,850,"DPFOFGOO_03943","MMJAGEHG_01638","PGKCJFEA_01884","JICBPFCI_03445","GJOEKIMA_00779","FCNMCNAM_02917","BHJELCCI_00367","OOMIMPCI_00706","FENEHPHI_01153","NJDFJAED_00972","JKFJINKE_01648","IKEIDPHJ_03807","KODEOOAH_00041","ONBFLLJP_03977","HAANCNKA_00366"
"sbmA","","Peptide antibiotic transporter SbmA",578,578,1,1,747,NA,NA,"",218,1220,1210,"DPFOFGOO_02656","MMJAGEHG_02933","PGKCJFEA_00242","JICBPFCI_01531","GJOEKIMA_02662","FCNMCNAM_01248","BHJELCCI_01775","OOMIMPCI_03246","FENEHPHI_02718","NJDFJAED_02189","JKFJINKE_04382","IKEIDPHJ_01906","KODEOOAH_02834","ONBFLLJP_03004","HAANCNKA_03602"
"bioD1_1","","ATP-dependent dethiobiotin synthetase BioD 1",578,578,1,1,5144,NA,NA,"",416,695,693,"DPFOFGOO_00985","MMJAGEHG_01977","PGKCJFEA_03109","JICBPFCI_01185","GJOEKIMA_00440","FCNMCNAM_02087","BHJELCCI_00027","OOMIMPCI_00367","FENEHPHI_01492","NJDFJAED_01311","JKFJINKE_01727","IKEIDPHJ_00385","KODEOOAH_00378","ONBFLLJP_02375","HAANCNKA_00027"
"benM_1","","HTH-type transcriptional regulator BenM",578,578,1,1,5147,NA,NA,"",836,899,898,"DPFOFGOO_00987","MMJAGEHG_01979","PGKCJFEA_03111","JICBPFCI_01187","GJOEKIMA_00438","FCNMCNAM_02089","BHJELCCI_00025","OOMIMPCI_00365","FENEHPHI_01494","NJDFJAED_01313","JKFJINKE_01729","IKEIDPHJ_00383","KODEOOAH_00380","ONBFLLJP_02373","HAANCNKA_00025"
"pntA","","NAD(P) transhydrogenase subunit alpha",578,578,1,1,5156,NA,NA,"",806,1529,1525,"DPFOFGOO_00995","MMJAGEHG_01987","PGKCJFEA_03119","JICBPFCI_01195","GJOEKIMA_00430","FCNMCNAM_02097","BHJELCCI_00017","OOMIMPCI_00357","FENEHPHI_01502","NJDFJAED_01321","JKFJINKE_01737","IKEIDPHJ_00375","KODEOOAH_00388","ONBFLLJP_02365","HAANCNKA_00017"
"group_517","assT_2","Arylsulfate sulfotransferase AssT",578,578,1,1,29,NA,NA,"",1040,1718,1715,"DPFOFGOO_01034","MMJAGEHG_01574","PGKCJFEA_03600","JICBPFCI_02148","GJOEKIMA_03582","FCNMCNAM_01929","BHJELCCI_03366","OOMIMPCI_01922","FENEHPHI_00691","NJDFJAED_00908","JKFJINKE_03787","IKEIDPHJ_04514","KODEOOAH_02317","ONBFLLJP_00510","HAANCNKA_02040"
"nhaK","","Sodium, potassium, lithium and rubidium/H(+) antiporter",578,578,1,1,2075,NA,NA,"",1055,1688,1646,"DPFOFGOO_03167","MMJAGEHG_01220","PGKCJFEA_02135","JICBPFCI_02806","","FCNMCNAM_03003","BHJELCCI_03072","OOMIMPCI_02278","FENEHPHI_01045","NJDFJAED_00554","JKFJINKE_02095","IKEIDPHJ_03867","KODEOOAH_01962","ONBFLLJP_00867","HAANCNKA_01686"
"group_549","","hypothetical protein",578,578,1,1,4456,NA,NA,"",503,938,934,"DPFOFGOO_02224","MMJAGEHG_00904","PGKCJFEA_04306","JICBPFCI_04362","GJOEKIMA_01731","FCNMCNAM_02155","BHJELCCI_02459","OOMIMPCI_01663","FENEHPHI_02478","NJDFJAED_00251","JKFJINKE_01233","IKEIDPHJ_01086","KODEOOAH_01645","ONBFLLJP_00252","HAANCNKA_00714"
"yddE","","putative isomerase YddE",578,578,1,1,5034,NA,NA,"",893,1004,893,"DPFOFGOO_00898","MMJAGEHG_01890","PGKCJFEA_00566","JICBPFCI_01099","GJOEKIMA_00527","FCNMCNAM_02000","BHJELCCI_00114","OOMIMPCI_00454","FENEHPHI_01405","NJDFJAED_01224","JKFJINKE_03640","IKEIDPHJ_00472","KODEOOAH_00292","ONBFLLJP_02462","HAANCNKA_00114"
"group_684","","hypothetical protein",578,578,1,1,5067,NA,NA,"",335,785,783,"DPFOFGOO_00920","MMJAGEHG_01912","PGKCJFEA_03279","JICBPFCI_01120","GJOEKIMA_00505","FCNMCNAM_02022","BHJELCCI_00092","OOMIMPCI_00432","FENEHPHI_01427","NJDFJAED_01246","JKFJINKE_04427","IKEIDPHJ_00450","KODEOOAH_00313","ONBFLLJP_02440","HAANCNKA_00092"
"group_695","","hypothetical protein",578,578,1,1,5150,NA,NA,"",341,821,820,"DPFOFGOO_00990","MMJAGEHG_01982","PGKCJFEA_03114","JICBPFCI_01190","GJOEKIMA_00435","FCNMCNAM_02092","BHJELCCI_00022","OOMIMPCI_00362","FENEHPHI_01497","NJDFJAED_01316","JKFJINKE_01732","IKEIDPHJ_00380","KODEOOAH_00383","ONBFLLJP_02370","HAANCNKA_00022"
"chbF","","6-phospho-beta-glucosidase",578,578,1,1,5330,NA,NA,"",911,1355,1354,"DPFOFGOO_01488","MMJAGEHG_03251","PGKCJFEA_02402","JICBPFCI_01853","GJOEKIMA_02163","FCNMCNAM_00865","BHJELCCI_00920","OOMIMPCI_00194","FENEHPHI_03467","NJDFJAED_02912","JKFJINKE_01108","IKEIDPHJ_02115","KODEOOAH_00551","ONBFLLJP_03439","HAANCNKA_03034"
"ptsG","","PTS system glucose-specific EIICB component",578,578,1,1,5453,NA,NA,"",818,1433,1430,"DPFOFGOO_01608","MMJAGEHG_03131","PGKCJFEA_01218","JICBPFCI_03044","GJOEKIMA_02043","FCNMCNAM_00985","BHJELCCI_01040","OOMIMPCI_00074","FENEHPHI_03347","NJDFJAED_02792","JKFJINKE_03123","IKEIDPHJ_03365","KODEOOAH_00671","ONBFLLJP_03702","HAANCNKA_02914"
"adiC","","Arginine/agmatine antiporter",578,578,1,1,2105,NA,NA,"",1001,1337,1336,"DPFOFGOO_03141","MMJAGEHG_01246","PGKCJFEA_02161","JICBPFCI_02832","GJOEKIMA_02959","FCNMCNAM_02977","BHJELCCI_03046","OOMIMPCI_02252","FENEHPHI_01019","NJDFJAED_00580","JKFJINKE_02069","IKEIDPHJ_03893","KODEOOAH_01988","ONBFLLJP_00841","HAANCNKA_01712"
"group_874","","hypothetical protein",578,578,1,1,2063,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",206,1388,1381,"DPFOFGOO_03178","MMJAGEHG_01209","PGKCJFEA_03574","JICBPFCI_02795","GJOEKIMA_04640","FCNMCNAM_03014","BHJELCCI_03083","OOMIMPCI_02289","FENEHPHI_01056","NJDFJAED_00543","JKFJINKE_04077","IKEIDPHJ_03856","KODEOOAH_01951","ONBFLLJP_00878","HAANCNKA_01675"
"lpfD_1","","putative minor fimbrial subunit LpfD",578,578,1,1,1805,NA,NA,"",860,1079,1073,"DPFOFGOO_00534","MMJAGEHG_02179","","JICBPFCI_00596","GJOEKIMA_00239","FCNMCNAM_00175","BHJELCCI_00582","OOMIMPCI_02521","FENEHPHI_01710","NJDFJAED_01529","JKFJINKE_00192","IKEIDPHJ_00730","KODEOOAH_02531","ONBFLLJP_01506","HAANCNKA_02238"
"bcsA","","Cellulose synthase catalytic subunit [UDP-forming]",578,578,1,1,1785,NA,NA,"",1661,2624,2622,"DPFOFGOO_00553","MMJAGEHG_02198","PGKCJFEA_02948","JICBPFCI_00577","GJOEKIMA_00220","FCNMCNAM_00194","BHJELCCI_00601","OOMIMPCI_02540","FENEHPHI_01691","NJDFJAED_01510","JKFJINKE_00173","IKEIDPHJ_00749","KODEOOAH_02512","ONBFLLJP_01525","HAANCNKA_02257"
