"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR28323381","SRR8280066","SRR14766395","SRR14766367","NDSU17","SRR14766454","SRR14766374","SRR11101171","SRR7011986","SRR5000227","SRR27714918","SRR5000221","SRR2096623","SRR2994394","NDSU13"
"group_3192","","hypothetical protein",576,576,1,1,5624,NA,NA,"",539,539,539,"AAOAKINP_03669","FLNDLMAF_04563","HEGDAGBG_04580","OOJFKJFD_04521","OMAFMDHC_04566","DHLDAANJ_03959","OGNHHAPP_04323","EPILMDOP_04540","OJOAJMDO_04479","FKHFPJNE_03152","JDGPEFCB_03672","EKBIAHBP_04435","GEOHAANM_04480","NNGIMOCL_04491","GBFFMACB_02083"
"group_3193","","hypothetical protein",576,576,1,1,5623,NA,NA,"",827,827,827,"AAOAKINP_03670","FLNDLMAF_04564","HEGDAGBG_04579","OOJFKJFD_04522","OMAFMDHC_04567","DHLDAANJ_03960","OGNHHAPP_04322","EPILMDOP_04539","OJOAJMDO_04480","FKHFPJNE_03151","JDGPEFCB_03673","EKBIAHBP_04436","GEOHAANM_04481","NNGIMOCL_04492","GBFFMACB_02082"
"group_3195","","hypothetical protein",576,576,1,1,5620,NA,NA,"",284,284,284,"AAOAKINP_03673","FLNDLMAF_04567","HEGDAGBG_04576","OOJFKJFD_04525","OMAFMDHC_04570","DHLDAANJ_03963","OGNHHAPP_04319","EPILMDOP_04536","OJOAJMDO_04483","FKHFPJNE_03148","JDGPEFCB_03676","EKBIAHBP_04439","GEOHAANM_04484","NNGIMOCL_04495","GBFFMACB_02079"
"group_3197","","putative HTH-type transcriptional regulator",576,576,1,1,5618,NA,NA,"",695,695,695,"AAOAKINP_03675","FLNDLMAF_04569","HEGDAGBG_04574","OOJFKJFD_04527","OMAFMDHC_04572","DHLDAANJ_03965","OGNHHAPP_04317","EPILMDOP_04534","OJOAJMDO_04485","FKHFPJNE_03146","JDGPEFCB_03678","EKBIAHBP_04441","GEOHAANM_04486","NNGIMOCL_04497","GBFFMACB_02077"
"group_3198","","hypothetical protein",576,576,1,1,5617,NA,NA,"",224,224,224,"AAOAKINP_03676","FLNDLMAF_04570","HEGDAGBG_04573","OOJFKJFD_04528","OMAFMDHC_04573","DHLDAANJ_03966","OGNHHAPP_04316","EPILMDOP_04533","OJOAJMDO_04486","FKHFPJNE_03145","JDGPEFCB_03679","EKBIAHBP_04442","GEOHAANM_04487","NNGIMOCL_04498","GBFFMACB_02076"
"group_3199","","hypothetical protein",576,576,1,1,5616,NA,NA,"",554,554,554,"AAOAKINP_03677","FLNDLMAF_04571","HEGDAGBG_04572","OOJFKJFD_04529","OMAFMDHC_04574","DHLDAANJ_03967","OGNHHAPP_04315","EPILMDOP_04532","OJOAJMDO_04487","FKHFPJNE_03144","JDGPEFCB_03680","EKBIAHBP_04443","GEOHAANM_04488","NNGIMOCL_04499","GBFFMACB_02075"
"group_3202","","hypothetical protein",576,576,1,1,5612,NA,NA,"",473,473,473,"AAOAKINP_03681","FLNDLMAF_04575","HEGDAGBG_04568","OOJFKJFD_04533","OMAFMDHC_04578","DHLDAANJ_03971","OGNHHAPP_04311","EPILMDOP_04528","OJOAJMDO_04491","FKHFPJNE_03140","JDGPEFCB_03684","EKBIAHBP_04447","GEOHAANM_04492","NNGIMOCL_04503","GBFFMACB_02071"
"dam_3","","DNA adenine methylase",576,576,1,1,5611,NA,NA,"",881,881,881,"AAOAKINP_03682","FLNDLMAF_04576","HEGDAGBG_04567","OOJFKJFD_04534","OMAFMDHC_04579","DHLDAANJ_03972","OGNHHAPP_04310","EPILMDOP_04527","OJOAJMDO_04492","FKHFPJNE_03139","JDGPEFCB_03685","EKBIAHBP_04448","GEOHAANM_04493","NNGIMOCL_04504","GBFFMACB_02070"
"rusA_1","","Crossover junction endodeoxyribonuclease RusA",576,576,1,1,5610,NA,NA,"",389,389,389,"AAOAKINP_03683","FLNDLMAF_04577","HEGDAGBG_04566","OOJFKJFD_04535","OMAFMDHC_04580","DHLDAANJ_03973","OGNHHAPP_04309","EPILMDOP_04526","OJOAJMDO_04493","FKHFPJNE_03138","JDGPEFCB_03686","EKBIAHBP_04449","GEOHAANM_04494","NNGIMOCL_04505","GBFFMACB_02069"
"group_3205","","hypothetical protein",576,576,1,1,5609,NA,NA,"",860,860,860,"AAOAKINP_03684","FLNDLMAF_04578","HEGDAGBG_04565","OOJFKJFD_04536","OMAFMDHC_04581","DHLDAANJ_03974","OGNHHAPP_04308","EPILMDOP_04525","OJOAJMDO_04494","FKHFPJNE_03137","JDGPEFCB_03687","EKBIAHBP_04450","GEOHAANM_04495","NNGIMOCL_04506","GBFFMACB_02068"
"group_3206","","hypothetical protein",576,576,1,1,5608,NA,NA,"",989,989,989,"AAOAKINP_03685","FLNDLMAF_04579","HEGDAGBG_04564","OOJFKJFD_04537","OMAFMDHC_04582","DHLDAANJ_03975","OGNHHAPP_04307","EPILMDOP_04524","OJOAJMDO_04495","FKHFPJNE_03136","JDGPEFCB_03688","EKBIAHBP_04451","GEOHAANM_04496","NNGIMOCL_04507","GBFFMACB_02067"
"group_3207","","hypothetical protein",576,576,1,1,5607,NA,NA,"",752,752,752,"AAOAKINP_03686","FLNDLMAF_04580","HEGDAGBG_04563","OOJFKJFD_04538","OMAFMDHC_04583","DHLDAANJ_03976","OGNHHAPP_04306","EPILMDOP_04523","OJOAJMDO_04496","FKHFPJNE_03135","JDGPEFCB_03689","EKBIAHBP_04452","GEOHAANM_04497","NNGIMOCL_04508","GBFFMACB_02066"
"group_3208","","hypothetical protein",576,576,1,1,5606,NA,NA,"",242,242,242,"AAOAKINP_03687","FLNDLMAF_04581","HEGDAGBG_04562","OOJFKJFD_04539","OMAFMDHC_04584","DHLDAANJ_03977","OGNHHAPP_04305","EPILMDOP_04522","OJOAJMDO_04497","FKHFPJNE_03134","JDGPEFCB_03690","EKBIAHBP_04453","GEOHAANM_04498","NNGIMOCL_04509","GBFFMACB_02065"
"group_3209","","hypothetical protein",576,576,1,1,5604,NA,NA,"",476,476,476,"AAOAKINP_03689","FLNDLMAF_04583","HEGDAGBG_04560","OOJFKJFD_04541","OMAFMDHC_04586","DHLDAANJ_03979","OGNHHAPP_04303","EPILMDOP_04520","OJOAJMDO_04499","FKHFPJNE_03132","JDGPEFCB_03692","EKBIAHBP_04455","GEOHAANM_04500","NNGIMOCL_04511","GBFFMACB_02063"
"mdoD","","Glucans biosynthesis protein D",576,576,1,1,4991,NA,NA,"",599,1619,1616,"AAOAKINP_00491","FLNDLMAF_01160","HEGDAGBG_01013","OOJFKJFD_03627","OMAFMDHC_02577","DHLDAANJ_03249","OGNHHAPP_00696","EPILMDOP_01707","OJOAJMDO_00235","FKHFPJNE_00495","JDGPEFCB_01753","EKBIAHBP_00252","GEOHAANM_02416","NNGIMOCL_02294","GBFFMACB_00768"
"narZ","","Respiratory nitrate reductase 2 alpha chain",576,576,1,1,5038,NA,NA,"",881,3740,3727,"AAOAKINP_00446","FLNDLMAF_01206","HEGDAGBG_00968","OOJFKJFD_03582","OMAFMDHC_02622","DHLDAANJ_03523","OGNHHAPP_00741","EPILMDOP_01662","OJOAJMDO_00280","FKHFPJNE_00450","JDGPEFCB_01708","EKBIAHBP_00297","GEOHAANM_02371","NNGIMOCL_02339","GBFFMACB_00813"
"group_425","","hypothetical protein",576,576,1,1,5613,NA,NA,"",569,974,969,"AAOAKINP_03680","FLNDLMAF_04574","HEGDAGBG_04569","OOJFKJFD_04532","OMAFMDHC_04577","DHLDAANJ_03970","OGNHHAPP_04312","EPILMDOP_04529","OJOAJMDO_04490","FKHFPJNE_03141","JDGPEFCB_03683","EKBIAHBP_04446","GEOHAANM_04491","NNGIMOCL_04502","GBFFMACB_02072"
"ftsK","","hypothetical protein",576,576,1,1,4363,NA,NA,"",1517,4097,4063,"AAOAKINP_01565","FLNDLMAF_01829","HEGDAGBG_01349","OOJFKJFD_00156","OMAFMDHC_01001","DHLDAANJ_02469","OGNHHAPP_02686","EPILMDOP_00692","OJOAJMDO_01087","FKHFPJNE_01076","JDGPEFCB_00823","EKBIAHBP_01731","GEOHAANM_03323","NNGIMOCL_01643","GBFFMACB_02685"
"group_552","","hypothetical protein",576,576,1,1,4444,NA,NA,"",881,1271,1267,"AAOAKINP_01636","FLNDLMAF_01900","HEGDAGBG_01420","OOJFKJFD_00227","OMAFMDHC_00930","DHLDAANJ_02800","OGNHHAPP_02615","EPILMDOP_00763","OJOAJMDO_01158","FKHFPJNE_01004","JDGPEFCB_00894","EKBIAHBP_01660","GEOHAANM_04291","NNGIMOCL_01714",""
"gatB_1","","PTS system galactitol-specific EIIB component",576,576,1,1,5001,NA,NA,"",281,281,281,"AAOAKINP_00482","FLNDLMAF_01169","HEGDAGBG_01004","OOJFKJFD_03618","OMAFMDHC_02586","DHLDAANJ_03258","OGNHHAPP_00705","EPILMDOP_01698","OJOAJMDO_00244","FKHFPJNE_00486","JDGPEFCB_01744","EKBIAHBP_00261","GEOHAANM_02407","NNGIMOCL_02303","GBFFMACB_00777"
"fecA","","Fe(3+) dicitrate transport protein FecA",576,576,1,1,5028,NA,NA,"",1796,2165,2164,"AAOAKINP_00456","FLNDLMAF_01196","HEGDAGBG_00978","OOJFKJFD_03592","OMAFMDHC_02612","DHLDAANJ_03513","OGNHHAPP_00731","EPILMDOP_01672","OJOAJMDO_00270","FKHFPJNE_00460","JDGPEFCB_01718","EKBIAHBP_00287","GEOHAANM_02381","NNGIMOCL_02329","GBFFMACB_00803"
"hoxK","","Uptake hydrogenase small subunit",576,576,1,1,5088,NA,NA,"",314,1103,1100,"AAOAKINP_00415","FLNDLMAF_01237","HEGDAGBG_00937","OOJFKJFD_03551","OMAFMDHC_02650","DHLDAANJ_01502","OGNHHAPP_00772","EPILMDOP_03352","OJOAJMDO_00311","FKHFPJNE_00419","JDGPEFCB_01678","EKBIAHBP_00328","GEOHAANM_02341","NNGIMOCL_02370","GBFFMACB_00844"
"hyaB_1","","Hydrogenase-1 large chain",576,576,1,1,5089,NA,NA,"",383,485,484,"AAOAKINP_00414","FLNDLMAF_01238","HEGDAGBG_00936","OOJFKJFD_03550","OMAFMDHC_02651","DHLDAANJ_01501","OGNHHAPP_00773","EPILMDOP_03353","OJOAJMDO_00312","FKHFPJNE_00418","JDGPEFCB_01677","EKBIAHBP_00329","GEOHAANM_02340","NNGIMOCL_02371","GBFFMACB_00845"
"gntT_1","","High-affinity gluconate transporter",576,576,1,1,3242,NA,NA,"",962,1496,1495,"AAOAKINP_01188","FLNDLMAF_00274","HEGDAGBG_02162","OOJFKJFD_02845","OMAFMDHC_00447","DHLDAANJ_02540","OGNHHAPP_01335","EPILMDOP_01613","OJOAJMDO_02189","FKHFPJNE_02668","JDGPEFCB_00446","EKBIAHBP_00954","GEOHAANM_01811","NNGIMOCL_00222","GBFFMACB_02202"
"vapC_1","","tRNA(fMet)-specific endonuclease VapC",576,576,1,1,2873,NA,NA,"",278,398,397,"AAOAKINP_01059","FLNDLMAF_00145","HEGDAGBG_02701","OOJFKJFD_00803","OMAFMDHC_00317","DHLDAANJ_04161","OGNHHAPP_02214","EPILMDOP_01977","OJOAJMDO_00393","","JDGPEFCB_00317","EKBIAHBP_01084","GEOHAANM_00317","NNGIMOCL_00351","GBFFMACB_03527"
"dsbC","","Thiol:disulfide interchange protein DsbC",576,576,1,1,2864,NA,NA,"",329,713,712,"AAOAKINP_01049","FLNDLMAF_00135","HEGDAGBG_02691","OOJFKJFD_00793","OMAFMDHC_00307","DHLDAANJ_04171","OGNHHAPP_02204","EPILMDOP_01967","OJOAJMDO_00403","","JDGPEFCB_00307","EKBIAHBP_01094","GEOHAANM_00307","NNGIMOCL_00361","GBFFMACB_03537"
"group_763","","hypothetical protein",576,576,1,1,2854,NA,NA,"",761,893,884,"AAOAKINP_01039","FLNDLMAF_00125","HEGDAGBG_02681","OOJFKJFD_00783","OMAFMDHC_00297","DHLDAANJ_04181","OGNHHAPP_02194","EPILMDOP_01957","OJOAJMDO_00413","","JDGPEFCB_00297","EKBIAHBP_01104","GEOHAANM_00297","NNGIMOCL_00371","GBFFMACB_03547"
"group_854","","hypothetical protein",576,576,1,1,6103,NA,NA,"",314,503,498,"AAOAKINP_02091","FLNDLMAF_04514","HEGDAGBG_00248","OOJFKJFD_02337","OMAFMDHC_01354","DHLDAANJ_00536","OGNHHAPP_00248","EPILMDOP_02511","OJOAJMDO_01529","FKHFPJNE_01429","JDGPEFCB_01349","EKBIAHBP_02135","GEOHAANM_01507","NNGIMOCL_04623","GBFFMACB_01194"
"bcsQ","","Cellulose biosynthesis protein BcsQ",576,576,1,1,1786,NA,NA,"",380,752,750,"AAOAKINP_02532","FLNDLMAF_00689","HEGDAGBG_00638","OOJFKJFD_01112","OMAFMDHC_01774","DHLDAANJ_00142","OGNHHAPP_01024","EPILMDOP_01199","OJOAJMDO_00782","FKHFPJNE_01896","JDGPEFCB_02176","EKBIAHBP_02524","GEOHAANM_00514","NNGIMOCL_01437","GBFFMACB_01769"
"yliI_1","","hypothetical protein",576,576,1,1,4297,NA,NA,"",317,497,496,"AAOAKINP_01506","FLNDLMAF_01770","HEGDAGBG_01290","OOJFKJFD_00097","OMAFMDHC_01060","DHLDAANJ_02651","OGNHHAPP_02745","EPILMDOP_00633","OJOAJMDO_01028","FKHFPJNE_01135","JDGPEFCB_00764","EKBIAHBP_01790","GEOHAANM_04533","NNGIMOCL_03661","GBFFMACB_04373"
"group_99","","hypothetical protein",576,576,1,1,4727,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",425,425,425,"AAOAKINP_00736","FLNDLMAF_00915","HEGDAGBG_01258","OOJFKJFD_03267","OMAFMDHC_02331","DHLDAANJ_01593","OGNHHAPP_00450","EPILMDOP_04616","OJOAJMDO_03141","FKHFPJNE_00740","JDGPEFCB_01998","EKBIAHBP_00006","GEOHAANM_04600","NNGIMOCL_03446","GBFFMACB_01590"
"yehC","","putative fimbrial chaperone YehC",576,576,1,1,5872,NA,NA,"",395,680,679,"AAOAKINP_03480","FLNDLMAF_02871","HEGDAGBG_03366","OOJFKJFD_02671","OMAFMDHC_03485","DHLDAANJ_02991","OGNHHAPP_03103","EPILMDOP_03027","OJOAJMDO_03587","FKHFPJNE_03340","JDGPEFCB_03483","EKBIAHBP_03473","GEOHAANM_02511","NNGIMOCL_02926",""
"hrpB","","ATP-dependent RNA helicase HrpB",575,575,1,1,2403,135,2,"",1808,2474,2472,"AAOAKINP_03762","FLNDLMAF_03262","HEGDAGBG_03589","OOJFKJFD_03129","OMAFMDHC_03688","DHLDAANJ_04059","OGNHHAPP_03622","EPILMDOP_03529","OJOAJMDO_02480","FKHFPJNE_03559","JDGPEFCB_03759","EKBIAHBP_03942","GEOHAANM_02864","NNGIMOCL_03018",""
"ccmF","","Cytochrome c-type biogenesis protein CcmF",575,575,1,1,1435,18,3,"",212,1931,1921,"AAOAKINP_04687","FLNDLMAF_04686","HEGDAGBG_04680","OOJFKJFD_04672","OMAFMDHC_04677","DHLDAANJ_04507","OGNHHAPP_04659","EPILMDOP_04664","OJOAJMDO_04647","FKHFPJNE_04577","JDGPEFCB_04676","EKBIAHBP_04670","GEOHAANM_03102","NNGIMOCL_04681","GBFFMACB_04678"
"sseJ","","Secreted effector protein SseJ",575,575,1,1,4979,13,1,"",932,1226,1225,"AAOAKINP_00500","FLNDLMAF_01151","HEGDAGBG_01022","OOJFKJFD_03636","OMAFMDHC_02568","DHLDAANJ_03240","OGNHHAPP_00687","EPILMDOP_01716","OJOAJMDO_00226","FKHFPJNE_00504","JDGPEFCB_01762","EKBIAHBP_00243","GEOHAANM_02731","NNGIMOCL_02285","GBFFMACB_00759"
"group_1379","","hypothetical protein",575,575,1,1,528,4,2,"",518,548,547,"AAOAKINP_03382","FLNDLMAF_02346","HEGDAGBG_04385","OOJFKJFD_01653","OMAFMDHC_03387","DHLDAANJ_04415","OGNHHAPP_04226","EPILMDOP_04359","OJOAJMDO_01951","FKHFPJNE_02797","JDGPEFCB_03046","EKBIAHBP_03375","GEOHAANM_04658","NNGIMOCL_00987","GBFFMACB_00248"
"rpoS","","RNA polymerase sigma factor RpoS",575,575,1,1,3254,1,230,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",98,1067,976,"AAOAKINP_01177","FLNDLMAF_00263","HEGDAGBG_02151","","OMAFMDHC_00436","DHLDAANJ_02551","OGNHHAPP_01324","EPILMDOP_01624","OJOAJMDO_02178","FKHFPJNE_02679","JDGPEFCB_00435","EKBIAHBP_00965","GEOHAANM_01822","NNGIMOCL_00233","GBFFMACB_02191"
"group_1533","","hypothetical protein",575,575,1,1,4435,2,51,"",281,611,609,"AAOAKINP_01629","FLNDLMAF_01893","HEGDAGBG_01413","OOJFKJFD_00220","OMAFMDHC_00937","DHLDAANJ_02807","OGNHHAPP_02622","EPILMDOP_00756","OJOAJMDO_01151","FKHFPJNE_01012","JDGPEFCB_00887","EKBIAHBP_01667","GEOHAANM_04298","NNGIMOCL_01707","GBFFMACB_04547"
"cyaA","","Adenylate cyclase",575,575,1,1,3321,25,1,"",1637,2546,2544,"AAOAKINP_04275","FLNDLMAF_04224","HEGDAGBG_04103","OOJFKJFD_04354","OMAFMDHC_04203","DHLDAANJ_02521","OGNHHAPP_04035","EPILMDOP_04112","OJOAJMDO_04017","FKHFPJNE_04199","JDGPEFCB_04272","EKBIAHBP_04133","GEOHAANM_04075","NNGIMOCL_04023","GBFFMACB_03053"
"cyaY","","Iron-sulfur cluster assembly protein CyaY",575,575,1,1,3320,25,2,"",305,320,319,"AAOAKINP_04276","FLNDLMAF_04225","HEGDAGBG_04104","OOJFKJFD_04355","OMAFMDHC_04204","DHLDAANJ_02522","OGNHHAPP_04034","EPILMDOP_04113","OJOAJMDO_04018","FKHFPJNE_04198","JDGPEFCB_04273","EKBIAHBP_04134","GEOHAANM_04074","NNGIMOCL_04024","GBFFMACB_03052"
"group_1663","","hypothetical protein",575,575,1,1,5626,6,4,"",473,473,473,"AAOAKINP_03667","FLNDLMAF_04561","HEGDAGBG_04582","OOJFKJFD_04519","OMAFMDHC_04564","DHLDAANJ_03957","OGNHHAPP_04325","EPILMDOP_04542","OJOAJMDO_04477","FKHFPJNE_03154","JDGPEFCB_03670","EKBIAHBP_04433","GEOHAANM_04478","NNGIMOCL_04489","GBFFMACB_02085"
"group_1794","","hypothetical protein",575,575,1,1,4431,2,47,"",602,611,602,"AAOAKINP_01627","FLNDLMAF_01891","HEGDAGBG_01411","OOJFKJFD_00218","OMAFMDHC_00939","DHLDAANJ_02809","OGNHHAPP_02624","EPILMDOP_00754","OJOAJMDO_01149","FKHFPJNE_01014","JDGPEFCB_00885","EKBIAHBP_01669","GEOHAANM_04300","NNGIMOCL_01705","GBFFMACB_04545"
"group_1915","yecS_2","L-cystine transport system permease protein YecS",575,575,1,1,4975,195,1,"",632,632,632,"AAOAKINP_00504","FLNDLMAF_01147","HEGDAGBG_01026","OOJFKJFD_03640","OMAFMDHC_02564","DHLDAANJ_03236","OGNHHAPP_00683","EPILMDOP_01720","OJOAJMDO_00222","FKHFPJNE_00508","JDGPEFCB_01766","EKBIAHBP_00239","GEOHAANM_02727","NNGIMOCL_02281","GBFFMACB_00755"
"group_1933","","hypothetical protein",575,575,1,1,5014,29,2,"",173,173,173,"AAOAKINP_00470","FLNDLMAF_01182","HEGDAGBG_00992","OOJFKJFD_03606","OMAFMDHC_02598","DHLDAANJ_03270","OGNHHAPP_00717","EPILMDOP_01686","OJOAJMDO_00256","FKHFPJNE_00474","JDGPEFCB_01732","EKBIAHBP_00273","GEOHAANM_02395","NNGIMOCL_02315","GBFFMACB_00789"
"group_1975","","hypothetical protein",575,575,1,1,5110,3,12,"",737,737,737,"AAOAKINP_00393","FLNDLMAF_01259","HEGDAGBG_00915","OOJFKJFD_03529","OMAFMDHC_02672","DHLDAANJ_01480","OGNHHAPP_00794","EPILMDOP_03374","OJOAJMDO_00333","FKHFPJNE_00397","JDGPEFCB_01656","EKBIAHBP_00350","GEOHAANM_02319","NNGIMOCL_02392","GBFFMACB_00866"
"group_1976","","hypothetical protein",575,575,1,1,5111,3,11,"",488,488,488,"AAOAKINP_00392","FLNDLMAF_01260","HEGDAGBG_00914","OOJFKJFD_03528","OMAFMDHC_02673","DHLDAANJ_01479","OGNHHAPP_00795","EPILMDOP_03375","OJOAJMDO_00334","FKHFPJNE_00396","JDGPEFCB_01655","EKBIAHBP_00351","GEOHAANM_02318","NNGIMOCL_02393","GBFFMACB_00867"
"ygiW_1","","Protein YgiW",575,575,1,1,5113,3,9,"",392,392,392,"AAOAKINP_00390","FLNDLMAF_01262","HEGDAGBG_00912","OOJFKJFD_03526","OMAFMDHC_02675","DHLDAANJ_01477","OGNHHAPP_00797","EPILMDOP_03377","OJOAJMDO_00336","FKHFPJNE_00394","JDGPEFCB_01653","EKBIAHBP_00353","GEOHAANM_02316","NNGIMOCL_02395","GBFFMACB_00869"
"group_1979","pncC_1","Nicotinamide-nucleotide amidohydrolase PncC",575,575,1,1,5114,3,8,"",527,527,527,"AAOAKINP_00389","FLNDLMAF_01263","HEGDAGBG_00911","OOJFKJFD_03525","OMAFMDHC_02676","DHLDAANJ_01476","OGNHHAPP_00798","EPILMDOP_03378","OJOAJMDO_00337","FKHFPJNE_00393","JDGPEFCB_01652","EKBIAHBP_00354","GEOHAANM_02315","NNGIMOCL_02396","GBFFMACB_00870"
"group_2141","rhaR_2","HTH-type transcriptional activator RhaR",575,575,1,1,3205,178,1,"",929,929,929,"AAOAKINP_01224","FLNDLMAF_00310","HEGDAGBG_02198","OOJFKJFD_02881","OMAFMDHC_00483","DHLDAANJ_03336","OGNHHAPP_01371","EPILMDOP_01577","OJOAJMDO_02225","FKHFPJNE_02632","JDGPEFCB_00482","EKBIAHBP_00918","GEOHAANM_01775","NNGIMOCL_00186","GBFFMACB_02920"
"pgk","","Phosphoglycerate kinase",575,575,1,1,2836,191,1,"",1163,1163,1163,"AAOAKINP_01021","FLNDLMAF_00107","HEGDAGBG_02663","OOJFKJFD_00765","OMAFMDHC_00279","DHLDAANJ_03482","OGNHHAPP_02176","EPILMDOP_01939","OJOAJMDO_00431","","JDGPEFCB_00279","EKBIAHBP_01122","GEOHAANM_00279","NNGIMOCL_00389","GBFFMACB_03565"
"group_2339","","hypothetical protein",575,575,1,1,791,147,1,"",398,398,398,"AAOAKINP_03149","FLNDLMAF_02113","HEGDAGBG_03118","OOJFKJFD_01886","OMAFMDHC_03154","DHLDAANJ_01397","OGNHHAPP_02930","EPILMDOP_00980","OJOAJMDO_03481","FKHFPJNE_03030","JDGPEFCB_02813","EKBIAHBP_03142","GEOHAANM_00820","NNGIMOCL_00754","GBFFMACB_04486"
"group_2490","","hypothetical protein",575,575,1,1,534,4,7,"",293,293,293,"AAOAKINP_03376","FLNDLMAF_02340","HEGDAGBG_04391","OOJFKJFD_01659","OMAFMDHC_03381","DHLDAANJ_04421","OGNHHAPP_04232","EPILMDOP_04365","OJOAJMDO_01957","FKHFPJNE_02803","JDGPEFCB_03040","EKBIAHBP_03369","GEOHAANM_04664","NNGIMOCL_00981","GBFFMACB_00254"
"group_2491","","hypothetical protein",575,575,1,1,533,4,8,"",176,176,176,"AAOAKINP_03377","FLNDLMAF_02341","HEGDAGBG_04390","OOJFKJFD_01658","OMAFMDHC_03382","DHLDAANJ_04420","OGNHHAPP_04231","EPILMDOP_04364","OJOAJMDO_01956","FKHFPJNE_02802","JDGPEFCB_03041","EKBIAHBP_03370","GEOHAANM_04663","NNGIMOCL_00982","GBFFMACB_00253"
"group_2492","","hypothetical protein",575,575,1,1,532,4,6,"",116,116,116,"AAOAKINP_03378","FLNDLMAF_02342","HEGDAGBG_04389","OOJFKJFD_01657","OMAFMDHC_03383","DHLDAANJ_04419","OGNHHAPP_04230","EPILMDOP_04363","OJOAJMDO_01955","FKHFPJNE_02801","JDGPEFCB_03042","EKBIAHBP_03371","GEOHAANM_04662","NNGIMOCL_00983","GBFFMACB_00252"
"group_2493","","hypothetical protein",575,575,1,1,531,4,5,"",581,581,581,"AAOAKINP_03379","FLNDLMAF_02343","HEGDAGBG_04388","OOJFKJFD_01656","OMAFMDHC_03384","DHLDAANJ_04418","OGNHHAPP_04229","EPILMDOP_04362","OJOAJMDO_01954","FKHFPJNE_02800","JDGPEFCB_03043","EKBIAHBP_03372","GEOHAANM_04661","NNGIMOCL_00984","GBFFMACB_00251"
"group_2495","","hypothetical protein",575,575,1,1,529,4,3,"",293,293,293,"AAOAKINP_03381","FLNDLMAF_02345","HEGDAGBG_04386","OOJFKJFD_01654","OMAFMDHC_03386","DHLDAANJ_04416","OGNHHAPP_04227","EPILMDOP_04360","OJOAJMDO_01952","FKHFPJNE_02798","JDGPEFCB_03045","EKBIAHBP_03374","GEOHAANM_04659","NNGIMOCL_00986","GBFFMACB_00249"
"ssb_2","","Single-stranded DNA-binding protein",575,575,1,1,527,4,1,"",506,506,506,"AAOAKINP_03383","FLNDLMAF_02347","HEGDAGBG_04384","OOJFKJFD_01652","OMAFMDHC_03388","DHLDAANJ_04414","OGNHHAPP_04225","EPILMDOP_04358","OJOAJMDO_01950","FKHFPJNE_02796","JDGPEFCB_03047","EKBIAHBP_03376","GEOHAANM_04657","NNGIMOCL_00988","GBFFMACB_00247"
"group_2538","","hypothetical protein",575,575,1,1,429,10,5,"",248,248,248,"AAOAKINP_03916","FLNDLMAF_03416","HEGDAGBG_03897","OOJFKJFD_03689","OMAFMDHC_03844","DHLDAANJ_02932","OGNHHAPP_03418","EPILMDOP_02715","OJOAJMDO_02645","FKHFPJNE_03796","JDGPEFCB_04066","EKBIAHBP_03788","GEOHAANM_02088","NNGIMOCL_03316","GBFFMACB_00175"
"group_2861","","hypothetical protein",575,575,1,1,4422,186,1,"",320,320,320,"AAOAKINP_01618","FLNDLMAF_01882","HEGDAGBG_01402","OOJFKJFD_00209","OMAFMDHC_00948","DHLDAANJ_02818","OGNHHAPP_02633","EPILMDOP_00745","OJOAJMDO_01140","FKHFPJNE_01023","JDGPEFCB_00876","EKBIAHBP_01678","GEOHAANM_04309","NNGIMOCL_01696",""
"group_288","","hypothetical protein",575,575,1,1,6048,123,1,"",248,1388,1384,"AAOAKINP_02145","FLNDLMAF_03151","HEGDAGBG_00194","OOJFKJFD_02391","OMAFMDHC_01408","DHLDAANJ_00590","OGNHHAPP_00194","EPILMDOP_02457","OJOAJMDO_01583","FKHFPJNE_01483","JDGPEFCB_01403","EKBIAHBP_02081","GEOHAANM_01561","NNGIMOCL_02497","GBFFMACB_01248"
"dmsA_2","","Dimethyl sulfoxide reductase DmsA",575,575,1,1,2118,54,2,"",1601,2429,2403,"AAOAKINP_02234","FLNDLMAF_03062","HEGDAGBG_00105","OOJFKJFD_02480","OMAFMDHC_01497","DHLDAANJ_02265","OGNHHAPP_00105","EPILMDOP_04063","OJOAJMDO_01672","FKHFPJNE_01572","JDGPEFCB_01492","EKBIAHBP_01991","GEOHAANM_03545","NNGIMOCL_02586","GBFFMACB_01337"
"group_2937","","hypothetical protein",575,575,1,1,4559,9,4,"",458,458,458,"AAOAKINP_01742","FLNDLMAF_02006","HEGDAGBG_01526","OOJFKJFD_00333","OMAFMDHC_00824","DHLDAANJ_04529","OGNHHAPP_02509","EPILMDOP_00869","OJOAJMDO_01264","FKHFPJNE_00898","JDGPEFCB_01000","EKBIAHBP_01554","GEOHAANM_04169","NNGIMOCL_01820","GBFFMACB_04130"
