"sra_accession"	"location"	"HHS_region"	"date"	"agency_submitter"	"clin_env"	"sample_type_std"	"host_assoc"	"bioproject"	"biosample"	"year_uploaded"	"ST"	"source"
"1846"	"SRR7011956"	"USA:OH"	"5"	2012	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA338674"	"SAMN08744643"	2018	"10"	"bovclin"
"1847"	"SRR7011962"	"USA:OH"	"5"	2012	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA338674"	"SAMN08744629"	2018	"10"	"bovclin"
"1848"	"SRR7011986"	"USA:OH"	"5"	2012	"CFSAN"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA338674"	"SAMN08744640"	2018	"10"	"bovclin"
"1849"	"SRR7012122"	"USA:OH"	"5"	2014	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA338674"	"SAMN08744638"	2018	"10"	"bovclin"
"1850"	"SRR7041622"	"USA:OH"	"5"	2016	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA338674"	"SAMN08744645"	2018	"10"	"bovclin"
"1851"	"SRR7041697"	"USA:OH"	"5"	2016	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA338674"	"SAMN08744616"	2018	"10"	"bovclin"
"1852"	"SRR7041721"	"USA:OH"	"5"	2015	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA338674"	"SAMN08744632"	2018	"10"	"bovclin"
"1853"	"SRR7041722"	"USA:OH"	"5"	2015	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA338674"	"SAMN08744612"	2018	"10"	"bovclin"
"1854"	"SRR7041896"	"USA:OH"	"5"	2015	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA338674"	"SAMN08744609"	2018	"10"	"bovclin"
"1855"	"SRR7042031"	"USA:OH"	"5"	2016	"CFSAN"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA338674"	"SAMN08744589"	2018	"10"	"bovclin"
"1856"	"SRR7049822"	"USA"	"2"	2018	"EDLB-CDC"	"clinical/host-associated"	"Blood"	"human"	"PRJNA230403"	"SAMN08964089"	2018	"10"	"humall"
"1857"	"SRR7049849"	"USA"	"2"	2018	"EDLB-CDC"	"clinical/host-associated"	"Feces"	"human"	"PRJNA230403"	"SAMN08964156"	2018	"10"	"humall"
"1858"	"SRR7049865"	"USA"	"2"	2018	"EDLB-CDC"	"clinical/host-associated"	"Urine"	"human"	"PRJNA230403"	"SAMN08964164"	2018	"10"	"humall"
"1859"	"SRR7063131"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08981339"	2018	"10"	"bovenv"
"1860"	"SRR7063134"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08981336"	2018	"10"	"bovenv"
"1861"	"SRR7063136"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08981322"	2018	"10"	"bovenv"
"1862"	"SRR7063142"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08981320"	2018	"10"	"bovenv"
"1863"	"SRR7063153"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08981321"	2018	"10"	"bovenv"
"1864"	"SRR7063157"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08981325"	2018	"10"	"bovenv"
"1865"	"SRR7063159"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08981323"	2018	"10"	"bovenv"
"1866"	"SRR7063174"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08981338"	2018	"10"	"bovenv"
"1867"	"SRR7063188"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08981335"	2018	"10"	"bovenv"
"1868"	"SRR7063192"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08981324"	2018	"10"	"bovenv"
"1869"	"SRR7063206"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08981337"	2018	"10"	"bovenv"
"1870"	"SRR7063430"	"USA"	"4"	2017	"EDLB-CDC"	"clinical/host-associated"	"Blood"	"human"	"PRJNA230403"	"SAMN08981809"	2018	"10"	"humall"
"1871"	"SRR7075034"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08995951"	2018	"10"	"bovenv"
"1872"	"SRR7075052"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08995948"	2018	"10"	"bovenv"
"1873"	"SRR7075224"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN08996032"	2018	"10"	"bovenv"
"1874"	"SRR7119889"	"USA:OR"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09068396"	2018	"10"	"bovenv"
"1875"	"SRR7130384"	"USA:PA"	"3"	2012	"CFSAN"	"clinical/host-associated"	"Tissue Pool"	"human"	"PRJNA357723"	"SAMN09081206"	2018	"10"	"humall"
"1876"	"SRR7130547"	"USA:DE"	"3"	2012	"CFSAN"	"clinical/host-associated"	"Tissue Pool"	"human"	"PRJNA357723"	"SAMN09081204"	2018	"10"	"humall"
"1877"	"SRR7130565"	"USA:PA"	"3"	2013	"CFSAN"	"clinical/host-associated"	"Tissue Pool"	"human"	"PRJNA357723"	"SAMN09081205"	2018	"10"	"humall"
"1878"	"SRR7132648"	"USA"	"8"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN09091320"	2018	"10"	"humall"
"1879"	"SRR7132727"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09090881"	2018	"10"	"bovenv"
"1880"	"SRR7138665"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09098750"	2018	"10"	"bovenv"
"1881"	"SRR7138697"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09098749"	2018	"10"	"bovenv"
"1882"	"SRR7170103"	"USA"	"9"	2018	"EDLB-CDC"	"clinical/host-associated"	"Blood"	"human"	"PRJNA230403"	"SAMN09213193"	2018	"10"	"humall"
"1883"	"SRR7196769"	"USA:OH"	"5"	2012	"CFSAN"	"clinical/host-associated"	"Tissue"	"bovine"	"PRJNA338674"	"SAMN08744581"	2018	"10"	"bovclin"
"1884"	"SRR7235692"	"USA"	"9"	2017	"EDLB-CDC"	"clinical/host-associated"	"Blood"	"human"	"PRJNA230403"	"SAMN09283684"	2018	"10"	"humall"
"1885"	"SRR7248277"	"USA"	"4"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN09294329"	2018	"10"	"humall"
"1886"	"SRR7276571"	"USA:IA"	"7"	2017	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA316457"	"SAMN08971986"	2018	"10"	"bovclin"
"1887"	"SRR7294325"	"USA"	"8"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN09399395"	2018	"10"	"humall"
"1888"	"SRR7346707"	"USA"	"6"	2018	"EDLB-CDC"	"clinical/host-associated"	"Blood"	"human"	"PRJNA230403"	"SAMN09429263"	2018	"10"	"humall"
"1889"	"SRR7348256"	"USA"	"2"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN09430503"	2018	"10"	"humall"
"1890"	"SRR7348276"	"USA"	"2"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN09430515"	2018	"10"	"humall"
"1891"	"SRR7363621"	"USA"	"5"	2018	"EDLB-CDC"	"clinical/host-associated"	"Blood"	"human"	"PRJNA230403"	"SAMN09455538"	2018	"10"	"humall"
"1892"	"SRR7406172"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09462574"	2018	"10"	"bovenv"
"1893"	"SRR7414574"	"USA"	"2"	2018	"EDLB-CDC"	"clinical/host-associated"	"Feces"	"human"	"PRJNA230403"	"SAMN09474650"	2018	"10"	"humall"
"1894"	"SRR7426254"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09479629"	2018	"10"	"bovenv"
"1895"	"SRR7458090"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09521787"	2018	"10"	"bovenv"
"1896"	"SRR7458101"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09521783"	2018	"10"	"bovenv"
"1897"	"SRR7458119"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09521784"	2018	"10"	"bovenv"
"1898"	"SRR7458127"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09521786"	2018	"10"	"bovenv"
"1899"	"SRR7458128"	"USA:PA"	"3"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09521761"	2018	"10"	"bovenv"
"1900"	"SRR7458129"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09521782"	2018	"10"	"bovenv"
"1901"	"SRR7458239"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09521785"	2018	"10"	"bovenv"
"1902"	"SRR7533570"	"USA:WI"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09684045"	2018	"10"	"bovenv"
"1903"	"SRR7601570"	"USA"	"5"	2018	"EDLB-CDC"	"clinical/host-associated"	"Feces"	"human"	"PRJNA230403"	"SAMN09722793"	2018	"10"	"humall"
"1904"	"SRR7620522"	"USA"	"10"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN09739532"	2018	"10"	"humall"
"1905"	"SRR7638087"	"USA:KY"	"4"	2018	"CFSAN"	"clinical/host-associated"	"Lymph Node"	"bovine"	"PRJNA324575"	"SAMN09728990"	2018	"10"	"bovclin"
"1906"	"SRR7643294"	"USA:TX"	"6"	2018	"CFSAN"	"env/food/other"	"Beef"	"bovine"	"PRJNA284276"	"SAMN09710298"	2018	"10"	"bovenv"
"1907"	"SRR7652910"	"USA:WA"	"10"	2018	"CFSAN"	"env/food/other"	"Beef"	"bovine"	"PRJNA183851"	"SAMN09756907"	2018	"10"	"bovenv"
"1908"	"SRR7652913"	"USA:WA"	"10"	2018	"CFSAN"	"env/food/other"	"Beef"	"bovine"	"PRJNA183851"	"SAMN09756955"	2018	"10"	"bovenv"
"1909"	"SRR7652915"	"USA:WA"	"10"	2018	"CFSAN"	"env/food/other"	"Beef"	"bovine"	"PRJNA183851Ê"	"SAMN09756953"	2018	"10"	"bovenv"
"1910"	"SRR7652985"	"USA"	"10"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN09772388"	2018	"10"	"humall"
"1911"	"SRR7652988"	"USA:WA"	"10"	2018	"CFSAN"	"env/food/other"	"Beef"	"bovine"	"PRJNA183851Ê"	"SAMN09756915"	2018	"10"	"bovenv"
"1912"	"SRR7652990"	"USA"	"10"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN09772387"	2018	"10"	"humall"
"1913"	"SRR7653006"	"USA:WA"	"10"	2018	"CFSAN"	"env/food/other"	"Beef"	"bovine"	"PRJNA183851"	"SAMN09756914"	2018	"10"	"bovenv"
"1914"	"SRR7657516"	"USA:WI"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09779932"	2018	"10"	"bovenv"
"1915"	"SRR7660779"	"USA:OH"	"5"	2016	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA338674"	"SAMN08744603"	2018	"10"	"bovclin"
"1916"	"SRR7661265"	"USA"	"10"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN09785206"	2018	"10"	"humall"
"1917"	"SRR7661269"	"USA"	"10"	2018	"EDLB-CDC"	"clinical/host-associated"	"Feces"	"human"	"PRJNA230403"	"SAMN09785205"	2018	"10"	"humall"
"1918"	"SRR7661272"	"USA"	"10"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN09785204"	2018	"10"	"humall"
"1919"	"SRR7664643"	"USA:NE"	"7"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09787872"	2018	"10"	"bovenv"
"1920"	"SRR7664653"	"USA:NE"	"7"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09787873"	2018	"10"	"bovenv"
"1921"	"SRR7693582"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09828512"	2018	"10"	"bovenv"
"1922"	"SRR7701252"	"USA"	"10"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN09843281"	2018	"10"	"humall"
"1923"	"SRR7701253"	"USA"	"10"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN09843282"	2018	"10"	"humall"
"1924"	"SRR7706339"	"USA"	"2"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN09848216"	2018	"10"	"humall"
"1925"	"SRR7707918"	"USA:OH"	"5"	2018	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA338674"	"SAMN09851207"	2018	"10"	"bovclin"
"1926"	"SRR7758738"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09917769"	2018	"10"	"bovenv"
"1927"	"SRR7765068"	"USA:KY"	"4"	2018	"CFSAN"	"clinical/host-associated"	"Intestine"	"bovine"	"PRJNA324575"	"SAMN09839612"	2018	"10"	"bovclin"
"1928"	"SRR7771813"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09939458"	2018	"10"	"bovenv"
"1929"	"SRR7771826"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09939452"	2018	"10"	"bovenv"
"1930"	"SRR7773994"	"USA"	"5"	2018	"EDLB-CDC"	"clinical/host-associated"	"Feces"	"human"	"PRJNA230403"	"SAMN09941205"	2018	"10"	"humall"
"1931"	"SRR7789469"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09980179"	2018	"10"	"bovenv"
"1932"	"SRR7789816"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN09980180"	2018	"10"	"bovenv"
"1933"	"SRR7798780"	"USA:IA"	"7"	2018	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA316457"	"SAMN09953895"	2018	"10"	"bovclin"
"1934"	"SRR7820864"	"USA"	"5"	2018	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN10037202"	2018	"10"	"humall"
"1935"	"SRR7866006"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10078838"	2018	"10"	"bovenv"
"1936"	"SRR7882224"	"USA"	"2"	2018	"EDLB-CDC"	"clinical/host-associated"	"Blood"	"human"	"PRJNA230403"	"SAMN10096160"	2018	"10"	"humall"
"1937"	"SRR7885200"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10097155"	2018	"10"	"bovenv"
"1938"	"SRR7885206"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10097156"	2018	"10"	"bovenv"
"1939"	"SRR7903532"	"USA:WI"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10130741"	2018	"10"	"bovenv"
"1940"	"SRR7966655"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10178500"	2018	"10"	"bovenv"
"1941"	"SRR7966661"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10178495"	2018	"10"	"bovenv"
"1942"	"SRR8041750"	"USA:WA"	"10"	2018	"CFSAN"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA316452"	"SAMN10079515"	2018	"10"	"bovclin"
"1943"	"SRR8078634"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10258657"	2018	"10"	"bovenv"
"1944"	"SRR8078641"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10258654"	2018	"10"	"bovenv"
"1945"	"SRR8078648"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10258656"	2018	"10"	"bovenv"
"1946"	"SRR8078654"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10258655"	2018	"10"	"bovenv"
"1947"	"SRR8104474"	"USA:PA"	"3"	2017	"CFSAN"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA316452"	"SAMN09772649"	2018	"10"	"bovclin"
"1948"	"SRR8136332"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10346668"	2018	"10"	"bovenv"
"1949"	"SRR8136483"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10346676"	2018	"10"	"bovenv"
"1950"	"SRR8136484"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10346674"	2018	"10"	"bovenv"
"1951"	"SRR8136585"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10346513"	2018	"10"	"bovenv"
"1952"	"SRR8136668"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10346678"	2018	"10"	"bovenv"
"1953"	"SRR8136678"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10346673"	2018	"10"	"bovenv"
"1954"	"SRR8136683"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10346677"	2018	"10"	"bovenv"
"1955"	"SRR8136931"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10346675"	2018	"10"	"bovenv"
"1956"	"SRR8136963"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10346672"	2018	"10"	"bovenv"
"1957"	"SRR8136968"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10346671"	2018	"10"	"bovenv"
"1958"	"SRR8136970"	"USA:PA"	"3"	2018	"CFSAN"	"clinical/host-associated"	"Tissue Pool"	"bovine"	"PRJNA316452"	"SAMN10349317"	2018	"10"	"bovclin"
"1959"	"SRR8137073"	"USA:PA"	"3"	2018	"CFSAN"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA316452"	"SAMN10349372"	2018	"10"	"bovclin"
"1960"	"SRR8157428"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10367141"	2018	"10"	"bovenv"
"1961"	"SRR8157429"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10367147"	2018	"10"	"bovenv"
"1962"	"SRR8157470"	"USA:WI"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10367138"	2018	"10"	"bovenv"
"1963"	"SRR8157471"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10367145"	2018	"10"	"bovenv"
"1964"	"SRR8157475"	"USA:ID"	"10"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10367146"	2018	"10"	"bovenv"
"1965"	"SRR8181049"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10411582"	2018	"10"	"bovenv"
"1966"	"SRR8181052"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10411583"	2018	"10"	"bovenv"
"1967"	"SRR8181054"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10411581"	2018	"10"	"bovenv"
"1968"	"SRR8181056"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10411591"	2018	"10"	"bovenv"
"1969"	"SRR8200494"	"USA:PA"	"3"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10436597"	2018	"10"	"bovenv"
"1970"	"SRR8202274"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10438134"	2018	"10"	"bovenv"
"1971"	"SRR8202285"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10438133"	2018	"10"	"bovenv"
"1972"	"SRR8202286"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10438135"	2018	"10"	"bovenv"
"1973"	"SRR8202307"	"USA:TX"	"6"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10438131"	2018	"10"	"bovenv"
"1974"	"SRR8236508"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10461413"	2018	"10"	"bovenv"
"1975"	"SRR8236529"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10461414"	2018	"10"	"bovenv"
"1976"	"SRR8248798"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10485406"	2018	"10"	"bovenv"
"1977"	"SRR8249020"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10485407"	2018	"10"	"bovenv"
"1978"	"SRR8261715"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10498694"	2018	"10"	"bovenv"
"1979"	"SRR8263925"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10501885"	2018	"10"	"bovenv"
"1980"	"SRR8263929"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10501884"	2018	"10"	"bovenv"
"1981"	"SRR8270009"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10510804"	2018	"10"	"bovenv"
"1982"	"SRR8270012"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10510803"	2018	"10"	"bovenv"
"1983"	"SRR8270017"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10510801"	2018	"10"	"bovenv"
"1984"	"SRR8270018"	"USA:CA"	"9"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10510809"	2018	"10"	"bovenv"
"1985"	"SRR8270022"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10510799"	2018	"10"	"bovenv"
"1986"	"SRR8270029"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10510800"	2018	"10"	"bovenv"
"1987"	"SRR8270031"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10510802"	2018	"10"	"bovenv"
"1988"	"SRR8280066"	"USA:OH"	"5"	2018	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA338674"	"SAMN10506025"	2018	"10"	"bovclin"
"1989"	"SRR8280071"	"USA:OH"	"5"	2018	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA338674"	"SAMN10506036"	2018	"10"	"bovclin"
"1990"	"SRR8280236"	"USA:OH"	"5"	2018	"CFSAN"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA338674"	"SAMN10506027"	2018	"10"	"bovclin"
"1991"	"SRR8297625"	"USA:MN"	"5"	2018	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA324575"	"SAMN10478614"	2018	"10"	"bovclin"
"1992"	"SRR8303430"	"USA"	"5"	2018	"EDLB-CDC"	"clinical/host-associated"	"Blood"	"human"	"PRJNA230403"	"SAMN10585266"	2018	"10"	"humall"
"1993"	"SRR8310781"	"USA:MN"	"5"	2018	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN10574812"	2018	"10"	"bovenv"
