Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR6904880	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6904880_seqsero	SRR6904880_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6908088	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6908088_seqsero	SRR6908088_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6908301	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6908301_seqsero	SRR6908301_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6920571	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6920571_seqsero	SRR6920571_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6926992	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6926992_seqsero	SRR6926992_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6926998	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6926998_seqsero	SRR6926998_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6933130	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6933130_seqsero	SRR6933130_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6933163	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6933163_seqsero	SRR6933163_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6933166	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6933166_seqsero	SRR6933166_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6933169	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6933169_seqsero	SRR6933169_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6933178	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6933178_seqsero	SRR6933178_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6933271	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6933271_seqsero	SRR6933271_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6933279	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6933279_seqsero	SRR6933279_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6933282	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6933282_seqsero	SRR6933282_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6933283	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6933283_seqsero	SRR6933283_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6933285	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6933285_seqsero	SRR6933285_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6933286	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6933286_seqsero	SRR6933286_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6933289	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6933289_seqsero	SRR6933289_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6933294	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6933294_seqsero	SRR6933294_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR6986092	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6986092_seqsero	SRR6986092_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6986177	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6986177_seqsero	SRR6986177_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6986180	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6986180_seqsero	SRR6986180_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6986181	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6986181_seqsero	SRR6986181_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6986336	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6986336_seqsero	SRR6986336_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6986337	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6986337_seqsero	SRR6986337_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6986342	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6986342_seqsero	SRR6986342_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6986344	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6986344_seqsero	SRR6986344_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6986348	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6986348_seqsero	SRR6986348_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6986362	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6986362_seqsero	SRR6986362_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6986365	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6986365_seqsero	SRR6986365_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR6996343	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR6996343_seqsero	SRR6996343_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7002064	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7002064_seqsero	SRR7002064_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7002066	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7002066_seqsero	SRR7002066_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7010294	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7010294_seqsero	SRR7010294_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7010301	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7010301_seqsero	SRR7010301_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7010304	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7010304_seqsero	SRR7010304_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7010338	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7010338_seqsero	SRR7010338_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7010474	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7010474_seqsero	SRR7010474_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7010475	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7010475_seqsero	SRR7010475_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7011956	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7011956_seqsero	SRR7011956_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7011962	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7011962_seqsero	SRR7011962_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7011986	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7011986_seqsero	SRR7011986_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7012122	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7012122_seqsero	SRR7012122_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7041622	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7041622_seqsero	SRR7041622_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7041697	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7041697_seqsero	SRR7041697_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7041721	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7041721_seqsero	SRR7041721_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7041722	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7041722_seqsero	SRR7041722_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7041896	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7041896_seqsero	SRR7041896_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7042031	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7042031_seqsero	SRR7042031_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7049822	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7049822_seqsero	SRR7049822_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7049849	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7049849_seqsero	SRR7049849_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7049865	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7049865_seqsero	SRR7049865_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7063131	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7063131_seqsero	SRR7063131_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7063134	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7063134_seqsero	SRR7063134_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7063136	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7063136_seqsero	SRR7063136_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7063142	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7063142_seqsero	SRR7063142_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7063153	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7063153_seqsero	SRR7063153_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7063157	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7063157_seqsero	SRR7063157_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7063159	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7063159_seqsero	SRR7063159_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7063174	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7063174_seqsero	SRR7063174_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7063188	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7063188_seqsero	SRR7063188_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7063192	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7063192_seqsero	SRR7063192_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7063206	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7063206_seqsero	SRR7063206_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7063430	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7063430_seqsero	SRR7063430_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7075034	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7075034_seqsero	SRR7075034_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7075052	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7075052_seqsero	SRR7075052_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7075224	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7075224_seqsero	SRR7075224_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7119889	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7119889_seqsero	SRR7119889_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7130384	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7130384_seqsero	SRR7130384_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7130547	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7130547_seqsero	SRR7130547_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7130565	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7130565_seqsero	SRR7130565_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7132648	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7132648_seqsero	SRR7132648_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7132727	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7132727_seqsero	SRR7132727_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7138665	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7138665_seqsero	SRR7138665_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7138697	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7138697_seqsero	SRR7138697_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7170103	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7170103_seqsero	SRR7170103_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7170610	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7170610_seqsero	SRR7170610_assembly.fasta	9	g,m	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,m:-	Enteritidis	Detected Sdf I that is characteristic of commonly circulating strains of serotype Enteritidis. 
SRR7196769	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7196769_seqsero	SRR7196769_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7235692	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7235692_seqsero	SRR7235692_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7248277	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7248277_seqsero	SRR7248277_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7276571	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7276571_seqsero	SRR7276571_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7294325	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7294325_seqsero	SRR7294325_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7346707	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7346707_seqsero	SRR7346707_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7348256	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7348256_seqsero	SRR7348256_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7348276	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7348276_seqsero	SRR7348276_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7363621	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7363621_seqsero	SRR7363621_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7406172	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7406172_seqsero	SRR7406172_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7414574	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7414574_seqsero	SRR7414574_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7426254	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7426254_seqsero	SRR7426254_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7458090	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7458090_seqsero	SRR7458090_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7458101	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7458101_seqsero	SRR7458101_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7458119	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7458119_seqsero	SRR7458119_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR7458127	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7458127_seqsero	SRR7458127_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7458128	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7458128_seqsero	SRR7458128_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR7458129	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR7458129_seqsero	SRR7458129_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
